u,v,w
61,40,3.1209
61,4,10.5037
62,58,12.0462
62,192,4.3761
62,65,8.9433
62,198,9.0584
62,109,6.3000
63,61,11.9502
63,117,5.5798
63,56,4.2784
63,89,5.6398
63,78,9.7982
64,159,4.8059
64,49,7.1128
64,43,13.0163
64,12,3.2072
64,188,5.1257
65,91,7.8356
65,158,9.7299
65,93,5.9231
65,59,2.4621
65,137,12.5103
66,95,9.8159
66,17,8.6673
66,52,8.4710
66,54,2.7765
66,146,10.9600
67,27,10.6855
67,162,13.1406
67,157,4.0949
67,183,1.7533
67,155,5.7800
68,33,4.5171
68,110,10.3457
68,18,7.2605
68,97,11.7174
68,109,2.4062
69,19,10.9164
69,49,13.5545
69,11,14.8321
69,181,4.9213
69,110,11.4593
70,35,4.6461
70,113,6.9941
70,176,13.0768
70,134,6.4549
70,178,11.2783
71,56,7.8973
71,189,3.0294
71,91,9.4399
71,4,11.0691
71,9,2.4152
72,8,4.5095
72,76,14.3021
72,23,12.3788
72,97,8.7321
72,87,3.6951
73,188,6.3405
73,82,13.4216
73,99,10.1522
73,132,14.2610
73,44,12.6798
74,43,13.5224
74,39,7.8715
74,139,7.4445
74,0,3.8360
74,97,1.3113
75,174,13.3103
75,4,2.0977
75,144,5.2091
75,195,3.1211
75,118,10.5652
76,33,8.2176
76,68,2.8646
76,183,6.7973
76,138,2.1869
76,114,11.2472
77,135,13.2043
77,119,13.5981
77,2,8.4900
77,132,2.4132
77,88,4.2796
78,80,1.4616
78,24,2.0315
78,141,14.7744
78,60,2.9712
78,117,10.3772
79,115,6.3605
79,158,3.3062
79,70,2.0342
79,40,12.9385
79,56,10.6700
80,70,9.4056
80,146,1.7448
80,109,3.9638
80,127,3.0280
80,4,11.0343
81,191,8.3096
81,180,12.6852
81,91,14.9594
81,45,5.9459
81,30,5.5897
82,191,3.1034
82,164,13.7747
82,97,3.6960
82,184,2.7997
82,21,6.2975
83,36,3.8190
83,185,9.2944
83,109,1.4788
83,192,10.6241
83,30,10.2870
84,75,14.3615
84,164,5.3478
84,44,1.2579
84,5,9.7546
84,105,12.3519
85,171,11.7965
85,122,9.4152
85,189,4.8650
85,24,4.6407
85,44,5.0071
86,67,9.9107
86,103,7.2432
86,37,11.6815
86,21,13.8796
86,132,6.0263
87,9,5.5528
87,164,7.3811
87,36,6.9755
87,32,1.3747
87,159,3.3908
88,3,13.1257
88,91,11.0824
88,169,6.2173
88,187,14.9965
88,67,13.4580
89,153,12.7779
89,98,8.3858
89,92,14.8367
89,67,2.3348
89,157,13.3747
90,100,7.9785
90,198,14.8242
90,158,7.0286
90,59,2.0945
90,71,1.6702
91,16,11.3824
91,9,6.9129
91,192,11.3539
91,67,4.5771
91,12,14.5631
92,109,8.4599
92,10,5.7968
92,137,12.8599
92,66,6.4606
92,48,6.5763
93,192,3.3675
93,185,4.0163
93,41,8.9334
93,99,2.6023
93,154,5.7762
94,122,3.6261
94,53,4.8751
94,191,8.8796
94,126,4.4009
94,68,3.6502
95,132,5.5884
95,112,4.2330
95,189,7.8080
95,124,5.1727
95,184,7.5069
96,187,10.5961
96,78,1.0535
96,125,2.8903
96,166,7.8665
96,127,10.6310
97,153,12.7164
97,78,8.9921
97,189,8.3488
97,50,3.1245
97,113,7.3006
98,161,4.0065
98,86,13.8769
98,138,5.7886
98,120,12.0494
98,143,12.9824
99,102,4.9580
99,177,10.4098
99,68,6.9078
99,22,8.3971
99,61,9.1086
100,10,12.1116
100,28,1.3848
100,35,5.6836
100,64,8.1743
100,44,4.3996
101,62,2.6105
101,16,1.9904
101,102,4.0054
101,153,9.6151
101,118,12.5374
102,190,13.7386
102,79,12.1416
102,128,1.2099
102,39,12.2068
102,18,2.7082
103,42,8.2784
103,59,7.2966
103,116,7.7141
103,34,3.6230
103,185,9.6123
104,120,12.2846
104,70,9.1488
104,145,4.3928
104,38,10.2575
104,58,13.3628
105,92,5.5908
105,75,14.2583
105,20,10.0372
105,16,10.9730
105,100,9.8141
106,65,12.0734
106,107,1.7112
106,60,10.5748
106,123,9.1041
107,35,12.5586
107,74,10.7766
107,79,5.2677
107,174,6.9625
107,182,4.6154
108,11,7.3399
108,134,10.4898
108,126,12.9905
108,110,5.4347
108,159,8.2686
109,100,4.1427
109,34,8.2791
109,87,12.2994
109,165,1.7787
109,130,3.6137
110,65,9.7907
110,173,6.9013
110,175,3.6820
110,2,1.9469
110,162,3.6829
111,16,12.9870
111,98,6.8682
111,80,2.6812
111,135,11.2017
111,90,6.7239
112,192,4.2056
112,40,6.8746
112,194,4.1845
112,130,12.1491
112,36,2.3991
113,23,9.3426
113,80,5.5432
113,56,8.5948
113,189,14.7031
113,187,13.5783
114,60,13.9972
114,46,7.9796
114,80,9.5808
114,136,4.7562
114,67,4.4735
115,101,13.5116
115,161,8.5052
115,169,5.2526
115,184,8.3454
115,192,12.7363
116,195,6.9878
116,136,5.6836
116,97,9.9412
116,45,14.5586
116,20,5.6667
117,95,12.2739
117,9,2.8909
117,183,9.3733
117,81,8.7591
117,17,3.3207
118,77,3.2328
118,64,3.2107
118,7,13.1798
118,176,6.3254
118,19,1.5003
119,168,5.8714
119,3,14.8706
119,113,10.8420
119,18,8.5359
119,58,8.6878
120,45,9.8787
120,187,5.4604
120,159,6.0341
120,183,7.2871
120,198,4.4551
121,178,11.5568
121,141,10.2772
121,173,3.1650
121,96,14.5653
121,151,10.2122
122,34,13.9767
122,107,14.4527
122,66,5.5286
122,192,6.0135
122,28,8.4418
123,198,1.1152
123,10,10.8201
123,103,6.9997
123,79,14.3178
123,153,14.4379
124,44,1.2207
124,165,1.3276
124,161,6.0261
124,80,2.1500
124,178,8.3799
125,172,3.8370
125,183,10.8613
125,127,13.0342
125,195,14.7998
125,136,3.9665
126,32,13.8879
126,154,14.5043
126,117,2.3929
126,19,14.2895
126,9,13.0800
127,65,7.4898
127,131,9.7577
127,153,4.3445
127,25,1.3890
127,23,13.9468
128,12,5.0933
128,74,14.9167
128,9,13.4463
128,143,8.2810
128,131,9.6810
129,55,3.9489
129,3,8.1224
129,71,10.5961
129,9,12.5038
129,51,10.9644
130,153,9.7932
130,67,5.8528
130,77,5.2379
130,138,1.8228
130,137,11.4763
131,138,7.5999
131,7,2.1060
131,73,13.7107
131,163,4.6832
131,165,3.9929
132,196,1.8914
132,87,13.7687
132,48,13.5840
132,88,7.9144
132,85,9.4628
133,144,7.4909
133,93,9.9102
133,13,8.4048
133,54,6.0058
133,56,5.8028
134,180,1.3848
134,79,12.2040
134,105,2.9805
134,152,8.9853
134,154,8.2053
135,190,6.7718
135,60,4.4855
135,7,1.6415
135,129,4.8676
135,93,2.0754
136,96,7.6952
136,101,2.2654
136,2,3.4619
136,34,3.4362
136,196,6.5707
137,170,10.3218
137,40,8.1968
137,112,10.8222
137,118,5.2926
137,75,5.2001
138,114,4.7923
138,180,3.3999
138,96,14.3006
138,69,12.6626
138,38,5.9948
139,37,10.5965
139,145,6.2003
139,169,7.3346
139,46,6.0769
139,31,1.9665
140,39,11.3348
140,95,1.4539
140,101,1.7362
140,42,1.1402
140,121,4.0022
141,199,1.6836
141,198,9.9748
141,7,5.3389
141,41,6.7904
141,153,8.7794
142,188,5.4353
142,175,6.0715
142,72,7.5651
142,199,14.9025
142,20,2.7453
143,198,1.3806
143,61,7.1284
143,30,5.8580
143,178,14.2759
143,89,6.6655
144,147,5.5816
144,46,14.4445
144,64,11.4231
144,199,9.5208
144,112,5.3729
145,29,1.2347
145,126,13.1334
145,156,9.3007
145,21,10.1279
145,197,2.1147
146,12,4.5206
146,90,3.2162
146,175,2.0542
146,78,9.5054
146,20,2.5469
147,8,9.9497
147,35,13.4300
147,56,12.9624
147,141,3.5908
147,20,11.3303
148,71,8.1586
148,52,9.4944
148,62,14.4744
148,154,6.5901
148,103,14.3518
149,161,1.0423
149,75,14.9307
149,120,4.3357
149,0,1.7429
149,150,8.4485
150,110,14.8242
150,49,11.2901
150,59,2.7073
150,164,13.3178
150,189,14.6225
151,142,4.1566
151,115,5.9533
151,160,5.1499
151,61,8.1818
151,166,7.7208
152,125,4.8887
152,41,4.5826
152,193,13.1328
152,174,4.2138
152,130,7.0295
153,31,6.8503
153,144,7.8229
153,19,6.2035
153,165,12.8409
153,33,1.0298
154,127,12.5159
154,105,10.8551
154,179,8.6031
154,190,14.9002
154,133,10.6977
155,60,11.8182
155,187,2.2258
155,90,4.3149
155,36,10.5269
155,32,2.6981
156,8,7.5478
156,128,14.3199
156,63,5.1863
156,11,6.2355
156,160,5.4314
157,179,12.6888
157,166,11.4888
157,110,5.0747
157,28,14.4736
157,9,14.7061
158,126,3.4471
158,157,6.8170
158,160,10.9469
158,91,9.3209
158,86,8.9505
159,3,9.3322
159,65,10.6090
159,186,10.8719
159,4,7.0860
159,29,1.8643
160,9,7.9374
160,114,9.2798
160,131,8.4178
160,108,3.7593
160,151,6.9462
161,160,12.4351
161,70,3.0515
161,178,13.0846
161,16,5.1807
161,15,11.1051
162,22,6.8073
162,62,9.4508
162,99,11.4113
162,31,5.9304
162,173,3.3553
163,103,1.0836
163,48,1.8703
163,115,4.8946
163,50,14.4640
163,172,14.6603
164,176,6.6359
164,138,6.7399
164,132,2.3619
164,169,14.7193
164,95,8.2979
165,39,12.2208
165,145,13.3566
165,144,11.1632
165,16,9.8299
165,197,7.5763
166,146,3.3112
166,82,7.5128
166,163,12.2350
166,23,1.6983
166,77,12.9073
167,29,9.9051
167,126,6.7255
167,86,2.7179
167,74,12.6775
167,4,7.7710
168,126,11.0717
168,154,13.6899
168,132,5.0057
168,114,14.6624
168,61,3.5262
169,153,6.3751
169,82,4.0203
169,100,13.4337
169,69,2.6632
169,115,11.6669
170,77,10.8146
170,177,13.4901
170,116,9.3675
170,154,5.7204
170,188,4.5060
171,128,3.9194
171,94,12.3837
171,89,14.1923
171,116,4.2837
171,12,13.4091
172,79,3.3788
172,24,9.9137
172,139,12.2124
172,19,13.2996
172,31,14.1686
173,185,2.2036
173,26,7.7885
173,2,5.0587
173,98,6.8573
173,133,9.5586
174,77,3.7132
174,126,7.7590
174,128,2.2698
174,54,9.0027
174,112,10.2134
175,153,4.1959
175,130,4.9214
175,65,8.3375
175,119,10.0434
175,35,7.7455
176,12,8.5157
176,9,6.1673
176,34,1.3489
176,49,12.0617
176,55,10.4210
177,92,4.3717
177,57,5.0854
177,172,3.8146
177,173,8.0957
177,97,6.6971
178,112,13.5046
178,9,4.8516
178,75,10.6181
178,78,1.5594
178,46,11.7333
179,183,8.6532
179,18,9.3360
179,147,5.7269
179,163,10.1887
179,95,3.4942
180,90,3.6165
180,12,2.3569
180,136,14.5764
180,64,7.0582
180,153,10.4594
181,174,1.4492
181,51,4.4491
181,138,12.6795
181,101,9.7533
181,65,6.8111
182,84,6.1772
182,131,1.9424
182,86,1.9999
182,72,9.2209
182,155,2.7447
183,147,10.0051
183,164,5.1903
183,125,7.9676
183,36,3.3602
183,55,9.7710
184,135,1.6485
184,5,4.5670
184,182,5.3396
184,147,14.0937
184,172,7.7467
185,76,11.5042
185,13,12.6374
185,56,9.5230
185,63,1.3310
185,1,6.9869
186,1,12.6503
186,182,8.5906
186,88,7.5738
186,73,14.9081
186,142,3.6916
187,23,2.7768
187,194,6.3338
187,59,6.6179
187,25,7.9336
187,113,10.5607
188,13,11.9245
188,153,11.8412
188,63,2.0470
188,196,5.8942
188,61,13.9431
189,150,1.8795
189,74,11.9390
189,131,1.2471
189,190,2.4146
189,168,5.2658
190,150,8.1080
190,139,4.1007
190,188,9.5761
190,119,4.5588
190,174,8.1345
191,58,5.0793
191,135,5.2368
191,158,12.4639
191,134,7.2273
191,177,5.4487
192,17,13.3920
192,98,4.4890
192,184,13.8974
192,35,7.9977
192,86,3.6596
193,143,8.5138
193,96,2.5860
193,162,8.1748
193,59,14.2348
193,64,1.9769
194,16,11.5537
194,141,11.2906
194,184,5.3076
194,20,1.3358
194,61,11.9804
195,6,2.1492
195,121,5.0110
195,119,8.7537
195,171,13.0009
195,20,8.8870
196,190,14.8765
196,47,7.9865
196,23,2.8762
196,2,1.2129
196,13,9.3340
197,49,14.0220
197,136,6.4903
197,48,3.0188
197,196,9.5240
197,20,2.3201
198,17,8.8842
198,40,4.1111
198,66,12.2918
198,48,10.7627
198,75,9.0500
199,64,9.7249
199,164,5.1812
199,93,8.7249
199,151,9.2113
199,172,9.3682
