u,v,metres
200,12873,1931.853
200,78956,856.897
201,56090,395.293
201,69090,5860.367
202,63585,1112.692
202,165636,4461.606
203,58190,89.520
203,164020,12.146
204,206,8915.675
204,69091,1216.743
205,70697,2286.232
205,165635,12.650
206,204,8915.675
206,55542,27.770
207,73518,735.819
207,83491,3480.746
208,85133,7276.916
208,149220,1810.573
209,210,12490.817
209,206434,3745.288
210,209,12490.817
210,80599,860.312
211,54591,139.519
211,80600,9146.570
212,92344,1759.193
212,197127,291.256
213,92226,45.801
213,188371,1927.594
214,66557,26.519
214,170036,129.052
215,8246,2491.741
215,47470,1607.829
216,191753,3748.714
216,191756,3227.544
217,76278,10290.666
217,192614,435.734
218,49104,582.328
218,76279,3640.293
219,49103,2199.665
219,79118,613.229
220,49103,929.216
220,49104,140.984
221,222,670.852
221,58170,893.321
222,221,670.852
222,58173,41.504
223,19503,1749.149
223,92589,9707.415
224,14762,4494.012
224,189032,134.834
225,29435,3803.035
225,189033,675.291
226,46837,800.077
226,93954,251.083
227,188576,559.445
228,27119,1898.012
228,142170,240.221
229,230,1437.101
229,17317,26.483
230,229,1437.101
230,12759,263.374
231,49854,3148.929
231,49855,1324.434
232,63128,2346.560
232,67038,597.450
233,57341,8025.370
233,58178,16229.822
234,12757,1725.455
235,236,587.690
236,46850,1203.202
237,137436,494.167
237,202146,43.273
238,240,22434.583
238,80435,19890.414
239,29898,543.764
239,183563,64.313
240,238,22434.583
240,29899,13283.749
241,243,3255.786
241,12072,3387.613
242,93764,645.069
242,93949,740.438
243,241,3255.786
243,8314,3807.622
244,63177,151.390
244,93948,642.715
245,14810,6527.107
245,14813,791.819
246,46852,5954.569
246,188590,1003.455
247,24734,148.215
247,72213,2510.926
248,18228,4141.177
248,31537,30696.259
249,14809,11588.166
249,54272,28.452
250,83712,7.506
251,54367,2601.676
252,88261,3662.630
252,119600,9.828
253,19539,7417.869
253,188593,793.250
254,86508,1009.954
254,165646,5462.989
255,24743,4079.910
255,173965,1955.488
256,187761,1205.455
256,188595,25.631
257,194220,120.446
258,37811,409.449
258,96012,13.154
259,7643,4870.875
259,175792,618.895
260,21797,37.175
260,83699,12.375
261,57036,322.941
261,139450,2187.542
262,63176,393.101
262,196654,1532.246
263,26627,749.397
263,95965,27.942
264,56324,570.806
264,119557,15.955
265,81860,2760.187
265,81861,563.958
266,51255,3422.680
266,51256,477.223
267,13537,340.519
267,13542,6368.010
268,61363,1151.683
268,63169,134.578
269,19369,5939.475
269,19371,9945.903
270,78993,3564.862
270,144793,1032.420
271,115303,4421.959
271,144810,506.340
271,144811,477.750
272,37396,6373.870
273,157356,929.509
274,42835,755.906
274,78992,9.488
275,19438,300.381
275,81054,1508.043
276,277,260.671
277,47384,10269.430
277,92693,227.809
278,142837,6.979
278,142844,3359.404
279,84687,13.456
280,189766,2649.793
280,201097,2943.059
281,51290,2615.294
281,61803,8502.784
282,27370,5984.437
282,92631,2035.275
283,37398,379.312
284,84678,132.024
285,40762,3000.116
285,92665,2429.482
286,43480,27.494
286,94390,444.368
287,203147,684.334
288,51198,6691.185
288,171703,3730.169
289,18193,415.299
289,78537,9.352
290,19365,580.399
290,189533,6970.102
291,97110,733.516
292,42545,569.683
292,145931,816.695
292,145934,128.780
293,80149,34.685
293,95086,615.806
294,37380,64.456
295,168442,100.566
296,94600,1860.553
296,138064,573.669
297,301,10611.738
297,170180,2820.139
298,23934,41.780
298,54234,5467.879
299,3553,906.670
299,5610,3654.165
300,180146,117.003
301,297,10611.738
301,305,8678.954
302,21228,792.083
302,72084,7026.492
303,63670,3904.122
303,103616,13206.015
304,8756,277.479
304,189178,3454.683
305,301,8678.954
305,51939,1999.325
306,203750,11.010
307,43026,16.500
307,43027,10139.255
308,61812,430.192
309,43028,7918.736
309,68315,568.708
310,43031,27.407
310,83525,89.668
311,84776,866.590
312,33697,29.374
312,33702,18.745
313,55451,1134.108
313,84767,307.574
314,21631,13949.188
314,51915,4568.108
315,29265,992.575
315,55449,2889.169
316,9148,1803.728
316,14496,227.696
317,12988,689.450
317,18582,15159.122
318,38103,795.239
319,21630,12359.654
319,25128,668.672
320,325,9077.433
320,48984,1259.852
321,23469,117.171
322,32786,6544.959
322,140733,7461.073
323,49007,2550.606
323,144892,14841.972
324,14497,6258.636
324,98674,4550.843
325,320,9077.433
325,65850,4015.293
326,180151,370.195
327,49139,114.082
327,55816,9285.281
328,94156,1604.421
328,131444,4208.934
329,188252,645.045
330,2376,20.563
330,144312,7.140
331,94146,2799.767
331,131443,3167.830
332,24840,338.544
332,29619,22057.262
333,188348,303.442
334,57695,6056.803
334,81433,4446.118
335,336,322.204
336,2380,322.218
336,124524,7.228
337,84607,232.781
338,22747,7500.125
338,68209,5485.737
339,19400,271.681
339,19405,1516.007
340,54187,42.884
340,131288,44.327
340,131299,468.152
341,189006,186.717
342,343,2880.484
342,29250,5972.099
342,29621,1512.629
343,342,2880.484
343,32683,5226.065
344,24048,1598.912
344,32679,250.687
345,346,3664.651
345,32477,4846.713
346,345,3664.651
346,32478,93.457
347,21607,18519.196
347,23299,729.651
348,21775,1437.964
348,24046,5429.174
349,32478,979.087
349,101303,353.785
349,137159,44.766
350,52233,496.384
350,77436,319.424
351,32593,201.923
351,55408,2800.053
352,32593,1466.733
352,40756,1328.842
353,75376,126.508
353,75377,2958.943
354,75408,309.274
354,75410,1762.382
355,14299,781.187
355,14303,238.472
355,65986,400.412
356,62002,190.479
356,62003,196.654
357,39648,8536.316
357,142217,19.089
358,17619,321.886
358,90222,69.082
359,39643,850.108
359,54201,5178.831
360,32603,612.057
360,75393,2334.134
361,60899,80.643
362,23577,6543.596
362,31174,7076.244
363,46467,41.846
364,54229,5429.566
364,54230,145.708
365,21698,3192.000
365,64164,2926.732
366,8907,1023.128
367,133646,90.479
368,43536,9771.993
368,160469,7.511
369,41639,4212.631
370,54689,1112.418
370,54958,4941.314
371,28555,57.812
371,43467,39.273
372,18826,309.964
372,39277,2683.449
373,39600,287.502
373,141340,7883.910
374,8786,2659.656
374,72890,705.236
375,61255,878.981
375,91241,3734.235
376,39350,92.767
376,39359,4855.129
377,188309,266.975
377,188324,7679.222
378,23409,6251.558
378,97994,561.206
378,99248,1731.140
379,43289,2735.637
379,64469,6349.816
380,39347,111.608
380,39354,1592.674
381,22247,700.902
381,55350,4351.776
381,145456,714.608
382,52274,9915.474
382,80984,834.124
383,39408,743.013
383,55159,109.525
383,81844,3347.789
384,66470,81.569
385,43501,3913.180
385,43523,3124.832
386,46697,6270.711
386,98250,10295.275
387,21601,527.681
387,134200,742.062
388,21602,9258.373
388,157471,6750.938
389,98250,1243.335
390,24126,8602.995
390,40713,6920.147
391,24127,133.251
391,24130,1612.725
392,71334,4558.548
392,71336,3423.521
393,189110,660.103
393,189111,627.775
394,54954,522.283
394,97398,4455.338
394,145284,4611.250
395,28666,100.818
395,33132,1765.499
396,41121,56.814
396,91336,58.715
397,400,9286.961
397,71464,1745.936
398,42100,552.223
398,42104,7950.454
399,41665,1896.479
399,111816,876.309
400,397,9286.961
400,71999,3259.383
401,54288,7803.915
401,85662,1818.310
402,51822,130.933
402,97256,426.697
403,71992,647.545
404,41752,4004.152
404,60959,1434.570
405,41755,13.424
405,96807,85.914
406,155854,209.556
407,96499,772.541
408,17126,174.798
408,166520,7.922
409,8749,662.643
409,60383,13.031
410,5815,1529.566
411,412,861.399
412,414,107.719
413,24151,105.035
413,63521,5170.749
414,78035,31.858
415,34703,398.947
416,67253,5.564
417,15924,110.904
418,419,34.915
418,195596,206.799
419,418,34.915
419,82625,157.736
420,34774,6.824
420,195595,6.697
421,31658,131.581
421,97557,3.517
422,82927,62.896
422,190328,49.864
423,96802,11.341
423,195597,8.077
424,131726,59.040
424,195597,35.992
425,34971,24.692
426,8612,232.923
427,8536,215.457
428,429,37.654
428,8546,768.630
429,428,37.654
430,196655,190.146
431,184585,38.398
432,8537,186.416
433,16547,21.005
434,1184,196.601
434,34473,6.864
435,436,174.829
435,44916,27.339
437,92747,51.642
437,97416,24.866
438,439,211.410
439,31386,70.120
440,31389,77.179
441,148350,35.173
442,34206,12.780
443,31395,839.902
443,34207,7.521
444,89017,562.096
445,174701,27.812
445,185056,53.961
446,190659,39.226
447,89023,276.863
448,46332,81.280
449,450,12.644
450,15654,13.618
451,62273,3944.606
451,62274,79.923
453,67509,407.641
453,192317,23.329
454,67394,7.724
455,2989,141.577
456,41663,4140.911
456,54950,494.240
457,54320,1181.188
457,76318,2846.762
458,21054,10.708
459,2996,45.120
459,39142,135.730
460,207282,1084.864
461,28176,3196.832
461,106305,1282.361
461,113538,9.413
462,82621,40.242
463,51186,587.156
463,51187,76.466
464,48266,26.128
465,135938,29.945
466,148373,804.980
467,51179,7606.281
467,61799,856.134
468,60863,864.082
468,62706,9784.168
469,482,8040.206
469,199790,84.981
470,51193,9656.635
470,61799,463.119
471,14881,294.860
471,36139,127.166
472,145448,5892.796
472,160341,38.173
473,41658,15384.214
473,105989,1081.435
474,476,357.232
474,21882,4131.123
474,54290,1045.056
475,10673,977.499
476,474,357.232
476,21883,1911.419
477,5799,53.558
477,112825,70.676
478,189895,264.991
479,39920,852.654
479,39921,1463.038
480,478,953.441
481,60864,2899.656
481,200716,2199.825
482,469,8040.206
482,39919,525.143
482,39922,3780.585
483,5908,632.512
484,146448,153.192
485,14691,1464.394
486,43307,3560.057
486,43308,6011.771
487,66109,846.094
488,32621,147.123
489,12876,1389.508
490,64020,537.593
491,492,60.257
492,9646,276.191
492,39192,158.182
493,152094,279.064
494,1587,415.520
494,12917,69.512
495,146744,1184.774
496,43309,3845.933
496,43310,725.821
497,1588,987.311
498,502,408.319
499,488,6541.396
500,12913,495.909
501,507,288.612
502,39181,504.768
503,506,131.601
503,38065,129.356
503,38068,10.776
504,39198,155.277
505,504,163.446
506,508,65.460
507,153692,1216.032
508,505,130.343
509,510,59.369
509,9645,748.934
510,509,59.369
510,512,158.777
511,11436,126.021
512,510,158.777
512,1588,3253.661
513,39196,122.149
514,517,421.932
515,518,65.910
516,38065,881.381
516,38066,1848.317
517,5898,669.258
518,543,4182.620
519,513,337.664
520,522,177.610
520,171749,190.824
521,43159,1870.429
521,60862,1291.359
522,523,160.907
523,95446,336.591
524,20330,1016.720
525,39207,621.380
526,525,311.042
527,526,769.404
528,155229,336.382
529,531,239.692
530,527,717.787
531,39210,50.941
532,527,760.013
532,530,50.089
533,534,148.505
533,173668,22.144
534,535,104.760
535,537,151.797
536,39215,739.158
537,539,112.743
537,173667,14.207
538,540,21.550
539,537,112.743
539,540,11.140
540,539,11.140
540,17715,611.332
541,538,500.767
541,39214,221.884
542,544,301.200
542,38059,19.099
543,17714,2883.737
543,38060,41.615
543,148253,186.622
544,542,301.200
544,148253,33.755
545,547,305.732
546,38061,75.157
547,546,227.124
547,137366,24.698
548,49183,522.357
548,55314,4541.145
548,55419,623.896
549,155351,327.302
550,18236,15236.884
550,20438,242.355
551,43248,2577.510
551,43354,2909.301
552,553,49.539
553,89211,393.928
553,155325,89.056
554,38063,85.463
555,36182,2227.493
555,55580,13532.284
556,155311,571.523
557,559,362.479
558,202692,807.174
559,195559,63.942
560,558,308.024
561,562,2906.570
561,18244,668.543
562,561,2906.570
562,563,907.478
562,20438,5647.056
563,562,907.478
563,36185,9515.932
564,38051,801.601
565,137355,829.915
566,38056,89.464
567,155262,2050.001
568,8769,79.714
568,155274,1120.367
569,5887,1102.740
570,195754,282.242
571,155273,196.307
572,88761,15.609
572,155275,617.401
573,570,1056.373
574,71023,631.094
575,71021,35.249
576,183646,54.404
577,155083,141.134
577,172612,714.958
578,577,32.274
579,578,356.887
580,88700,84.916
580,90060,414.246
581,3004,48.792
582,17119,153.368
583,90119,445.983
584,17117,163.196
585,583,963.674
586,585,111.654
587,34440,160.705
588,173575,6.484
589,167848,381.574
590,588,397.549
591,589,50.239
592,590,502.123
593,36190,17893.407
593,67050,22.818
594,34441,205.178
596,34444,484.292
597,43362,16833.129
597,43363,4676.565
598,48332,333.779
599,598,56.484
600,156045,382.217
601,14704,395.643
602,90172,23.033
603,607,304.116
604,74102,4885.579
605,34452,258.540
606,25083,13586.849
606,29157,3069.592
607,59795,56.154
608,13611,24.302
608,34459,209.562
609,34458,16.712
610,39253,283.636
611,609,189.741
612,610,19.039
613,5937,23.064
614,17421,6.164
615,614,27.229
615,162028,46.239
616,13591,40.958
617,615,331.117
617,8633,46.333
618,5632,652.546
619,59815,69.961
620,619,299.489
621,10830,298.350
622,5632,45.372
622,19203,641.548
623,622,84.781
624,626,61.467
625,19201,33.083
626,59819,333.096
627,5940,109.624
628,629,501.070
629,59820,54.477
630,9635,147.919
631,10832,63.745
632,631,254.089
633,34069,260.465
634,192024,45.275
635,638,248.543
636,635,26.398
637,8058,200.865
637,34159,684.446
638,637,214.475
639,16737,77.489
640,8062,100.553
641,8061,70.348
641,19077,361.056
642,7854,78.091
643,84850,11.993
645,107409,44.220
646,77965,39.306
647,19080,152.190
648,198691,18.615
649,65259,16.191
650,131485,12.577
651,13144,45.065
652,10886,163.048
652,116359,164.426
653,121184,121.591
654,82641,51.935
655,56548,123.688
655,190124,12.868
656,62372,109.883
657,659,359.984
657,54297,4391.001
658,68341,636.098
659,657,359.984
659,64619,769.347
660,77505,750.945
661,75206,275.134
662,135855,298.400
663,135865,59.149
664,132576,85.005
665,139514,925.053
666,8100,92.687
667,49678,10.739
668,189781,84.364
669,190125,13.243
670,71800,83.909
671,7859,364.955
672,673,19.678
672,34176,62.742
673,5582,738.204
674,78272,672.834
674,78275,172.836
675,676,45.956
676,8500,657.036
677,172279,174.868
678,43369,84.669
678,43372,1189.959
679,43372,54.228
679,157242,8388.856
680,685,6783.012
680,43380,38459.250
681,13585,93.693
682,200967,86.149
683,34201,174.665
684,13589,742.382
685,680,6783.012
685,42635,1519.707
686,7849,158.481
687,168640,29.867
688,200118,1759.666
689,688,275.088
690,169561,135.295
690,174698,129.203
691,690,38.697
692,691,565.499
693,694,187.736
694,202983,4043.685
695,96036,1652.518
695,174410,945.535
696,36123,345.277
696,36124,151.480
697,42643,1483.475
697,53057,27496.922
697,197053,695.877
698,153785,255.401
699,85210,287.316
700,4332,9371.757
700,51848,43.931
701,51341,471.896
701,51342,247.972
702,154733,35.772
703,704,1516.090
703,55594,9776.154
704,703,1516.090
704,193743,1270.547
705,706,1676.350
705,55107,11913.767
706,705,1676.350
706,197816,552.957
707,8359,2091.697
707,157771,316.637
708,51128,353.702
708,95723,3836.740
709,178318,1490.174
710,153732,137.418
711,153210,1474.993
711,153525,39.345
711,153550,394.408
712,48680,987.904
713,96712,312.613
714,43936,1506.354
714,77899,792.249
715,58952,1362.734
715,169199,3558.192
716,96478,12.280
717,107064,85.089
717,169204,1431.392
717,195353,17.016
718,51057,20364.120
718,97211,522.974
719,4337,405.944
719,161026,14.003
720,42176,28710.145
720,42177,5097.757
721,18247,593.565
721,166691,4731.734
722,48981,263.195
722,67249,457.384
723,7290,2192.076
724,146770,532.011
725,8194,13245.973
725,52585,221.138
726,32225,2349.414
726,32229,1712.979
727,49034,15023.238
727,181186,17425.518
728,32224,2790.433
728,32227,83.948
729,31808,455.234
729,53712,29411.896
729,54022,12286.484
730,37614,11596.414
730,198529,26047.827
731,143812,2539.906
732,21891,1987.940
732,42139,29315.201
733,32397,4196.266
733,81001,1555.587
734,53309,3236.920
734,198510,22282.824
735,51140,17019.570
735,87972,226.073
736,22631,2907.861
736,22632,2088.254
736,22633,4541.161
736,132872,2011.293
737,43492,2335.269
737,68145,2087.115
738,25685,12.552
738,62054,1231.649
739,37635,38.522
739,37636,2018.782
740,42183,157.866
740,51263,34784.636
740,139071,12011.304
741,42183,2212.163
741,54577,5830.518
742,25690,12.528
742,25697,1369.276
743,25700,106.029
744,41265,1290.131
744,54363,2395.121
745,25704,345.902
745,25707,100.828
745,41506,8363.006
746,50979,14032.463
746,60168,4171.113
747,181666,212.169
747,181667,224.487
748,50949,237.408
748,50950,2785.862
748,80452,654.673
749,41512,29.476
749,41516,3213.573
750,41515,2383.377
750,96552,9305.963
751,20470,313.758
751,162610,8.779
752,41266,4164.206
752,41386,142.509
753,754,358.024
753,51140,15791.100
754,753,358.024
754,11493,2238.778
755,51569,4519.510
755,86421,7915.522
756,11492,288.268
756,51196,800.596
757,25878,14.092
757,25880,1151.822
758,26015,704.791
758,26016,134.828
759,26016,363.558
759,41436,6828.579
760,41436,117.119
760,56046,227.830
761,41433,33.052
762,63964,1467.969
763,21896,6725.310
763,141236,519.490
763,177527,11.960
764,143355,65.281
765,52370,895.842
765,184275,555.509
766,767,373.823
766,11374,9846.148
767,766,373.823
767,71138,5976.249
768,162510,3.175
768,162511,8.198
769,111351,421.334
770,41390,105.426
770,54345,15.348
771,98433,1306.784
772,11383,236.434
772,35819,1047.964
773,54351,1453.511
773,70962,442.248
774,140633,247.999
775,53955,4252.481
775,66505,865.659
776,27915,457.248
776,71141,2259.949
777,12585,512.608
778,50809,4889.165
778,163115,1403.750
779,71137,3226.012
779,75424,15155.597
780,60629,790.350
782,52246,854.134
782,53987,1124.577
783,21892,1133.513
783,195821,4104.462
784,50410,58.138
784,54425,379.041
785,4423,495.853
786,80662,54.852
786,81595,5872.487
786,142444,86.564
787,53041,605.814
787,54709,550.814
788,57510,3358.231
789,35938,259.589
790,81119,21.010
791,168502,357.590
791,202514,2482.235
792,63337,35.241
793,57482,59.052
794,53596,380.460
794,143479,99.080
795,36043,6724.042
795,36045,5577.356
796,43229,1190.649
796,43230,1968.271
797,39728,6766.216
797,86728,877.307
798,39681,1703.256
798,87171,173.977
799,198941,624.824
799,198954,14.853
800,39654,3909.635
800,39682,2895.905
800,50146,316.864
801,70013,1052.795
801,70016,1128.664
802,18042,2188.216
802,142801,5854.448
803,18620,209.561
803,39659,80.387
804,45060,638.466
804,62966,13330.836
805,806,1198.988
806,29930,3166.785
807,177927,2119.968
808,162579,12.217
809,100268,7.331
809,100269,383.674
810,113224,998.551
810,113316,271.409
811,19831,2195.963
811,136174,7458.684
812,75428,12646.786
812,166851,12.240
813,30021,2605.291
813,136173,1565.447
814,43243,669.680
814,43412,7735.771
815,41669,20160.339
815,112532,819.216
816,79700,2980.072
817,31196,794.413
817,63152,48.074
818,144456,254.643
818,144457,994.416
819,3212,543.344
819,3215,1752.275
820,156651,59.291
821,822,1756.412
821,116822,1193.812
822,821,1756.412
822,116830,22.474
823,67218,255.628
824,168813,4988.507
825,30864,222.271
825,145481,3383.710
826,116836,1834.422
826,116837,21.898
827,73462,6355.328
828,8444,895.406
829,85040,1101.328
829,207522,6148.627
830,30800,1447.642
830,185650,4411.779
830,206178,16.185
831,16214,1914.951
831,85039,2186.093
832,86943,23.688
833,159987,249.289
833,159991,11.714
834,44642,762.956
834,44643,1035.587
835,159986,1161.902
835,160120,7.925
837,101409,11.514
837,102867,7236.470
838,30051,61.892
838,143292,1733.812
839,72669,233.226
839,72674,12.276
840,79569,1873.677
841,27366,2930.812
841,118014,1979.391
842,103686,34.870
843,30168,58.873
844,21245,144.146
845,22047,178.998
845,34694,1865.154
846,125938,1718.044
847,101616,37.757
848,184511,88.825
849,44649,319.216
849,117289,9544.729
850,32748,212.829
851,15968,382.293
851,36260,4389.942
852,8394,15324.879
852,73871,3962.240
852,90028,726.735
853,34300,76.802
854,103526,1687.322
855,84601,69.599
856,117278,22.457
856,117280,1397.707
857,117961,40.828
857,119165,5013.616
858,27299,957.780
858,103738,326.769
859,117962,1505.832
859,119088,2054.609
860,158742,40.660
860,158761,6895.813
861,30603,5610.581
861,46160,3814.299
862,101371,18.470
863,41089,1397.507
863,100732,2557.255
864,27328,3835.098
864,104036,14576.123
865,101301,15.783
866,18603,301.564
867,117330,93.915
868,62976,551.166
868,95380,181.996
869,15934,146.239
869,15936,124.165
870,24825,1282.693
870,29128,13543.095
871,22052,685.179
871,22053,1255.270
872,25821,2277.319
872,26010,719.719
873,107152,68.881
873,107253,2599.311
874,42485,327.806
874,42500,2294.454
875,30645,2221.291
875,32817,4951.896
876,119794,54.004
876,133457,314.631
877,32202,3660.611
877,108859,3086.272
878,152391,2616.965
879,107653,13.321
879,107654,1484.799
880,71008,11.556
881,119817,253.682
881,133475,2566.075
882,30528,10291.657
882,95286,7102.620
883,27312,46.270
883,95286,251.513
884,115089,1120.378
885,50313,2899.121
885,108736,4306.487
886,31177,15891.706
886,31182,9694.794
887,29650,27033.273
887,30959,1907.439
888,23200,9831.931
888,109874,5291.006
889,30338,6098.772
889,53194,38.412
890,18274,853.433
890,23200,722.257
891,25511,871.601
891,34305,729.082
892,22743,1338.471
892,22744,1167.175
893,10506,4697.112
893,118077,3507.214
894,895,4644.140
894,90787,474.559
895,894,4644.140
895,43713,1342.112
896,47978,3036.807
896,47979,424.158
897,85419,18676.596
898,94157,2597.498
898,114509,4612.427
899,29172,7231.317
899,113896,2507.857
900,52786,12053.643
901,19279,30.810
901,113898,2605.251
902,29519,79.885
902,29520,5237.231
903,64070,8309.864
903,168843,1012.706
904,24096,2489.104
904,62999,3777.594
904,72999,641.201
905,19264,3876.799
905,19265,1544.681
906,43881,21919.054
906,72992,18152.944
907,19265,4948.927
907,19266,667.479
908,17171,647.481
908,17172,8960.234
909,19267,36.849
909,19271,3960.494
910,17171,566.349
910,50562,317.575
911,17170,242.268
911,50563,50.666
912,31173,10166.898
912,53600,19737.213
913,26007,856.326
913,29529,977.038
914,31709,304.268
914,119682,2741.514
915,19275,5619.799
915,19277,2905.274
916,59515,93.902
917,140890,436.094
918,26018,1058.337
918,31712,25555.211
919,45023,442.016
919,113101,6434.626
920,55849,1021.242
920,121350,24.834
921,21201,206.101
921,65285,7717.083
922,923,5153.629
922,49951,23.507
923,922,5153.629
923,44013,873.644
924,174415,4296.686
924,174417,1044.986
925,65926,1322.758
926,6523,1710.421
926,107491,825.681
927,3777,684.505
927,107490,7.455
927,107491,1832.523
928,937,38693.008
928,63646,5267.085
929,71272,3115.471
