u,v,w
36,51,3.000000
51,36,3.000000
37,38,1.000000
38,37,1.000000
37,52,4.000000
52,37,4.000000
38,39,2.000000
39,38,2.000000
38,53,1.000000
53,38,1.000000
39,40,4.000000
40,39,4.000000
39,54,2.000000
54,39,2.000000
40,41,1.000000
41,40,1.000000
40,55,3.000000
55,40,3.000000
41,42,5.000000
42,41,5.000000
41,56,4.000000
56,41,4.000000
42,43,3.000000
43,42,3.000000
42,57,4.000000
57,42,4.000000
43,44,1.000000
44,43,1.000000
43,58,5.000000
58,43,5.000000
44,59,5.000000
59,44,5.000000
45,46,3.000000
46,45,3.000000
45,60,2.000000
60,45,2.000000
46,47,4.000000
47,46,4.000000
46,61,5.000000
61,46,5.000000
47,48,2.000000
48,47,2.000000
47,62,2.000000
62,47,2.000000
48,49,1.000000
49,48,1.000000
48,63,2.000000
63,48,2.000000
49,50,1.000000
50,49,1.000000
49,64,3.000000
64,49,3.000000
50,51,4.000000
51,50,4.000000
50,65,5.000000
65,50,5.000000
51,52,3.000000
52,51,3.000000
51,66,1.000000
66,51,1.000000
52,53,5.000000
53,52,5.000000
52,67,5.000000
67,52,5.000000
53,54,5.000000
54,53,5.000000
53,68,1.000000
68,53,1.000000
54,55,5.000000
55,54,5.000000
54,69,2.000000
69,54,2.000000
55,56,3.000000
56,55,3.000000
55,70,1.000000
70,55,1.000000
56,57,5.000000
57,56,5.000000
56,71,1.000000
71,56,1.000000
57,58,1.000000
58,57,1.000000
57,72,2.000000
72,57,2.000000
58,59,4.000000
59,58,4.000000
58,73,5.000000
73,58,5.000000
59,74,3.000000
74,59,3.000000
60,61,4.000000
61,60,4.000000
60,75,4.000000
75,60,4.000000
61,62,4.000000
62,61,4.000000
61,76,4.000000
76,61,4.000000
62,63,2.000000
63,62,2.000000
62,77,1.000000
77,62,1.000000
63,64,3.000000
64,63,3.000000
63,78,2.000000
78,63,2.000000
64,65,1.000000
65,64,1.000000
64,79,2.000000
79,64,2.000000
65,66,5.000000
66,65,5.000000
65,80,3.000000
80,65,3.000000
66,67,5.000000
67,66,5.000000
66,81,2.000000
81,66,2.000000
67,68,1.000000
68,67,1.000000
67,82,4.000000
82,67,4.000000
68,69,2.000000
69,68,2.000000
68,83,4.000000
83,68,4.000000
69,70,2.000000
70,69,2.000000
69,84,5.000000
84,69,5.000000
70,71,5.000000
71,70,5.000000
70,85,3.000000
85,70,3.000000
71,72,3.000000
72,71,3.000000
71,86,2.000000
86,71,2.000000
72,73,3.000000
73,72,3.000000
72,87,2.000000
87,72,2.000000
73,74,1.000000
74,73,1.000000
73,88,4.000000
88,73,4.000000
74,89,2.000000
89,74,2.000000
75,76,4.000000
76,75,4.000000
75,90,1.000000
90,75,1.000000
76,77,3.000000
77,76,3.000000
76,91,1.000000
91,76,1.000000
77,78,4.000000
78,77,4.000000
77,92,1.000000
92,77,1.000000
78,79,2.000000
79,78,2.000000
78,93,2.000000
93,78,2.000000
79,80,5.000000
80,79,5.000000
79,94,2.000000
94,79,2.000000
80,81,1.000000
81,80,1.000000
80,95,2.000000
95,80,2.000000
81,82,4.000000
82,81,4.000000
81,96,3.000000
96,81,3.000000
82,83,1.000000
83,82,1.000000
82,97,3.000000
97,82,3.000000
83,84,3.000000
84,83,3.000000
83,98,5.000000
98,83,5.000000
84,85,5.000000
85,84,5.000000
84,99,1.000000
99,84,1.000000
85,86,1.000000
86,85,1.000000
85,100,5.000000
100,85,5.000000
86,87,1.000000
87,86,1.000000
86,101,4.000000
101,86,4.000000
87,88,3.000000
88,87,3.000000
87,102,3.000000
102,87,3.000000
88,89,1.000000
89,88,1.000000
88,103,3.000000
103,88,3.000000
89,104,3.000000
104,89,3.000000
90,91,1.000000
91,90,1.000000
90,105,1.000000
105,90,1.000000
91,92,4.000000
92,91,4.000000
91,106,2.000000
106,91,2.000000
92,93,5.000000
93,92,5.000000
92,107,1.000000
107,92,1.000000
93,94,5.000000
94,93,5.000000
93,108,5.000000
108,93,5.000000
94,95,3.000000
95,94,3.000000
94,109,2.000000
109,94,2.000000
95,96,3.000000
96,95,3.000000
95,110,1.000000
110,95,1.000000
96,97,5.000000
97,96,5.000000
96,111,5.000000
111,96,5.000000
97,98,4.000000
98,97,4.000000
97,112,4.000000
112,97,4.000000
98,99,2.000000
99,98,2.000000
98,113,2.000000
113,98,2.000000
99,100,2.000000
100,99,2.000000
99,114,5.000000
114,99,5.000000
100,101,2.000000
101,100,2.000000
100,115,1.000000
115,100,1.000000
101,102,1.000000
102,101,1.000000
101,116,5.000000
116,101,5.000000
102,103,3.000000
103,102,3.000000
102,117,1.000000
117,102,1.000000
103,104,1.000000
104,103,1.000000
103,118,3.000000
118,103,3.000000
104,119,2.000000
119,104,2.000000
105,106,4.000000
106,105,4.000000
105,120,3.000000
120,105,3.000000
106,107,2.000000
107,106,2.000000
106,121,5.000000
121,106,5.000000
107,108,1.000000
108,107,1.000000
107,122,1.000000
122,107,1.000000
108,109,2.000000
109,108,2.000000
108,123,4.000000
123,108,4.000000
109,110,1.000000
110,109,1.000000
109,124,3.000000
124,109,3.000000
110,111,4.000000
111,110,4.000000
110,125,4.000000
125,110,4.000000
111,112,5.000000
112,111,5.000000
111,126,5.000000
126,111,5.000000
112,113,2.000000
113,112,2.000000
112,127,2.000000
127,112,2.000000
113,114,1.000000
114,113,1.000000
113,128,3.000000
128,113,3.000000
114,115,4.000000
115,114,4.000000
114,129,3.000000
129,114,3.000000
115,116,2.000000
116,115,2.000000
115,130,5.000000
130,115,5.000000
116,117,4.000000
117,116,4.000000
116,131,4.000000
131,116,4.000000
117,118,3.000000
118,117,3.000000
117,132,5.000000
132,117,5.000000
118,119,2.000000
119,118,2.000000
118,133,2.000000
133,118,2.000000
119,134,4.000000
134,119,4.000000
120,121,5.000000
121,120,5.000000
120,135,4.000000
135,120,4.000000
121,122,5.000000
122,121,5.000000
121,136,1.000000
136,121,1.000000
122,123,2.000000
123,122,2.000000
122,137,5.000000
137,122,5.000000
123,124,3.000000
124,123,3.000000
123,138,2.000000
138,123,2.000000
124,125,2.000000
125,124,2.000000
124,139,2.000000
139,124,2.000000
125,126,5.000000
126,125,5.000000
125,140,1.000000
140,125,1.000000
126,127,1.000000
127,126,1.000000
126,141,4.000000
141,126,4.000000
127,128,2.000000
128,127,2.000000
127,142,5.000000
142,127,5.000000
128,129,3.000000
129,128,3.000000
128,143,1.000000
143,128,1.000000
129,130,2.000000
130,129,2.000000
129,144,2.000000
144,129,2.000000
130,131,5.000000
131,130,5.000000
130,145,2.000000
145,130,2.000000
131,132,2.000000
132,131,2.000000
131,146,5.000000
146,131,5.000000
132,133,2.000000
133,132,2.000000
132,147,2.000000
147,132,2.000000
133,134,5.000000
134,133,5.000000
133,148,1.000000
148,133,1.000000
134,149,1.000000
149,134,1.000000
135,136,4.000000
136,135,4.000000
135,150,5.000000
150,135,5.000000
136,137,5.000000
137,136,5.000000
136,151,4.000000
151,136,4.000000
137,138,1.000000
138,137,1.000000
137,152,2.000000
152,137,2.000000
138,139,2.000000
139,138,2.000000
138,153,4.000000
153,138,4.000000
139,140,1.000000
140,139,1.000000
139,154,4.000000
154,139,4.000000
140,141,2.000000
141,140,2.000000
140,155,5.000000
155,140,5.000000
141,142,4.000000
142,141,4.000000
141,156,4.000000
156,141,4.000000
142,143,5.000000
143,142,5.000000
142,157,1.000000
157,142,1.000000
143,144,5.000000
144,143,5.000000
143,158,3.000000
158,143,3.000000
144,145,1.000000
145,144,1.000000
144,159,5.000000
159,144,5.000000
145,146,4.000000
146,145,4.000000
145,160,5.000000
160,145,5.000000
146,147,1.000000
147,146,1.000000
146,161,4.000000
161,146,4.000000
147,148,1.000000
148,147,1.000000
147,162,4.000000
162,147,4.000000
148,149,4.000000
149,148,4.000000
148,163,2.000000
163,148,2.000000
149,164,4.000000
164,149,4.000000
150,151,1.000000
151,150,1.000000
150,165,4.000000
165,150,4.000000
151,152,1.000000
152,151,1.000000
151,166,2.000000
166,151,2.000000
152,153,2.000000
153,152,2.000000
152,167,4.000000
167,152,4.000000
153,154,4.000000
154,153,4.000000
153,168,3.000000
168,153,3.000000
154,155,2.000000
155,154,2.000000
154,169,5.000000
169,154,5.000000
155,156,2.000000
156,155,2.000000
155,170,2.000000
170,155,2.000000
156,157,2.000000
157,156,2.000000
156,171,3.000000
171,156,3.000000
157,158,1.000000
158,157,1.000000
157,172,2.000000
172,157,2.000000
158,159,2.000000
159,158,2.000000
158,173,1.000000
173,158,1.000000
159,160,2.000000
160,159,2.000000
159,174,5.000000
174,159,5.000000
160,161,5.000000
161,160,5.000000
160,175,4.000000
175,160,4.000000
161,162,1.000000
162,161,1.000000
161,176,5.000000
176,161,5.000000
162,163,3.000000
163,162,3.000000
162,177,5.000000
177,162,5.000000
163,164,5.000000
164,163,5.000000
163,178,1.000000
178,163,1.000000
164,179,3.000000
179,164,3.000000
165,166,3.000000
166,165,3.000000
165,180,3.000000
180,165,3.000000
166,167,3.000000
167,166,3.000000
166,181,1.000000
181,166,1.000000
167,168,4.000000
168,167,4.000000
167,182,2.000000
182,167,2.000000
168,169,1.000000
169,168,1.000000
168,183,5.000000
183,168,5.000000
169,170,3.000000
170,169,3.000000
169,184,4.000000
184,169,4.000000
170,171,1.000000
171,170,1.000000
170,185,5.000000
185,170,5.000000
171,172,3.000000
172,171,3.000000
171,186,5.000000
186,171,5.000000
172,173,4.000000
173,172,4.000000
172,187,1.000000
187,172,1.000000
173,174,3.000000
174,173,3.000000
173,188,1.000000
188,173,1.000000
174,175,4.000000
175,174,4.000000
174,189,1.000000
189,174,1.000000
175,176,3.000000
176,175,3.000000
175,190,1.000000
190,175,1.000000
176,177,3.000000
177,176,3.000000
176,191,4.000000
191,176,4.000000
177,178,4.000000
178,177,4.000000
177,192,2.000000
192,177,2.000000
178,179,4.000000
179,178,4.000000
178,193,5.000000
193,178,5.000000
179,194,1.000000
194,179,1.000000
180,181,3.000000
181,180,3.000000
180,195,2.000000
195,180,2.000000
181,182,4.000000
182,181,4.000000
181,196,4.000000
196,181,4.000000
182,183,1.000000
183,182,1.000000
182,197,1.000000
197,182,1.000000
183,184,5.000000
184,183,5.000000
183,198,1.000000
198,183,1.000000
184,185,5.000000
185,184,5.000000
184,199,1.000000
199,184,1.000000
185,186,1.000000
186,185,1.000000
185,200,4.000000
200,185,4.000000
186,187,2.000000
187,186,2.000000
186,201,3.000000
201,186,3.000000
187,188,5.000000
188,187,5.000000
187,202,3.000000
202,187,3.000000
188,189,5.000000
189,188,5.000000
188,203,5.000000
203,188,5.000000
189,190,4.000000
190,189,4.000000
189,204,2.000000
204,189,2.000000
190,191,5.000000
191,190,5.000000
190,205,5.000000
205,190,5.000000
191,192,2.000000
192,191,2.000000
191,206,3.000000
206,191,3.000000
192,193,3.000000
193,192,3.000000
192,207,3.000000
207,192,3.000000
193,194,3.000000
194,193,3.000000
193,208,5.000000
208,193,5.000000
194,209,5.000000
209,194,5.000000
195,196,3.000000
196,195,3.000000
195,210,5.000000
210,195,5.000000
196,197,5.000000
197,196,5.000000
196,211,1.000000
211,196,1.000000
197,198,4.000000
198,197,4.000000
197,212,3.000000
212,197,3.000000
198,199,1.000000
199,198,1.000000
198,213,3.000000
213,198,3.000000
199,200,2.000000
200,199,2.000000
199,214,3.000000
214,199,3.000000
200,201,2.000000
201,200,2.000000
200,215,3.000000
215,200,3.000000
201,202,2.000000
202,201,2.000000
201,216,1.000000
216,201,1.000000
202,203,1.000000
203,202,1.000000
202,217,5.000000
217,202,5.000000
203,204,2.000000
204,203,2.000000
203,218,3.000000
218,203,3.000000
204,205,2.000000
205,204,2.000000
204,219,2.000000
219,204,2.000000
205,206,1.000000
206,205,1.000000
205,220,5.000000
220,205,5.000000
206,207,3.000000
207,206,3.000000
206,221,5.000000
221,206,5.000000
207,208,2.000000
208,207,2.000000
207,222,4.000000
222,207,4.000000
208,209,3.000000
209,208,3.000000
208,223,5.000000
223,208,5.000000
209,224,5.000000
224,209,5.000000
210,211,4.000000
211,210,4.000000
211,212,2.000000
212,211,2.000000
212,213,5.000000
213,212,5.000000
213,214,1.000000
214,213,1.000000
214,215,1.000000
215,214,1.000000
215,216,5.000000
216,215,5.000000
216,217,2.000000
217,216,2.000000
217,218,1.000000
218,217,1.000000
218,219,5.000000
219,218,5.000000
219,220,3.000000
220,219,3.000000
220,221,1.000000
221,220,1.000000
221,222,3.000000
222,221,3.000000
222,223,5.000000
223,222,5.000000
223,224,1.000000
224,223,1.000000
