id,name,system,city,lat,lon
50,Stadium,Ahmedabad Metro,Ahmedabad,23.039863,72.561639
51,Tapovan Circle,Ahmedabad Metro,Ahmedabad,23.120126,72.615799
52,Thaltej,Ahmedabad Metro,Ahmedabad,23.049766,72.516004
53,Thaltej Gam,Ahmedabad Metro,Ahmedabad,23.050207,72.507013
54,Usmanpura,Ahmedabad Metro,Ahmedabad,23.045923,72.564961
55,Vadaj,Ahmedabad Metro,Ahmedabad,23.067671,72.565891
56,Vastral,Ahmedabad Metro,Ahmedabad,23.003514,72.647708
57,Vastral Gam,Ahmedabad Metro,Ahmedabad,22.997172,72.667471
58,Vijay Nagar,Ahmedabad Metro,Ahmedabad,23.056443,72.562292
59,Vishwakarma College,Ahmedabad Metro,Ahmedabad,23.114198,72.608385
60,Attiguppe,Namma Metro,Bengaluru,12.961866,77.533572
61,BTM Layout,Namma Metro,Bengaluru,12.916586,77.608127
62,Baiyappanahalli,Namma Metro,Bengaluru,12.990694,77.652383
63,Banashankari,Namma Metro,Bengaluru,12.915221,77.573600
64,Benniganahalli,Namma Metro,Bengaluru,12.996516,77.668468
65,Beratena Agrahara,Namma Metro,Bengaluru,12.863898,77.657889
66,Biocon Hebbagodi,Namma Metro,Bengaluru,12.829015,77.681390
67,Bommanahalli,Namma Metro,Bengaluru,12.910750,77.626415
68,Central Silk Board,Namma Metro,Bengaluru,12.916568,77.620571
69,Challaghatta,Namma Metro,Bengaluru,12.897310,77.461233
70,Chickpete,Namma Metro,Bengaluru,12.966924,77.574553
71,Chikkabidarakallu,Namma Metro,Bengaluru,13.052363,77.487916
72,Cubbon Park,Namma Metro,Bengaluru,12.980937,77.597569
73,Dasarahalli,Namma Metro,Bengaluru,13.043258,77.512549
74,Deepanjali Nagar,Namma Metro,Bengaluru,12.952040,77.537018
75,Delta Electronics Bommasandra,Namma Metro,Bengaluru,12.819422,77.688326
76,Doddakallasandra,Namma Metro,Bengaluru,12.884655,77.552765
77,"Dr. B. R. Ambedkar Station, Vidhana Soudha",Namma Metro,Bengaluru,12.978484,77.591470
78,Electronic City,Namma Metro,Bengaluru,12.856539,77.663487
79,Garudacharpalya,Namma Metro,Bengaluru,12.993428,77.703705
80,Goraguntepalya,Namma Metro,Bengaluru,13.028430,77.540815
81,Halasuru,Namma Metro,Bengaluru,12.976504,77.626686
82,Hongasandra,Namma Metro,Bengaluru,12.901728,77.631970
83,Hoodi,Namma Metro,Bengaluru,12.988839,77.711386
84,Hopefarm Channasandra,Namma Metro,Bengaluru,12.987371,77.753915
85,Hosa Road,Namma Metro,Bengaluru,12.870742,77.652447
86,Huskur Road,Namma Metro,Bengaluru,12.839074,77.677435
87,Indiranagar,Namma Metro,Bengaluru,12.978330,77.638659
88,Infosys Foundation Konappana Agrahara,Namma Metro,Bengaluru,12.846444,77.671185
89,Jalahalli,Namma Metro,Bengaluru,13.039409,77.519742
90,Jaya Prakash Nagar,Namma Metro,Bengaluru,12.907479,77.573129
91,Jayadeva Hospital,Namma Metro,Bengaluru,12.916746,77.600086
92,Jayanagar,Namma Metro,Bengaluru,12.929507,77.580144
93,Jnanabharathi,Namma Metro,Bengaluru,12.935426,77.512411
94,Kadugodi Tree Park,Namma Metro,Bengaluru,12.985637,77.747054
95,Kengeri,Namma Metro,Bengaluru,12.907913,77.476581
96,Kengeri Bus Terminal,Namma Metro,Bengaluru,12.914688,77.487855
97,Konanakunte Cross,Namma Metro,Bengaluru,12.888965,77.562679
98,Krantivira Sangolli Rayanna Railway Station,Namma Metro,Bengaluru,12.975880,77.565377
99,Krishna Rajendra Market,Namma Metro,Bengaluru,12.960893,77.574661
100,Krishnarajapura,Namma Metro,Bengaluru,12.999912,77.677876
101,Kudlu Gate,Namma Metro,Bengaluru,12.889940,77.639209
102,Kundalahalli,Namma Metro,Bengaluru,12.977577,77.715572
103,Lalbagh,Namma Metro,Bengaluru,12.946534,77.580017
104,Madavara,Namma Metro,Bengaluru,13.057418,77.472805
105,Magadi Road,Namma Metro,Bengaluru,12.975630,77.555356
106,Mahakavi Kuvempu Road,Namma Metro,Bengaluru,12.998497,77.556877
107,Mahalakshmi,Namma Metro,Bengaluru,13.008074,77.548804
108,Mahatma Gandhi Road,Namma Metro,Bengaluru,12.975529,77.606781
109,Manjunathanagara,Namma Metro,Bengaluru,13.050090,77.494447
110,Mantri Square Sampige Road,Namma Metro,Bengaluru,12.990452,77.570727
111,Mysore Road,Namma Metro,Bengaluru,12.946682,77.530080
112,"Nadaprabhu Kempegowda Station, Majestic (Green Line)",Namma Metro,Bengaluru,12.975510,77.572953
113,"Nadaprabhu Kempegowda Station, Majestic (Purple Line)",Namma Metro,Bengaluru,12.975711,77.572947
114,Nagasandra,Namma Metro,Bengaluru,13.047958,77.500141
115,Nallurahalli,Namma Metro,Bengaluru,12.976594,77.724848
116,National College,Namma Metro,Bengaluru,12.950526,77.573691
117,Pantharapalya - Nayandahalli,Namma Metro,Bengaluru,12.941672,77.525116
118,Pattanagere,Namma Metro,Bengaluru,12.924252,77.498355
119,Pattandur Agrahara,Namma Metro,Bengaluru,12.987615,77.737800
120,Peenya,Namma Metro,Bengaluru,13.033016,77.533202
121,Peenya Industry,Namma Metro,Bengaluru,13.036307,77.525507
122,Ragigudda,Namma Metro,Bengaluru,12.917082,77.588241
123,Rajajinagar,Namma Metro,Bengaluru,13.000530,77.549658
124,Rajarajeshwari Nagar,Namma Metro,Bengaluru,12.936655,77.519663
125,Rashtreeya Vidyalaya Road,Namma Metro,Bengaluru,12.921304,77.580209
126,Sandal Soap Factory,Namma Metro,Bengaluru,13.014718,77.554010
127,Seetharampalya,Namma Metro,Bengaluru,12.980950,77.708754
128,Silk Institute,Namma Metro,Bengaluru,12.861679,77.529931
129,Singasandra,Namma Metro,Bengaluru,12.880805,77.644860
130,Singayyanapalya,Namma Metro,Bengaluru,12.996575,77.692596
131,"Sir M. Visvesvaraya Stn., Central College",Namma Metro,Bengaluru,12.974521,77.584221
132,South End Circle,Namma Metro,Bengaluru,12.938262,77.580056
133,"Sri Balagangadharanatha Swamiji Stn., Hosahalli",Namma Metro,Bengaluru,12.974196,77.545619
134,Sri Sathya Sai Hospital,Namma Metro,Bengaluru,12.981225,77.727579
135,Srirampura,Namma Metro,Bengaluru,12.996518,77.563305
136,Swami Vivekananda Road,Namma Metro,Bengaluru,12.985934,77.644899
137,Thalaghattapura,Namma Metro,Bengaluru,12.871408,77.538391
138,Trinity,Namma Metro,Bengaluru,12.973017,77.617018
139,Vajarahalli,Namma Metro,Bengaluru,12.877530,77.544776
140,Vijayanagar,Namma Metro,Bengaluru,12.970954,77.537385
141,Vijayanagara,Namma Metro,Bengaluru,12.970939,77.537429
142,Whitefield (Kadugodi),Namma Metro,Bengaluru,12.995577,77.757899
143,Yelachenahalli,Namma Metro,Bengaluru,12.896051,77.570119
144,Yeshwantpur,Namma Metro,Bengaluru,13.023333,77.549727
145,AIIMS,Bhopal Metro,Bhopal,23.209844,77.456048
146,Alkapuri,Bhopal Metro,Bhopal,23.216485,77.451039
147,Board Office Chauraha,Bhopal Metro,Bhopal,23.232464,77.431667
148,DRM Office,Bhopal Metro,Bhopal,23.216156,77.443272
149,Kendriya Vidyalaya,Bhopal Metro,Bhopal,23.240244,77.431583
150,MP Nagar,Bhopal Metro,Bhopal,23.227652,77.435203
151,Rani Kamalapati Railway Station,Bhopal Metro,Bhopal,23.221272,77.438349
152,Subhash Nagar,Bhopal Metro,Bhopal,23.247798,77.429998
153,Alapakkam Metro,Chennai Metro,Chennai,13.038181,80.163590
154,Alwarthirunagar Metro,Chennai Metro,Chennai,13.046288,80.188690
155,Anna Nagar East,Chennai Metro,Chennai,13.084608,80.219488
156,Anna Nagar Tower,Chennai Metro,Chennai,13.084984,80.208893
157,Central Metro,Chennai Metro,Chennai,13.081728,80.273916
158,Egmore Metro,Chennai Metro,Chennai,13.080280,80.263056
159,High Court,Chennai Metro,Chennai,13.087211,80.284967
160,Iyappanthangal Metro,Chennai Metro,Chennai,13.038183,80.134988
161,Karambakkam Metro,Chennai Metro,Chennai,13.039565,80.170238
162,Karayanchavadi Metro,Chennai Metro,Chennai,13.046711,80.110905
163,Kattupakkam,Chennai Metro,Chennai,13.041979,80.125382
164,Kilpauk,Chennai Metro,Chennai,13.077638,80.242621
165,Koyambedu Market,Chennai Metro,Chennai,13.064991,80.198189
166,Kumananchavadi Metro,Chennai Metro,Chennai,13.044683,80.118909
167,Madhavaram Depot,Chennai Metro,Chennai,13.155758,80.238664
168,Mannadi,Chennai Metro,Chennai,13.095364,80.286119
169,Nanganallur Road,Chennai Metro,Chennai,12.999861,80.193989
170,Natesan Nagar,Chennai Metro,Chennai,13.058362,80.194746
171,Nehru Park,Chennai Metro,Chennai,13.078783,80.250473
172,Pachaiyappa's College,Chennai Metro,Chennai,13.075550,80.232864
173,Poonamallee Bus Stand Metro,Chennai Metro,Chennai,13.050922,80.094923
174,Poonamallee Bypass,Chennai Metro,Chennai,13.047900,80.081565
175,Poonamallee Government Hospital Metro,Chennai Metro,Chennai,13.049712,80.101998
176,Porur Bypass,Chennai Metro,Chennai,13.036226,80.149971
177,Porur Junction,Chennai Metro,Chennai,13.035861,80.156761
178,Saligramam Metro,Chennai Metro,Chennai,13.048330,80.205241
179,Shenoy Nagar,Chennai Metro,Chennai,13.078798,80.225133
180,Sir Theagaraya College,Chennai Metro,Chennai,13.115761,80.284733
181,Thelliyaragaram,Chennai Metro,Chennai,13.036864,80.141862
182,Thirumangalam,Chennai Metro,Chennai,13.085245,80.201589
183,Vadapalani,Chennai Metro,Chennai,13.049854,80.211547
184,Valasaravakkam Metro,Chennai Metro,Chennai,13.042217,80.180389
185,Virugambakkam North,Chennai Metro,Chennai,13.051015,80.192062
186,Virugambakkam South Metro,Chennai Metro,Chennai,13.047462,80.196557
187,Wimco Nagar,Chennai Metro,Chennai,13.179290,80.307343
188,அசோக் நகர்,Chennai Metro,Chennai,13.035526,80.211199
189,அரசினர் தோட்டம்,Chennai Metro,Chennai,13.069664,80.273057
190,அரும்பாக்கம்,Chennai Metro,Chennai,13.061665,80.211654
191,ஆயிரம் விளக்கு,Chennai Metro,Chennai,13.058601,80.258762
192,ஆலந்தூர்,Chennai Metro,Chennai,13.004220,80.201540
193,ஈக்காட்டுத்தாங்கல்,Chennai Metro,Chennai,13.016952,80.205434
194,எல் ஐ சி,Chennai Metro,Chennai,13.064374,80.265846
195,ஏ ஜி டி.எம்.எஸ்,Chennai Metro,Chennai,13.045866,80.248280
196,காலடிபேட்டை,Chennai Metro,Chennai,13.150665,80.299391
197,கிண்டி,Chennai Metro,Chennai,13.009263,80.213084
198,கோயம்பேடு,Chennai Metro,Chennai,13.073445,80.194871
199,சின்னமலை,Chennai Metro,Chennai,13.014650,80.224140
200,சுங்கச்சாவடி,Chennai Metro,Chennai,13.143134,80.296329
201,சென்னை புறநகர் பேருந்து நிலையம்,Chennai Metro,Chennai,13.068533,80.203938
202,சென்னை விமான நிலையம்,Chennai Metro,Chennai,12.980795,80.164171
203,சைதாப்பேட்டை,Chennai Metro,Chennai,13.023957,80.228077
204,திருவொற்றியூர்,Chennai Metro,Chennai,13.171801,80.305270
205,திருவொற்றியூர் தேரடி,Chennai Metro,Chennai,13.160278,80.302455
206,தேனாம்பேட்டை,Chennai Metro,Chennai,13.036816,80.246424
207,தொண்டையார்பேட்டை,Chennai Metro,Chennai,13.124523,80.288858
208,நந்தனம்,Chennai Metro,Chennai,13.031702,80.241183
209,பரங்கிமலை,Chennai Metro,Chennai,12.995039,80.198372
210,புது வண்ணாரப்பேட்டை,Chennai Metro,Chennai,13.134518,80.292999
211,மீனம்பாக்கம்,Chennai Metro,Chennai,12.987655,80.176454
212,வடபழநி,Chennai Metro,Chennai,13.050930,80.212066
213,வண்ணாரப்பேட்டை,Chennai Metro,Chennai,13.107965,80.280984
214,விம்கோ நகர் டிப்போ,Chennai Metro,Chennai,13.183953,80.309040
215,A.I.I.M.S.,Delhi Metro,Delhi,28.566861,77.207803
216,Adarsh Nagar,Delhi Metro,Delhi,28.716582,77.170423
217,Akshardham,Delhi Metro,Delhi,28.617885,77.279545
218,Anand Vihar (Blue Line),Delhi Metro,Delhi,28.646866,77.316043
219,Anand Vihar (Pink Line),Delhi Metro,Delhi,28.646687,77.315391
220,Arjan Garh,Delhi Metro,Delhi,28.480737,77.125765
221,Arthala,Delhi Metro,Delhi,28.676997,77.391888
222,Ashok Park Main,Delhi Metro,Delhi,28.671577,77.155289
223,Ashram,Delhi Metro,Delhi,28.572312,77.258473
224,Azadpur (Pink Line),Delhi Metro,Delhi,28.705797,77.181969
225,Azadpur (Yellow Line),Delhi Metro,Delhi,28.707044,77.180372
226,Badarpur,Delhi Metro,Delhi,28.493165,77.302996
227,Badhkal Mor,Delhi Metro,Delhi,28.422713,77.310349
228,Bahadurgarh City,Delhi Metro,Delhi,28.690687,76.935444
229,Barakhambha Road,Delhi Metro,Delhi,28.629770,77.225009
230,Bata Chowk,Delhi Metro,Delhi,28.385834,77.313434
231,Bhajanpura,Delhi Metro,Delhi,28.703598,77.262645
232,Bhalaswa,Delhi Metro,Delhi,28.736919,77.168071
233,Bhikaji Cama Place,Delhi Metro,Delhi,28.570260,77.187866
234,Botanical Garden,Delhi Metro,Delhi,28.563919,77.334112
235,Brigadier Hoshiyar Singh,Delhi Metro,Delhi,28.697368,76.919162
236,Burari,Delhi Metro,Delhi,28.729829,77.199574
237,Central Secretariat,Delhi Metro,Delhi,28.615877,77.212325
238,Chandni Chowk,Delhi Metro,Delhi,28.658422,77.230336
239,Chawri Bazaar,Delhi Metro,Delhi,28.649264,77.226516
240,Chhatarpur,Delhi Metro,Delhi,28.506764,77.174919
241,Chirag Delhi,Delhi Metro,Delhi,28.541114,77.230294
242,Civil Lines,Delhi Metro,Delhi,28.676850,77.225027
243,Dabri Mor - Janakpuri South,Delhi Metro,Delhi,28.615748,77.085202
244,Dashrath Puri,Delhi Metro,Delhi,28.601871,77.082381
245,Deepali Chowk,Delhi Metro,Delhi,28.698094,77.118277
246,Delhi Aerocity,Delhi Metro,Delhi,28.548780,77.120807
247,Delhi Cantt,Delhi Metro,Delhi,28.608621,77.140412
248,Delhi Gate,Delhi Metro,Delhi,28.639215,77.240782
249,Dhansa Bus Stand,Delhi Metro,Delhi,28.611909,76.978548
250,Dhaula Kuan,Delhi Metro,Delhi,28.591896,77.161693
251,Dilli Haat - INA,Delhi Metro,Delhi,28.573906,77.208445
252,Dilshad Garden,Delhi Metro,Delhi,28.675855,77.321514
253,Durgabai Deshmukh South Campus,Delhi Metro,Delhi,28.589291,77.169457
254,Dwarka - Kakrola (Blue Line),Delhi Metro,Delhi,28.614937,77.022763
255,Dwarka - Kakrola (Grey Line),Delhi Metro,Delhi,28.615911,77.022396
256,Dwarka Mor,Delhi Metro,Delhi,28.619312,77.033280
257,Dwarka Sector 10,Delhi Metro,Delhi,28.581057,77.057500
258,Dwarka Sector 11,Delhi Metro,Delhi,28.586445,77.049441
259,Dwarka Sector 12,Delhi Metro,Delhi,28.592235,77.040732
260,Dwarka Sector 13,Delhi Metro,Delhi,28.597009,77.033541
261,Dwarka Sector 14,Delhi Metro,Delhi,28.602219,77.025977
262,Dwarka Sector 21,Delhi Metro,Delhi,28.551912,77.058556
263,Dwarka Sector 8,Delhi Metro,Delhi,28.565610,77.067038
264,Dwarka Sector 9,Delhi Metro,Delhi,28.574272,77.065330
265,ESI - Basaidarapur,Delhi Metro,Delhi,28.658065,77.127260
266,East Azad Nagar,Delhi Metro,Delhi,28.664676,77.284842
267,East Vinod Nagar - Mayur Vihar - II,Delhi Metro,Delhi,28.620083,77.305418
268,Escorts Mujesar,Delhi Metro,Delhi,28.370233,77.314892
269,GTB Nagar,Delhi Metro,Delhi,28.698131,77.206411
270,Ghevra,Delhi Metro,Delhi,28.685263,76.996126
271,Ghitorni,Delhi Metro,Delhi,28.493752,77.149184
272,Gokulpuri,Delhi Metro,Delhi,28.702438,77.286101
273,Govind Puri,Delhi Metro,Delhi,28.544368,77.264239
274,Greater Kailash,Delhi Metro,Delhi,28.541896,77.238450
275,Green Park,Delhi Metro,Delhi,28.558007,77.206791
276,Guru Dronacharya,Delhi Metro,Delhi,28.482024,77.102268
277,Haiderpur Badli Mor,Delhi Metro,Delhi,28.729807,77.148887
278,Haiderpur Village,Delhi Metro,Delhi,28.724881,77.142437
279,Harkesh Nagar Okhla,Delhi Metro,Delhi,28.543260,77.275683
280,Hauz Khas (Magenta Line),Delhi Metro,Delhi,28.543373,77.205023
281,Hauz Khas (Yellow Line),Delhi Metro,Delhi,28.544260,77.206710
282,Hindon River,Delhi Metro,Delhi,28.673428,77.406537
283,IFFCO Chowk,Delhi Metro,Delhi,28.472327,77.072421
284,IGI Airport,Delhi Metro,Delhi,28.556457,77.086717
285,IIT Delhi,Delhi Metro,Delhi,28.547024,77.194523
286,IP Extension,Delhi Metro,Delhi,28.631891,77.310730
287,ITO,Delhi Metro,Delhi,28.628193,77.241045
288,Inderlok,Delhi Metro,Delhi,28.672654,77.169115
289,Inderlok (Red Line),Delhi Metro,Delhi,28.673589,77.170347
290,Indraprastha,Delhi Metro,Delhi,28.620603,77.249551
291,Jaffrabad,Delhi Metro,Delhi,28.682720,77.274839
292,Jagatpur - Wazirabad,Delhi Metro,Delhi,28.721150,77.223935
293,Jahangirpuri,Delhi Metro,Delhi,28.725973,77.162657
294,Jama Masjid,Delhi Metro,Delhi,28.650031,77.237662
295,Jamia Millia Islamia,Delhi Metro,Delhi,28.563051,77.286339
296,Janakpuri East,Delhi Metro,Delhi,28.633008,77.086718
297,Janakpuri West,Delhi Metro,Delhi,28.629272,77.078016
298,Jangpura,Delhi Metro,Delhi,28.583039,77.239317
299,Janpath,Delhi Metro,Delhi,28.624049,77.219259
300,Jasola Apollo,Delhi Metro,Delhi,28.538416,77.283017
301,Jasola Vihar Shaheen Bagh,Delhi Metro,Delhi,28.545829,77.296658
302,Jawaharlal Nehru Stadium,Delhi Metro,Delhi,28.588239,77.233782
303,Jhandewalan,Delhi Metro,Delhi,28.644318,77.199916
304,Jharoda Majra,Delhi Metro,Delhi,28.724883,77.213678
305,Jhilmil,Delhi Metro,Delhi,28.675720,77.312395
306,Johri Enclave,Delhi Metro,Delhi,28.712879,77.290122
307,Jor Bagh,Delhi Metro,Delhi,28.586596,77.212533
308,Kailash Colony,Delhi Metro,Delhi,28.555327,77.241964
309,Kalindi Kunj,Delhi Metro,Delhi,28.542914,77.310113
310,Kalkaji Mandir,Delhi Metro,Delhi,28.549850,77.257944
311,Kanhaiya Nagar,Delhi Metro,Delhi,28.682408,77.164775
312,Karkarduma (Blue Line),Delhi Metro,Delhi,28.648409,77.305535
313,Karkarduma (Pink Line),Delhi Metro,Delhi,28.649284,77.306110
314,Karkarduma Court,Delhi Metro,Delhi,28.653616,77.295795
315,Karol Bagh,Delhi Metro,Delhi,28.644011,77.188524
316,Kashmere Gate,Delhi Metro,Delhi,28.667878,77.228163
317,Kaushambi,Delhi Metro,Delhi,28.645387,77.324340
318,Keshav Puram,Delhi Metro,Delhi,28.688926,77.161683
319,Khajuri Khas,Delhi Metro,Delhi,28.705184,77.254473
320,Khan Market,Delhi Metro,Delhi,28.602244,77.229125
321,Kirti Nagar,Delhi Metro,Delhi,28.654543,77.151357
322,Kirti Nagar (Blue Line),Delhi Metro,Delhi,28.655746,77.150664
323,Kohat Enclave,Delhi Metro,Delhi,28.698041,77.140539
324,Krishna Nagar,Delhi Metro,Delhi,28.657785,77.290145
325,Krishna Park Extension,Delhi Metro,Delhi,28.647790,77.084346
326,Lajpat Nagar (Pink Line),Delhi Metro,Delhi,28.569512,77.238573
327,Lajpat Nagar (Violet Line),Delhi Metro,Delhi,28.570581,77.236392
328,Lal Quila,Delhi Metro,Delhi,28.657477,77.236625
329,Laxmi Nagar,Delhi Metro,Delhi,28.630594,77.277526
330,Lok Kalyan Marg,Delhi Metro,Delhi,28.597350,77.211097
331,M G Road,Delhi Metro,Delhi,28.479556,77.079889
332,Madhuban Chowk,Delhi Metro,Delhi,28.703468,77.130798
333,Madipur,Delhi Metro,Delhi,28.676434,77.119350
334,Majlis Park,Delhi Metro,Delhi,28.724349,77.181801
335,Malviya Nagar,Delhi Metro,Delhi,28.529062,77.204825
336,Mandawali - West Vinod Nagar,Delhi Metro,Delhi,28.624990,77.304467
337,Mandi House,Delhi Metro,Delhi,28.625565,77.234195
338,Mansarovar Park,Delhi Metro,Delhi,28.675385,77.300869
339,Maujpur-Babarpur,Delhi Metro,Delhi,28.692127,77.279589
340,Mayapuri,Delhi Metro,Delhi,28.637174,77.129735
341,Mayur Vihar - I (Blue Line),Delhi Metro,Delhi,28.604071,77.289582
342,Mayur Vihar - I (Pink Line),Delhi Metro,Delhi,28.603655,77.290971
343,Mayur Vihar Extension,Delhi Metro,Delhi,28.594487,77.294488
344,Mewala Maharajpur,Delhi Metro,Delhi,28.448618,77.308067
345,Millennium City Centre Gurugram,Delhi Metro,Delhi,28.459348,77.072662
346,Model Town,Delhi Metro,Delhi,28.702715,77.193994
347,Mohan Estate,Delhi Metro,Delhi,28.519716,77.294457
348,Mohan Nagar,Delhi Metro,Delhi,28.678533,77.383899
349,Moolchand,Delhi Metro,Delhi,28.564405,77.234256
350,Moti Nagar,Delhi Metro,Delhi,28.657860,77.142431
351,Mundka,Delhi Metro,Delhi,28.682371,77.030572
352,Mundka Industrial Area,Delhi Metro,Delhi,28.683369,77.017115
353,Munirka,Delhi Metro,Delhi,28.556898,77.175058
354,N.H.P.C. Chowk,Delhi Metro,Delhi,28.457777,77.307365
355,Najafgarh,Delhi Metro,Delhi,28.612453,76.986561
356,Nanaksar - Sonia Vihar,Delhi Metro,Delhi,28.708695,77.242503
357,Nangli,Delhi Metro,Delhi,28.617300,77.010441
358,Nangloi,Delhi Metro,Delhi,28.682363,77.064727
359,Nangloi Railway Station,Delhi Metro,Delhi,28.682160,77.056237
360,Naraina Vihar,Delhi Metro,Delhi,28.624385,77.136446
361,Nawada,Delhi Metro,Delhi,28.620277,77.045081
362,Neelam Chowk Ajronda,Delhi Metro,Delhi,28.397488,77.312405
363,Nehru Enclave,Delhi Metro,Delhi,28.546057,77.251506
364,Nehru Place,Delhi Metro,Delhi,28.551416,77.251739
365,Netaji Subhash Place,Delhi Metro,Delhi,28.696049,77.152484
366,Netaji Subhash Place (Pink Line),Delhi Metro,Delhi,28.694713,77.154269
367,New Ashok Nagar,Delhi Metro,Delhi,28.589131,77.301591
368,New Delhi,Delhi Metro,Delhi,28.643481,77.222742
369,New Delhi Airport Express Terminal,Delhi Metro,Delhi,28.642480,77.223114
370,Nirman Vihar,Delhi Metro,Delhi,28.636535,77.286764
371,Noida City Centre,Delhi Metro,Delhi,28.574811,77.356229
372,Noida Electronic City,Delhi Metro,Delhi,28.628261,77.375070
373,Noida Golf Course,Delhi Metro,Delhi,28.567450,77.346388
374,Noida Sector 15,Delhi Metro,Delhi,28.584943,77.311708
375,Noida Sector 16,Delhi Metro,Delhi,28.578127,77.317853
376,Noida Sector 18,Delhi Metro,Delhi,28.570807,77.326160
377,Noida Sector 34,Delhi Metro,Delhi,28.580251,77.363501
378,Noida Sector 52,Delhi Metro,Delhi,28.586758,77.372788
379,Noida Sector 59,Delhi Metro,Delhi,28.606527,77.372682
380,Noida Sector 61,Delhi Metro,Delhi,28.597583,77.372270
381,Noida Sector 62,Delhi Metro,Delhi,28.616985,77.373589
382,North Pitampura - Prashant Vihar,Delhi Metro,Delhi,28.713082,77.138672
383,Okhla Bird Sanctuary,Delhi Metro,Delhi,28.552942,77.321597
384,Okhla NSIC,Delhi Metro,Delhi,28.554468,77.264813
385,Okhla Vihar,Delhi Metro,Delhi,28.561301,77.291874
386,Old Faridabad,Delhi Metro,Delhi,28.410796,77.311440
387,Palam,Delhi Metro,Delhi,28.588922,77.083071
388,Panchsheel Park,Delhi Metro,Delhi,28.542375,77.221094
389,Pandit Shree Ram Sharma,Delhi Metro,Delhi,28.689225,76.951164
