u,v,metres
76,81,58.87
76,884,205.59
76,6910,89.70
77,56,179.78
77,85,146.28
77,30608,264.85
78,30616,9.11
78,30619,255.72
79,43,21.15
79,73,191.46
79,31783,299.52
80,95,39.26
81,76,58.87
81,30757,39.43
81,30761,48.00
82,7315,154.96
82,30595,0.99
83,56,312.89
83,30799,99.71
83,30801,166.80
83,31690,559.18
84,31638,8.25
85,56,263.86
85,77,146.28
85,31690,171.69
86,30578,2.44
87,186,7.52
88,7327,159.19
88,7328,45.37
88,31763,31.28
89,38,9.21
89,7030,126.65
90,30589,388.25
90,30883,13.66
90,30889,8.33
91,31351,6.06
92,30795,3.18
92,30797,136.24
93,7350,36.18
93,7351,71.72
93,22837,36.18
94,44,216.37
94,30615,8.95
95,8,14.49
95,7321,71.42
96,6493,39.00
96,18981,35.29
97,6320,1753.67
97,10989,111.41
97,10992,17.04
98,5496,59.50
98,15571,8.15
99,1267,7.71
99,3094,71.04
99,29592,12.86
100,2625,61.52
100,3072,71.66
100,22762,102.97
100,22764,61.69
101,931,98.11
101,2784,67.86
101,2807,143.95
102,2732,78.50
102,7152,44.15
103,121,36.54
103,18425,27.92
103,18445,32.37
104,882,92.54
104,7356,12.80
104,22779,68.46
105,6227,93.34
105,9856,263.73
106,124,412.80
107,7161,45.73
107,25820,12.52
108,22792,8.90
108,25917,110.03
109,126,63.44
110,2971,80.25
110,3009,82.63
110,3449,26.22
111,1227,59.41
111,3333,81.80
111,3389,64.28
111,22844,137.77
112,828,100.98
112,22796,9.64
113,25721,181.41
113,25811,71.67
113,25915,6.83
114,10997,79.55
114,11001,24.52
114,11826,101.46
115,12826,82.42
115,20288,176.36
115,20290,92.38
115,20301,118.70
116,5725,85.90
116,9838,44.17
116,22377,10.71
117,5673,11.16
117,20356,390.90
117,23913,361.35
118,1227,60.72
118,2942,62.26
118,24574,11.97
119,1263,12.26
119,25735,69.11
120,2563,89.74
120,2615,12.27
120,22831,93.65
121,103,36.54
121,18445,20.24
121,31117,149.12
122,2867,13.90
122,6849,150.52
122,22788,78.58
123,5296,394.59
124,131,166.15
125,1560,7.45
125,18980,0.99
126,4767,179.67
127,5569,323.89
127,10079,152.15
128,10218,8.62
128,10341,20.91
129,25912,6.83
129,31583,49.42
130,2625,33.89
130,2849,41.33
130,3110,130.89
131,10282,456.20
131,19268,313.35
132,7471,5.42
133,7435,65.59
133,13843,108.81
134,11740,78.32
134,11744,6.36
135,26401,232.50
136,15449,392.51
137,26498,111.82
137,26617,116.06
137,26623,52.42
138,7985,12.25
138,8010,52.69
139,14933,80.07
139,14934,32.11
140,7593,159.22
140,26536,131.35
141,7974,123.66
141,7988,282.60
141,9575,11.96
142,9577,10.52
142,17539,314.39
143,151,50.21
143,17509,26.95
144,17671,57.85
144,17674,41.32
145,25605,85.56
145,25611,10.47
146,4067,64.62
146,7591,119.10
147,15423,235.28
147,25525,68.58
148,284,77.15
148,7550,27.20
149,9575,105.25
149,12419,99.90
149,27939,197.88
150,4034,6.83
151,142,91.12
151,17508,31.98
152,17544,44.97
152,17700,9.98
152,31003,516.12
153,17048,671.04
154,10667,24.02
154,10669,65.58
154,10870,101.64
154,10871,22.66
155,160,65.18
155,8802,307.23
155,8806,93.67
156,8897,226.36
156,8914,265.64
156,8981,126.06
157,10289,192.19
157,10329,124.27
157,10459,47.32
158,8782,208.21
158,8798,16.83
158,8801,16.32
159,5429,59.11
159,8773,260.79
159,8922,256.32
160,155,65.18
160,8792,59.67
160,8796,74.25
161,10256,67.79
161,10439,35.91
161,10442,7.04
162,8923,214.49
162,8946,193.22
162,8948,277.61
163,2300,101.32
163,16756,25.23
163,16781,6.66
164,170,343.23
164,377,24.92
164,394,25.72
164,30216,46.74
165,2344,83.98
165,2500,75.69
165,7468,10.17
166,29882,103.70
166,29890,34.46
166,29987,12.86
167,2200,88.23
167,30510,22.30
167,31413,128.32
168,1020,83.00
168,13097,106.53
168,13821,40.60
169,29627,17.40
169,29689,64.70
169,29699,46.05
170,164,343.23
170,393,23.87
170,29340,52.01
170,29350,61.47
171,212,171.61
171,17991,199.74
171,18022,12.61
172,4084,82.35
172,7193,22.99
172,14443,115.16
173,253,72.72
173,3644,25.81
174,692,32.52
174,1168,58.97
174,3258,96.54
175,202,13.92
175,945,52.66
175,30163,5.65
176,3635,7.30
176,3645,55.20
176,31025,73.09
177,1600,38.01
177,1646,105.31
177,6781,33.70
178,30494,5.09
178,31105,71.43
178,31136,55.23
179,1475,106.07
179,1498,92.54
179,3631,45.58
180,568,38.10
180,4073,70.77
180,17991,88.34
181,2331,25.59
181,13148,138.17
181,31034,11.92
182,18034,247.41
182,31586,6.83
182,31587,54.87
183,2355,45.76
183,2465,137.20
183,13128,50.20
184,304,66.15
184,1218,80.31
184,29450,8.32
184,30151,116.85
185,2481,43.31
185,16754,3.72
185,17116,59.69
186,6903,85.03
186,31749,8.69
187,616,212.52
187,1686,45.60
187,1693,94.54
187,7403,47.56
188,867,384.71
188,31695,42.96
189,190,159.74
189,388,75.33
189,5124,139.41
189,29898,159.83
190,189,159.74
190,3412,142.80
190,3425,140.87
191,1600,43.40
191,1719,99.32
191,1801,44.80
192,736,4.87
192,29539,82.06
192,29544,61.97
193,5242,329.90
193,9482,20.05
194,5248,79.65
194,18032,79.62
195,2299,27.37
195,2347,16.23
195,15064,127.59
196,6445,7537.94
197,4035,106.10
197,22382,429.16
198,24814,115.13
198,24818,43.18
198,24821,27.70
199,20650,39.51
199,20722,62.93
199,29453,85.55
200,4833,34.98
200,6939,142.47
200,20744,72.58
201,2961,132.23
201,3083,43.25
201,22858,32.08
202,175,13.92
202,1183,142.18
202,30157,37.17
203,4624,29.06
203,15074,88.54
203,15076,78.23
204,227,98.22
204,15712,120.05
204,16415,1.49
205,11933,32.79
205,31636,91.60
206,15081,71.08
206,15082,45.02
207,208,102.53
207,16786,9.10
207,16791,32.08
208,207,102.53
209,246,41.30
210,219,78.72
210,237,137.19
210,16798,94.68
211,620,84.84
211,21108,78.83
211,21127,52.01
211,21143,82.77
212,171,171.61
212,554,110.40
212,16626,65.34
213,16786,49.54
213,16789,37.22
213,16793,0.99
214,238,41.33
214,4627,12.86
214,15063,130.39
215,218,53.20
215,257,91.59
215,9088,100.91
216,225,144.21
216,250,59.10
216,20917,48.47
217,234,320.36
217,9583,8.25
217,16858,49.39
218,215,53.20
218,236,26.19
218,240,127.45
219,210,78.72
219,15074,218.49
219,31142,18.58
220,2298,8.25
220,16360,19.32
220,16361,56.83
221,2422,11.81
221,21851,43.06
221,21993,54.21
222,247,12.27
222,11347,47.31
223,226,110.31
223,246,13.41
223,15798,86.84
224,31590,59.04
224,31618,113.96
225,216,144.21
226,223,110.31
226,2353,14.53
226,15125,34.12
227,204,98.22
227,16365,97.71
227,31595,6.66
228,15270,56.48
228,15762,19.38
228,16865,10.97
229,12207,319.46
230,2298,26.66
230,15785,37.22
230,15786,18.41
231,235,34.51
231,4238,69.06
232,2441,95.33
232,31603,9.69
233,256,56.06
234,363,27.09
234,16803,72.21
235,229,39.82
236,218,26.19
237,210,137.19
237,16788,65.46
237,16793,43.45
238,214,41.33
238,15077,97.61
238,15078,22.83
239,7199,273.14
239,31057,22.10
240,218,127.45
240,252,80.80
240,9085,43.03
241,1481,51.09
241,3630,60.27
241,31617,26.78
242,16805,61.13
242,16809,40.28
242,16856,24.12
243,15023,66.28
244,4403,87.75
244,31635,9.80
245,9070,8.90
245,31080,428.38
246,209,41.30
246,223,13.41
246,254,44.60
247,222,12.27
247,11438,52.64
247,20914,53.77
248,206,18.04
248,9587,12.12
249,15089,42.37
249,15784,24.46
249,15786,39.32
250,216,59.10
250,364,83.34
250,2452,122.74
250,20914,213.11
251,3640,192.98
251,3717,41.24
251,3734,29.73
252,240,80.80
252,4100,137.37
252,7553,31.12
253,173,72.72
253,3662,280.38
253,7197,102.20
253,9078,65.11
254,246,44.60
254,255,23.03
254,17467,94.21
255,254,23.03
255,15797,83.83
256,233,56.06
256,257,14.97
256,9084,43.08
257,215,91.59
257,256,14.97
257,9085,96.52
258,3638,34.97
258,3685,149.81
258,13924,85.49
259,14385,27.10
259,31606,62.03
260,9583,58.69
260,15755,85.48
260,15757,47.00
261,4410,57.89
261,8173,24.37
261,13396,38.37
262,11190,10.01
262,13333,141.17
262,13338,539.26
263,337,123.46
263,362,101.22
263,5300,45.67
263,7652,40.95
264,2361,41.88
264,2363,50.43
264,2414,132.09
264,20906,56.28
265,315,20.88
265,357,104.15
265,2274,237.67
265,30938,45.07
266,331,265.26
266,2415,6.06
266,2431,46.52
267,362,18.47
268,30875,505.91
269,23788,50.72
269,23796,41.72
269,23801,62.51
270,1740,51.84
270,3683,87.91
270,7099,5.35
271,342,221.34
271,2372,22.33
272,375,69.90
272,1732,44.73
272,6834,15.26
273,327,31.42
273,344,41.00
273,7629,10.44
274,30577,12.39
274,31140,373.51
275,286,50.69
275,348,47.96
275,2431,48.93
275,30938,32.03
276,367,92.70
276,7629,36.16
276,7654,53.86
277,355,63.44
277,7624,57.08
277,7625,47.38
278,335,72.22
278,7617,44.11
278,7618,75.58
278,30945,42.92
279,27112,47.12
279,27117,32.02
279,27122,181.01
280,23785,167.65
280,23788,60.92
280,23800,50.33
281,7595,13.10
282,313,51.07
282,908,5.09
282,2282,95.49
283,355,21.89
283,7658,22.83
284,7474,8.61
284,7558,189.85
285,320,75.70
285,5297,32.36
285,7668,98.71
286,275,50.69
286,30938,25.72
286,30945,83.95
287,27356,89.85
287,28230,144.16
287,29141,142.74
288,3466,41.41
288,3710,112.26
289,373,52.58
289,23778,51.50
289,23795,100.72
289,23801,164.84
290,5121,322.79
290,28668,20.05
290,28672,59.40
291,27136,57.15
291,27371,9.38
291,28948,119.47
292,41,113.55
292,54,30.48
292,358,66.23
293,349,123.79
293,5297,102.00
293,5298,42.26
293,30934,39.08
294,6746,5.96
294,7647,50.24
294,7652,116.16
295,311,86.09
295,29757,12.59
295,29936,71.93
296,329,12.86
296,348,81.22
296,352,12.86
297,27353,273.39
297,27363,114.54
297,29135,176.25
298,4300,20.99
298,28668,82.61
299,7538,8.61
299,7644,36.84
299,30951,57.58
300,368,10.47
300,2284,114.68
300,7536,53.02
301,2229,137.45
301,30070,56.06
301,30273,94.04
301,30276,188.95
302,2252,82.99
302,7536,74.05
302,7538,33.37
303,2249,10.18
303,5172,32.63
303,29941,55.01
304,184,66.15
304,1169,75.28
304,29166,3.18
305,1157,31.79
305,3304,75.93
305,3561,66.66
306,337,132.11
307,319,24.36
307,3657,3.88
307,6805,21.58
308,28681,70.61
308,28732,146.09
308,28990,153.32
308,28991,137.14
309,908,39.66
309,2274,96.59
309,2285,8.61
310,5107,37.13
310,23781,84.56
310,23803,123.43
311,295,86.09
311,29608,203.56
311,29752,9.11
312,333,16.07
312,352,101.35
312,7677,96.39
313,282,51.07
313,747,26.01
313,7618,140.67
314,1153,69.98
314,29780,162.60
314,30003,48.34
315,265,20.88
315,329,17.71
316,27369,56.30
316,29161,288.32
316,29162,4.55
317,5047,50.38
317,5081,66.16
317,5082,53.93
318,1628,34.80
318,1698,53.20
318,6799,20.88
319,307,24.36
320,285,75.70
320,7664,62.26
320,30934,25.00
321,330,131.80
321,365,32.52
321,372,179.49
322,21267,102.27
322,21268,286.48
323,340,45.52
323,968,179.35
323,2303,14.59
324,7677,8.03
325,2332,37.94
326,5105,86.12
326,5107,66.21
326,23805,99.34
326,23877,41.81
327,273,31.42
327,30951,19.98
328,450,56.75
328,462,154.49
328,31157,75.53
328,31160,101.26
329,296,12.86
329,315,17.71
329,30936,89.05
330,321,131.80
330,6896,101.35
330,30155,83.97
330,30165,15.42
331,266,265.26
331,342,51.70
331,3715,136.69
332,374,80.91
332,4812,99.49
332,27375,97.62
333,312,16.07
333,4664,11.51
333,30936,13.94
334,2372,32.79
334,2374,45.54
334,2415,42.88
334,30940,84.69
335,278,72.22
336,6758,127.54
336,6759,117.96
336,7650,33.63
336,30933,50.49
337,263,123.46
337,306,132.11
337,345,101.01
337,1021,46.01
338,361,57.30
338,30641,48.32
338,30904,120.21
339,369,13.65
339,2376,32.84
339,7609,107.90
340,323,45.52
341,30012,67.58
341,30017,19.08
341,30087,65.85
342,271,221.34
342,331,51.70
342,2467,56.48
342,2501,158.33
343,349,13.65
344,273,41.00
345,337,101.01
345,773,190.49
345,804,30.65
346,370,383.56
346,28238,40.73
346,29152,95.50
347,20922,402.71
347,20987,57.08
347,20993,56.06
347,21053,77.38
348,275,47.96
348,296,81.22
348,7620,163.87
349,293,123.79
349,343,13.65
349,7643,40.60
349,30951,115.12
350,367,9.38
350,7633,28.32
350,30949,30.64
351,21055,15.69
351,21060,25.72
351,21483,31.33
352,296,12.86
352,312,101.35
352,7623,19.96
353,30739,35.60
353,30896,33.97
354,373,195.94
354,23799,505.50
354,29161,219.24
355,277,63.44
355,283,21.89
355,7627,55.15
355,7657,64.52
356,4812,388.74
356,22014,16.53
356,22021,36.57
357,265,104.15
357,4664,35.87
357,7657,8.03
358,292,66.23
358,359,146.72
358,6890,52.69
359,358,146.72
359,30577,92.79
360,2249,41.09
360,29608,131.12
360,29745,53.39
360,29828,31.39
361,54,6.31
361,338,57.30
361,29914,90.70
362,263,101.22
362,267,18.47
362,5301,46.01
362,30933,150.03
363,2483,38.97
363,9584,14.81
364,250,83.34
364,21984,49.61
364,21993,5.90
365,321,32.52
365,813,95.72
365,29918,132.44
365,30181,145.43
366,7635,16.49
366,7638,60.95
367,276,92.70
367,350,9.38
367,7631,48.20
368,300,10.47
368,2281,39.33
368,7642,8.03
369,339,13.65
369,2330,77.10
369,7602,52.60
370,346,383.56
370,1240,100.61
370,28229,108.07
371,7627,77.10
371,7633,19.66
371,7635,22.84
371,7641,59.71
372,321,179.49
372,6893,44.50
372,6896,74.10
373,289,52.58
373,354,195.94
373,23780,216.97
373,23799,330.23
374,332,80.91
374,27363,447.81
374,29152,136.38
375,272,69.90
375,1640,34.05
375,6802,110.44
376,3866,42.57
376,3907,34.59
376,26033,41.73
377,164,24.92
377,394,27.92
377,30210,32.71
378,381,41.93
378,1951,67.84
378,14591,44.53
379,1725,16.04
379,3861,41.67
379,4231,64.19
380,381,38.20
380,386,46.18
380,1921,109.82
381,378,41.93
381,380,38.20
381,1945,114.57
382,1854,37.85
382,1868,13.20
382,14641,40.95
383,398,225.96
383,444,32.02
383,25167,51.26
384,395,31.35
384,14580,21.15
385,25171,119.21
385,25202,37.77
385,26035,17.13
386,380,46.18
386,1857,37.17
386,14594,24.34
387,388,133.97
387,409,17.40
387,411,72.64
388,189,75.33
388,387,133.97
388,29899,50.57
389,3834,30.72
389,3855,197.32
389,14867,149.21
390,3942,35.16
390,4231,88.66
390,26972,27.82
391,5,48.59
391,14694,82.91
391,14735,39.47
392,1635,39.77
392,1778,113.10
392,3779,121.55
393,170,23.87
393,396,141.12
393,29342,49.53
394,164,25.72
394,377,27.92
394,30116,69.69
394,30117,168.63
395,384,31.35
395,1913,133.51
395,14597,53.40
395,31229,144.81
396,393,141.12
396,30112,22.97
396,30115,63.73
397,14652,59.32
397,14769,39.80
397,31152,90.74
398,383,225.96
398,14854,91.78
398,15988,33.22
399,14622,19.82
399,14635,25.06
399,14637,34.04
400,4254,17.77
400,26298,56.95
401,3873,95.70
401,26033,158.40
402,1854,68.92
402,1869,32.99
402,1894,87.57
403,1868,54.87
403,1884,43.77
403,1908,64.27
404,3412,42.82
404,29338,100.10
404,30104,64.11
405,14611,28.91
405,14620,13.09
405,14624,34.42
406,1906,27.71
406,14618,30.14
406,14622,64.30
407,13781,228.65
407,22014,18.17
407,22027,179.33
408,14658,118.73
408,14659,9.70
408,14769,55.80
409,387,17.40
409,30107,8.05
410,3812,57.28
410,3814,18.59
410,26217,56.92
411,387,72.64
412,14862,1.11
412,14865,72.78
413,25207,117.70
413,25209,21.05
413,26053,43.44
414,5267,32.92
414,5748,302.37
415,14475,197.99
415,15656,57.65
415,16450,374.92
416,28203,99.54
416,28360,11.16
416,28362,20.11
417,27868,114.52
417,28176,70.50
418,419,230.04
418,28178,3.34
419,418,230.04
419,28221,117.44
419,28351,14.07
420,21739,121.00
420,21749,57.62
420,21758,28.10
421,28208,49.73
421,28210,78.90
421,28215,96.90
421,28360,30.11
422,424,32.39
422,28205,84.18
422,28223,66.67
422,28224,37.10
423,4979,82.38
423,4982,116.45
423,28345,90.93
423,28356,53.60
424,422,32.39
424,28206,89.50
424,28208,32.79
424,28214,43.83
425,13782,36.10
425,13783,69.55
426,5271,34.64
426,26534,8.25
427,429,39.36
427,432,112.90
427,441,43.09
427,25200,30.24
428,434,39.08
428,435,38.15
428,438,96.54
428,439,35.42
429,427,39.36
429,434,97.28
429,438,37.27
429,443,46.90
430,432,31.66
430,439,77.96
430,25167,4.12
431,15989,69.00
432,427,112.90
432,430,31.66
432,434,36.29
432,444,61.72
433,5092,128.02
434,428,39.08
434,429,97.28
434,432,36.29
435,428,38.15
435,437,96.89
435,440,46.75
436,6,62.11
437,435,96.89
437,438,35.90
437,25169,32.36
438,428,96.54
438,429,37.27
438,437,35.90
439,428,35.42
439,430,77.96
439,15989,7.71
440,435,46.75
441,427,43.09
441,25990,8.32
441,25994,47.68
442,4247,358.44
442,28408,230.48
442,31485,7.71
443,429,46.90
444,383,32.02
444,432,61.72
444,3933,35.40
444,25990,115.74
445,25169,15.89
446,492,149.30
446,26231,88.37
446,26263,52.86
447,455,230.37
447,459,64.13
447,464,12.61
448,465,16.33
448,469,43.07
448,480,23.79
449,471,27.91
449,648,28.61
449,3373,113.89
450,328,56.75
450,3597,87.22
450,3769,98.55
451,1721,13.65
451,3780,121.38
451,3807,21.76
452,454,13.65
452,455,34.00
452,3775,68.09
453,469,30.24
453,6645,34.49
453,6655,30.37
454,452,13.65
454,459,236.96
454,3800,25.84
455,447,230.37
455,452,34.00
455,1616,34.90
455,3739,70.52
456,459,38.53
456,475,244.47
456,3315,11.14
457,464,63.55
457,943,67.67
457,31162,33.23
458,1624,43.98
459,447,64.13
459,454,236.96
459,456,38.53
460,467,61.21
461,1748,36.95
461,6605,11.42
461,6765,28.61
462,4,135.39
462,328,154.49
463,3819,23.32
463,6645,19.49
464,447,12.61
464,457,63.55
464,26261,45.36
465,448,16.33
466,1623,128.51
466,3228,23.03
466,3315,19.15
467,460,61.21
467,477,30.17
467,25192,57.46
468,26266,14.65
469,448,43.07
469,453,30.24
469,478,41.25
470,6763,41.73
470,30926,65.44
471,449,27.91
471,3502,130.33
472,479,36.69
472,481,21.87
472,1773,55.34
473,1601,70.13
473,6609,25.81
474,477,75.15
475,456,244.47
475,3800,22.25
475,26271,76.09
476,1773,64.91
477,467,30.17
477,474,75.15
477,31511,64.79
478,469,41.25
479,472,36.69
479,595,35.42
479,6624,141.14
480,448,23.79
480,482,18.01
480,3766,16.34
481,472,21.87
481,1707,20.40
482,480,18.01
483,1783,69.61
483,6609,36.59
483,6650,20.25
484,496,118.94
485,513,37.85
485,6666,139.88
485,6687,73.92
486,14567,7.31
486,14571,43.12
486,21269,84.14
487,499,78.13
487,517,80.83
487,531,161.50
488,538,14.05
488,22159,77.93
488,31065,58.55
489,498,16.30
489,530,30.24
489,533,46.03
490,499,364.22
490,6644,126.57
490,9068,83.82
491,503,128.48
491,523,159.21
491,27565,21.94
492,446,149.30
492,509,93.01
492,6655,42.16
493,502,8.33
493,519,58.40
493,26273,47.90
494,522,12.59
495,536,104.91
495,6691,60.29
495,9068,99.35
496,484,118.94
496,512,31.62
496,517,25.14
497,6657,62.65
497,6678,11.42
497,6680,9.21
498,489,16.30
498,6659,40.47
499,487,78.13
499,490,364.22
499,510,66.13
499,1962,150.57
500,521,47.69
500,6688,49.01
500,6690,57.58
501,6672,140.56
501,6682,11.81
502,493,8.33
502,511,32.68
502,539,97.69
503,491,128.48
504,522,40.01
505,506,74.61
505,539,41.77
505,1808,53.27
506,505,74.61
507,21275,72.99
507,21349,68.93
507,21380,55.41
508,529,42.50
508,546,31.73
508,6658,57.82
509,492,93.01
509,516,65.31
509,6656,47.88
510,499,66.13
510,524,41.24
510,535,295.98
511,502,32.68
511,526,73.11
511,541,21.19
512,496,31.62
512,537,195.67
513,485,37.85
513,530,29.52
513,546,67.31
513,6685,199.12
514,533,64.10
514,3738,61.80
514,6660,40.13
515,21269,25.71
515,21384,22.67
515,21396,29.69
516,509,65.31
516,541,20.41
516,26986,50.37
517,487,80.83
517,496,25.14
517,522,104.58
518,541,93.97
518,26230,16.07
518,26231,29.20
519,493,58.40
520,528,33.71
520,21389,53.66
521,500,47.69
521,525,53.42
521,6685,67.79
522,494,12.59
522,504,40.01
522,517,104.58
523,491,159.21
524,510,41.24
524,536,151.33
524,1881,54.93
525,521,53.42
525,6684,24.72
525,31073,44.24
526,511,73.11
527,6690,46.68
527,31072,18.20
528,520,33.71
528,534,8.03
528,9068,70.52
529,508,42.50
529,573,58.64
529,6675,2.98
530,489,30.24
530,513,29.52
531,487,161.50
531,1808,15.85
531,26274,45.83
532,21271,38.71
532,21384,2.22
532,21388,28.14
533,489,46.03
533,514,64.10
533,31075,45.33
534,528,8.03
535,510,295.98
536,495,104.91
536,524,151.33
536,22159,37.55
537,512,195.67
537,6672,300.32
538,488,14.05
538,21274,34.49
539,502,97.69
539,505,41.77
539,26230,36.69
540,6643,97.95
540,6678,52.19
540,6682,51.94
541,511,21.19
541,516,20.41
541,518,93.97
542,3455,84.35
542,6846,40.41
542,25919,5.44
543,566,82.99
543,6409,207.04
544,553,297.95
544,16623,9.99
544,16624,265.33
545,3131,39.72
545,31738,4.55
545,31740,23.53
546,508,31.73
546,513,67.31
546,563,60.82
547,561,70.50
548,559,636.55
549,739,41.90
549,29602,137.95
549,29750,114.31
550,14,304.09
550,574,828.84
550,31133,12.86
551,3759,15.26
552,561,38.57
552,3759,57.44
552,6643,20.62
553,544,297.95
553,566,155.90
553,578,254.54
554,212,110.40
554,3651,114.95
554,3680,103.36
554,3689,107.08
555,572,100.39
555,16616,410.76
555,16620,26.96
556,561,35.63
556,564,86.30
556,6650,65.12
557,6841,53.67
557,7033,56.65
557,22743,29.81
557,30540,93.69
558,16623,79.62
559,548,636.55
559,570,81.45
559,16616,189.51
560,565,492.60
560,1073,208.60
560,16703,8.03
561,547,70.50
561,552,38.57
561,556,35.63
562,563,16.67
563,546,60.82
563,562,16.67
563,6658,33.66
564,556,86.30
564,3792,30.14
564,6654,50.38
565,560,492.60
565,570,104.73
565,31133,214.99
566,543,82.99
566,553,155.90
566,16623,357.04
567,29645,66.39
567,29834,87.55
567,29835,95.84
568,180,38.10
568,16627,20.22
569,16620,18.72
570,559,81.45
570,565,104.73
570,16624,135.50
571,568,26.12
571,3689,63.44
571,16627,29.54
572,555,100.39
573,529,58.64
573,6651,17.77
573,6658,43.78
574,550,828.84
574,4142,303.55
574,4144,14.30
575,3745,39.55
575,3807,37.63
575,6632,54.86
575,6641,148.65
576,16622,246.59
577,578,84.06
578,553,254.54
578,577,84.06
578,16624,293.43
579,14445,118.35
579,16627,11.29
579,16629,123.32
580,8389,25.06
580,8390,1.98
581,672,85.73
581,2560,87.10
581,2589,39.38
582,698,28.57
582,18194,33.79
582,19297,76.75
583,1359,88.14
583,1369,67.45
583,2719,84.43
584,1978,53.04
584,21078,136.24
584,21096,87.89
585,20714,5.35
585,20728,58.56
585,20768,9.01
586,29610,6.06
586,29766,90.92
586,30443,40.96
587,682,74.95
587,745,50.67
587,26260,44.11
588,737,245.08
588,21839,52.59
589,630,194.78
589,3205,58.72
589,29347,89.54
589,29406,116.87
590,30000,94.34
590,30006,64.51
590,30008,65.87
590,30408,41.67
591,30346,63.75
591,30347,50.88
591,30357,58.87
592,10727,87.54
592,10783,69.85
592,10791,39.60
593,10601,159.31
593,10656,227.61
593,10714,48.88
594,844,144.67
594,2081,63.97
594,7523,63.32
594,21964,61.49
595,479,35.42
595,6585,82.78
595,6591,139.94
596,23806,61.54
596,23859,28.81
596,24631,53.75
597,10752,10.19
597,10754,123.02
597,10783,59.87
598,1547,14.97
599,743,10.01
599,2207,129.76
599,2250,33.49
600,10804,53.83
600,10836,3.97
601,25174,74.94
601,26258,2.98
601,27039,123.31
602,18183,16.68
602,31345,11.16
603,636,21.33
603,29613,6.67
603,29768,37.22
604,720,56.30
604,10707,21.32
604,17771,73.25
605,13818,82.01
605,13832,40.10
605,13835,5.44
606,695,151.26
606,705,57.95
606,733,115.94
606,1819,49.44
607,715,89.02
607,2571,73.68
607,2616,57.91
608,2521,15.55
608,2558,12.86
608,6971,36.46
609,654,6.75
609,5171,41.84
609,29600,34.29
610,664,8.02
610,743,39.50
