u,v,metres
102,101,96.91
102,49576,31.84
102,84326,3.51
103,104,38.98
103,71516,23.35
103,84122,153.68
104,103,38.98
104,105,32.25
104,84122,87.95
105,92,141.05
105,104,32.25
105,186761,117.86
106,46185,145.79
106,71637,58.94
106,141531,88.51
106,154699,93.13
106,225363,98.37
107,87,62.43
107,88,234.36
107,108,85.24
107,172,85.24
108,13,49.85
108,107,85.24
108,171,63.01
109,21628,8.67
109,95275,36.17
110,111,32.65
110,178,32.00
110,4755,103.97
111,110,32.65
111,112,33.73
111,4756,101.83
112,111,33.73
112,113,32.17
112,4757,96.67
113,112,32.17
113,4758,93.45
113,4759,36.78
114,115,37.27
114,4759,31.75
114,206218,80.24
115,114,37.27
115,203629,11.99
115,206217,72.72
116,25587,77.34
116,71280,11.98
116,203629,26.11
117,71267,73.90
117,71278,16.30
117,71279,15.34
118,71265,73.78
118,71277,36.05
118,71278,19.64
119,120,86.95
119,17902,36.76
119,71276,34.85
119,141231,100.66
120,119,86.95
120,121,39.79
120,71305,147.43
121,120,39.79
121,122,42.39
121,135,41.14
121,71301,133.75
122,121,42.39
122,123,42.99
122,118795,134.10
123,122,42.99
123,124,37.91
123,71289,131.43
124,123,37.91
124,141252,25.67
124,141255,9.29
125,71261,22.38
125,71700,40.86
125,141251,67.59
126,127,135.11
126,71269,35.08
126,71700,26.60
127,126,135.11
127,19007,35.08
127,19028,188.28
128,19024,64.57
128,19026,97.73
128,19028,33.62
129,19031,34.47
129,147539,88.79
129,236679,59.38
130,147,28.71
130,147539,8.74
131,132,29.23
131,136,21.31
131,71678,14.14
132,131,29.23
132,133,46.05
132,71234,61.47
133,132,46.05
133,71238,39.59
133,71246,68.39
134,135,73.86
134,71246,12.88
134,71247,7.59
135,121,41.14
135,134,73.86
135,71266,38.20
136,131,21.31
136,137,45.17
136,141238,31.42
137,136,45.17
137,71673,68.89
137,71678,36.85
137,141533,15.57
138,23174,102.38
138,141533,11.17
138,225363,26.77
139,71199,41.43
139,114868,95.01
139,141245,46.87
140,71198,16.76
140,114869,126.63
140,141245,35.63
141,66863,237.30
141,71188,145.95
141,195039,77.03
141,198703,158.51
142,102405,28.11
142,141246,123.51
142,206236,39.85
143,65592,7.59
143,147534,90.92
144,147532,218.55
144,147551,10.84
145,47928,78.69
145,147529,98.93
146,64811,84.27
146,72274,101.60
146,72954,57.48
146,74934,139.32
146,148473,206.92
147,66863,9.47
147,147539,27.47
148,3628,62.79
148,3632,64.03
149,98421,389.26
149,184833,87.73
150,149,36.78
150,174,91.59
151,212888,76.98
151,212941,73.39
152,70098,123.56
153,3882,161.50
153,3891,71.24
154,70091,148.91
154,156157,114.10
155,4000,41.21
156,1838,33.13
156,23919,116.79
156,199208,32.90
157,1424,658.88
157,77747,38.58
158,71197,27.10
159,22356,91.29
159,161451,11.92
160,105770,39.16
161,184022,40.46
162,199226,726.44
163,3414,277.33
163,8874,61.93
163,65270,7.67
164,124189,8.90
165,217791,46.05
166,87556,9.75
166,227882,27.42
166,239023,29.04
167,86,84.50
167,239019,36.17
168,193427,26.39
169,30,88.73
169,86,92.39
169,193431,18.31
170,86,109.38
170,230161,80.96
171,86,89.70
171,87,91.09
171,108,63.01
172,107,85.24
172,246,107.45
172,77995,77.92
173,3334,30.49
173,229113,171.66
174,65179,39.05
174,187583,71.96
175,3334,222.84
175,3343,48.77
175,20770,31.43
176,26277,823.97
177,50282,7.96
177,53628,164.10
177,197155,7.49
178,110,32.00
178,4754,100.98
178,21628,84.73
179,188,38.55
179,219245,52.19
179,238049,29.23
179,238052,20.47
180,228,97.39
180,219169,9.32
181,172,119.17
181,205530,38.96
182,256,132.63
182,20684,9.82
182,219247,145.97
183,192,169.43
183,228,92.58
184,185,128.07
184,235,94.50
184,54029,52.07
185,184,128.07
185,205,93.63
185,240,81.58
186,205,143.91
186,77995,241.57
186,164042,60.02
187,10200,252.65
187,238049,20.28
188,187,35.20
188,233,44.07
189,110219,345.30
190,766,65.29
190,20696,20.48
191,220977,20.55
192,6678,254.60
192,17630,27.15
192,219172,21.93
193,174192,76.30
194,6676,34.83
194,10467,355.32
195,161443,20.34
196,183,40.48
196,197,22.73
197,155953,39.67
198,10,310.22
198,174187,160.21
199,47336,15.21
200,182,142.91
200,201,96.40
200,20681,15.21
201,200,96.40
201,202,95.25
202,201,95.25
202,20682,112.05
202,54020,17.66
203,204,69.78
203,239,146.18
203,252,42.05
203,54019,85.53
204,203,69.78
204,205,73.44
204,240,104.75
204,253,143.79
205,185,93.63
205,186,143.91
205,204,73.44
206,201,171.29
206,238,131.14
207,206,36.38
207,236,119.33
208,254,53.47
208,174235,38.33
209,212,38.01
209,98557,54.31
210,80572,89.83
210,110416,39.33
211,217,399.77
211,6241,84.31
212,21973,61.23
213,218,99.54
213,4511,152.37
213,162831,81.42
214,213,36.00
214,221,189.07
215,219,34.25
215,32844,43.44
216,215,188.05
216,183772,20.07
217,162827,152.43
217,203581,212.79
218,4513,89.33
218,201477,21.81
219,28154,62.57
220,46696,162.62
220,215960,269.76
221,214,189.07
221,17733,121.00
222,219,41.47
222,32844,33.77
223,215995,346.42
223,226924,4.58
223,239448,158.64
224,225,54.40
224,86634,25.66
225,76,504.04
226,209,112.72
226,112004,69.50
227,26329,184.66
227,156005,1.11
227,217112,65.47
228,180,97.39
228,183,92.58
228,229,66.99
229,228,66.99
230,231,42.61
231,232,124.85
232,189813,2.44
232,219245,107.45
233,188,44.07
233,219168,268.18
234,10212,67.60
234,174193,20.28
234,219245,5.53
235,184,94.50
235,72579,67.86
236,207,119.33
236,255,44.49
236,152885,68.30
237,241,121.30
237,152885,36.91
237,166957,130.00
237,192448,47.89
238,206,131.14
238,236,82.54
238,54027,35.58
239,203,146.18
239,54023,67.92
239,166957,5.86
240,185,81.58
240,204,104.75
240,54023,20.18
241,199,86.75
241,237,121.30
242,22020,35.37
242,47553,101.37
243,79264,49.31
243,219339,43.90
244,6688,10.31
244,239593,21.46
245,676,77.57
245,164955,76.30
246,172,107.45
247,251,41.61
247,166955,61.46
248,249,58.92
248,256,82.52
248,154903,32.37
249,248,58.92
249,250,36.09
249,166955,54.73
250,249,36.09
250,154903,60.06
250,166956,53.86
251,181,18.21
251,166956,61.93
252,203,42.05
252,10220,48.17
252,20685,102.02
253,204,143.79
253,20685,60.84
253,164042,13.42
254,207,37.95
254,255,117.03
255,254,117.03
255,47336,68.15
256,182,132.63
256,248,82.52
256,20682,18.60
257,81,81.01
257,47863,87.69
257,64810,61.87
257,147923,44.76
258,47917,151.16
258,64794,63.84
258,64817,50.50
259,64810,48.83
259,74936,96.59
259,147913,52.29
260,23123,149.10
260,206366,21.35
260,235072,48.20
261,262,138.03
261,23186,17.57
261,47921,85.02
262,261,138.03
262,47930,54.91
262,65269,50.20
263,47926,51.46
263,47927,90.07
263,65269,9.75
264,71903,48.05
264,147529,8.44
264,147541,145.19
265,64816,54.46
265,64823,27.23
265,80459,82.48
266,65979,41.16
266,72267,116.08
266,72276,49.10
267,130360,8.74
267,227784,8.44
268,78983,13.75
268,78985,62.23
269,233118,8.67
269,233653,16.74
269,233654,15.17
270,21249,113.25
270,46999,208.67
270,59529,54.13
270,100296,59.51
271,78054,128.06
271,205384,63.42
272,126584,43.52
273,277,256.92
274,18613,14.99
274,22211,265.03
274,109371,234.15
275,88122,59.48
275,108861,77.86
276,104456,60.72
276,148296,55.39
277,4872,35.83
277,25655,12.88
277,90429,864.61
278,52073,153.94
278,70458,105.76
279,27031,29.09
279,87255,76.56
279,217029,14.40
280,12467,78.82
280,12488,64.69
281,90353,10.00
281,217028,20.28
282,22725,17.90
282,47044,83.80
282,47047,40.13
282,89231,78.49
283,193098,11.06
283,229826,28.27
283,229830,21.79
284,12596,16.48
284,144320,80.10
284,217811,9.29
285,90335,11.17
285,90355,11.33
286,285,179.38
286,66217,36.38
286,107677,11.59
287,27726,101.90
287,98442,6.67
288,89395,13.39
289,26448,39.79
289,90317,5.53
289,150711,5.56
290,291,48.80
290,95215,40.10
290,100481,47.12
291,290,48.80
291,292,138.75
291,46594,42.28
292,291,138.75
292,45540,47.86
292,46598,42.27
293,21263,160.47
293,45543,50.93
293,46594,42.28
294,21263,47.81
294,46595,45.60
294,46607,48.97
294,100782,132.61
295,45540,9.75
295,95215,76.99
295,100483,41.65
296,19379,175.33
296,100481,5.56
297,59043,46.31
297,136728,32.69
298,300,96.83
298,45546,113.71
298,46628,42.14
299,45542,53.34
299,46603,90.13
299,77367,50.33
300,298,96.83
300,325,252.24
300,45543,53.35
301,45670,233.10
301,45707,102.94
301,142037,10.01
302,45598,13.39
302,117732,56.97
302,178260,189.13
303,14792,81.42
303,14793,43.38
303,46538,52.02
303,77368,46.71
304,5377,50.94
304,12149,13.34
305,45704,86.23
305,45738,56.06
305,142357,33.62
306,14798,215.82
306,14799,26.85
306,46550,49.58
307,14774,102.13
307,98809,243.14
307,109663,10.30
308,600,25.58
309,90179,11.99
309,90186,82.28
310,53468,56.37
310,53469,83.52
310,90169,8.96
311,90308,8.67
311,217841,7.05
312,366,87.79
312,7169,47.81
312,7170,45.59
313,367,85.97
313,375,79.14
313,7170,46.75
313,36848,45.91
314,26687,41.65
314,26702,86.86
314,179005,35.86
314,180388,51.94
315,13140,48.87
315,45861,93.67
315,47318,88.88
315,72935,43.02
316,45860,84.10
316,47314,72.72
316,95141,49.85
317,45867,136.79
317,72878,58.20
317,89513,53.77
317,89514,61.25
318,47188,44.50
318,232266,56.73
319,45796,80.72
319,45806,25.16
319,45811,53.92
320,21244,27.00
320,95322,12.13
320,177012,14.79
321,45753,46.34
321,141342,38.56
321,205921,154.06
322,45816,27.88
322,45822,49.58
322,45825,33.64
322,234170,34.25
323,21250,37.24
323,21262,9.47
323,112877,130.65
324,21262,35.19
324,141305,158.78
324,141323,3.98
325,300,252.24
325,21263,48.94
325,45543,175.64
325,46607,48.89
326,46455,121.07
327,78985,31.63
327,78986,31.63
328,329,30.93
328,142760,63.07
329,328,30.93
329,42585,154.02
330,331,40.03
330,112752,47.83
330,143632,77.89
331,330,40.03
331,332,35.73
331,143633,95.17
332,331,35.73
332,112754,113.34
332,112756,36.71
333,65772,122.14
333,117905,19.24
334,65779,79.72
334,104677,25.61
334,175651,7.01
335,26832,31.25
335,34376,34.56
335,34378,27.27
335,175689,35.45
336,46100,36.87
336,117944,103.32
336,136077,39.91
336,136079,43.15
337,64953,17.19
337,66590,153.89
337,178991,83.51
337,239047,12.56
338,144354,42.28
338,216265,7.96
338,216280,23.27
339,27329,163.70
339,154922,48.99
339,216280,30.18
339,223756,53.92
340,341,38.17
340,27333,8.59
340,27870,34.88
341,340,38.17
341,27330,10.14
341,27870,44.43
342,398,85.69
342,53345,52.44
343,8726,85.62
343,48036,24.93
344,1611,57.45
344,45904,122.44
344,109411,106.11
345,11983,40.10
345,75268,115.83
345,200279,146.93
346,35857,25.60
346,150421,303.52
346,229493,8.90
347,224507,11.97
348,7171,5.56
348,217997,228.69
349,26465,78.82
349,137263,11.92
349,137266,47.12
350,137253,9.41
350,239600,6.44
351,26752,29.84
351,66247,117.05
351,66259,167.06
351,186776,7.05
352,26770,18.42
352,180370,136.57
352,186778,10.07
353,923,16.71
353,90315,6.50
354,3520,53.24
354,3522,110.55
355,354,215.30
355,3902,105.15
356,12066,128.97
356,123134,39.71
357,28393,35.92
357,75292,64.70
357,81014,43.01
358,45894,77.87
358,176015,45.52
359,30408,93.21
359,122838,7.59
360,909,129.57
360,921,28.26
360,66524,51.20
360,150655,44.60
361,2031,120.30
361,46444,38.93
361,53324,38.93
361,150650,68.27
362,363,47.19
362,46449,40.04
362,46450,73.51
362,150667,2.44
363,362,47.19
363,46451,76.36
363,90202,11.93
364,12447,56.61
364,12548,57.24
364,12551,73.51
365,408,85.73
365,53329,48.94
365,53333,43.41
366,13076,43.38
366,53329,47.83
367,313,85.97
367,13076,42.27
367,26487,51.25
367,193774,17.48
368,369,44.49
368,447,93.26
368,26487,44.49
368,26490,84.65
369,368,44.49
369,370,44.53
369,446,94.39
369,26494,83.51
370,369,44.53
370,26677,66.14
370,179002,24.46
371,380,41.07
371,26695,67.59
371,26772,42.98
371,26773,125.49
372,373,46.70
372,13077,120.58
372,26435,183.30
372,45895,83.81
373,372,46.70
373,374,43.38
373,408,83.56
374,373,43.38
374,899,46.71
374,7169,82.39
374,177428,87.81
375,313,79.14
375,26488,45.60
375,66615,46.71
375,154924,53.15
376,377,108.10
376,26702,46.75
376,26780,39.66
376,104015,73.73
376,179003,44.45
377,376,108.10
377,26704,35.54
377,26768,58.43
377,144366,22.13
378,26703,62.71
378,26761,79.71
378,26775,38.26
379,26707,113.72
379,26708,37.91
379,26772,41.07
379,26786,84.46
380,371,41.07
380,912,24.91
380,66442,37.88
380,144385,51.08
381,451,115.10
381,179014,12.66
382,12583,22.48
382,45989,38.96
382,66251,104.48
383,348,23.43
384,46021,251.38
384,53482,62.96
385,27786,107.35
386,11871,51.16
386,11956,33.62
386,46247,53.41
386,53482,50.97
387,777,99.70
387,782,55.60
387,53493,53.38
388,389,52.27
388,393,100.79
388,176003,13.34
389,388,52.27
389,779,101.88
389,788,51.16
389,151089,149.59
390,391,40.03
390,788,52.27
390,46248,101.88
391,390,40.03
391,53479,22.24
391,53481,48.77
392,395,94.31
392,53471,81.18
393,388,100.79
393,779,52.26
393,785,47.15
393,11953,135.51
394,473,24.93
394,779,52.26
394,788,102.98
394,46248,51.20
395,310,137.68
395,53470,81.24
395,90170,10.01
396,873,82.28
396,35862,45.60
396,53337,72.61
397,876,80.07
397,122916,146.35
398,27694,46.71
398,27695,131.17
399,46056,49.86
399,50875,30.72
399,50880,35.33
399,51044,39.04
400,17202,196.50
400,50930,10.00
400,115728,36.74
401,19641,95.92
401,37389,44.56
401,193761,14.26
402,26825,46.75
402,50789,130.22
403,939,43.37
403,53373,60.69
403,53374,54.18
403,75274,42.27
404,889,81.29
404,9900,76.94
404,11984,58.97
404,75268,51.20
405,9894,46.65
405,9896,48.48
405,66616,120.13
406,890,118.05
406,891,103.41
406,893,51.04
407,895,50.98
407,45898,126.90
407,53333,44.56
407,110230,94.67
408,365,85.73
408,7169,45.59
408,45895,50.04
409,449,53.15
409,26435,53.45
409,27330,60.56
410,409,120.45
410,411,146.45
410,27870,53.03
410,45893,57.58
411,410,146.45
411,412,161.94
411,17775,43.38
411,27335,45.60
412,411,161.94
412,45892,43.49
412,50626,40.40
412,50629,177.18
413,64945,37.03
413,64969,16.82
413,72514,42.01
414,17776,44.02
414,37019,39.03
414,50628,38.36
414,50629,94.85
415,26588,42.75
415,44874,54.08
415,50979,37.69
415,65652,39.01
416,26577,164.01
416,50695,25.94
416,50995,41.32
416,51677,33.64
417,27685,18.46
417,98518,11.33
418,27451,162.54
418,37406,22.87
418,44915,23.94
419,420,29.45
419,37418,161.18
419,44915,8.74
420,419,29.45
420,44917,40.48
420,50987,23.38
420,51004,121.25
421,27448,31.74
421,44920,14.13
421,50985,47.31
422,423,44.48
422,27332,46.81
422,27336,168.27
422,81336,245.65
423,422,44.48
423,27335,170.47
423,50626,27.88
423,81335,229.47
424,17782,152.41
424,45892,42.38
424,45896,35.85
424,50633,32.53
425,26435,20.83
425,53341,41.16
426,398,50.05
426,53344,55.27
426,144351,43.36
427,26585,86.70
427,53355,38.94
428,90328,13.73
428,109328,105.83
429,12459,65.32
429,90370,9.75
429,90371,20.14
430,12460,44.70
430,12462,111.10
430,90359,28.37
431,12430,9.47
431,45328,145.80
431,234406,58.20
432,18576,16.85
432,20708,101.09
433,992,78.16
433,180460,19.79
434,73595,3.94
434,230172,13.34
435,193812,5.56
435,236337,5.86
436,12144,16.68
436,12153,42.27
436,193101,133.35
437,12142,24.36
437,45254,31.27
438,45593,37.97
438,45604,37.53
438,73723,200.08
439,45713,35.60
440,45678,141.82
440,45713,36.87
440,45715,57.54
441,45710,3.94
441,108775,45.80
441,239035,163.82
442,21325,34.38
442,101847,36.78
442,101849,70.98
443,26771,21.00
443,66353,36.21
443,66383,6.21
444,911,53.29
444,26694,38.36
444,26695,47.80
444,180380,28.32
445,908,48.02
445,26688,95.56
445,144390,84.52
445,180385,46.05
446,369,94.39
446,447,43.42
446,26495,43.35
446,144390,83.40
447,368,93.26
447,446,43.42
447,26489,45.64
447,26492,44.45
448,896,44.45
448,110230,80.13
448,193778,12.23
449,373,153.95
449,898,43.37
450,27406,38.64
450,45999,73.08
450,234404,3.94
451,381,115.10
451,26703,99.36
451,26754,40.70
451,26776,29.84
452,12445,105.04
452,12447,46.18
452,48878,99.36
453,980,79.16
453,44572,54.46
453,144377,72.76
454,26461,31.97
454,64966,117.20
454,205561,104.86
455,27441,25.86
455,66529,15.85
455,178999,23.50
456,457,64.26
456,12844,52.66
457,458,8.44
457,229539,26.85
458,457,8.44
458,155765,44.54
458,229591,11.34
459,460,55.49
459,137703,205.82
460,459,55.49
460,12819,96.22
460,12820,132.06
460,20410,36.84
461,12757,40.57
461,12803,75.15
461,49396,43.90
461,109093,73.87
462,12803,38.58
462,12805,109.65
462,102940,37.61
463,138252,17.82
463,221690,45.41
463,221691,11.12
464,465,104.86
464,45268,43.05
464,66096,20.29
465,464,104.86
465,12761,59.51
465,45269,47.41
466,12758,36.10
466,12761,33.71
466,12772,104.58
466,137711,34.76
467,12738,44.54
467,12762,36.80
467,12776,110.68
467,12780,38.58
468,12705,58.07
468,109098,28.52
468,232503,2.44
469,470,38.66
469,12694,124.64
469,12703,51.92
469,137719,37.20
470,469,38.66
470,12691,27.49
470,12816,96.58
471,73621,26.68
471,107297,84.66
471,168388,78.32
472,780,57.83
472,786,57.45
472,218009,7.78
473,394,24.93
473,11956,113.70
474,1918,240.24
474,123558,38.40
474,124268,41.46
475,89857,46.81
475,98215,29.28
475,98217,43.90
475,151288,50.98
476,124689,45.57
476,180028,35.78
476,180030,43.58
477,25763,48.01
477,25779,18.93
477,124689,26.03
477,179985,21.70
478,25773,20.04
478,154935,8.90
478,179985,147.40
479,653,36.62
479,26271,111.48
479,53537,86.65
479,53538,37.26
480,25765,50.05
480,26275,54.20
480,26276,43.37
480,193371,107.66
481,482,52.27
481,25778,63.42
481,124235,32.51
482,481,52.27
482,25780,32.53
482,123668,8.90
483,3727,43.42
483,26118,49.85
483,70190,56.72
483,216384,58.77
484,486,116.02
484,5494,30.04
484,98255,8.90
485,124057,7.68
485,179979,34.48
486,124048,9.90
486,124056,7.59
487,98166,15.57
487,98250,8.90
487,222063,6.50
488,3556,24.93
488,98246,7.86
489,103684,5.56
490,12083,30.04
490,12084,74.80
491,1915,34.96
491,90194,25.20
491,123557,7.78
492,1859,47.70
492,1862,176.81
493,1873,28.41
493,179894,10.31
493,199609,36.86
494,1866,57.90
494,17945,25.33
494,179894,32.72
495,496,81.65
495,2142,6.60
495,3548,36.84
496,495,81.65
496,1862,53.38
496,27785,56.59
497,2719,60.06
497,11966,16.29
497,217887,8.90
498,11989,97.55
498,123139,10.91
499,3455,43.38
499,3458,208.14
499,3459,201.62
499,3462,42.25
500,3451,201.61
500,3452,204.87
500,3455,74.51
500,3474,93.43
501,502,87.87
501,3443,198.35
501,3444,202.70
501,3447,44.49
502,501,87.87
502,122682,7.78
502,180441,81.29
503,3524,179.94
503,3526,47.83
503,3904,61.17
503,217862,70.45
504,531,140.91
504,3440,176.75
504,3529,72.28
504,3906,53.39
505,1963,150.18
505,3980,45.86
505,235620,7.59
506,3978,42.28
506,218028,6.67
507,3977,41.18
507,88240,8.67
507,226359,231.35
508,3419,68.95
508,3946,67.86
508,3948,115.96
508,12064,109.51
509,2162,181.30
509,3959,46.62
509,3966,33.38
509,3969,47.69
510,124049,399.37
510,198977,8.67
511,123919,74.51
511,149892,10.07
511,221266,55.32
512,2152,112.33
512,5417,53.11
512,5475,54.50
512,122581,47.70
513,5427,59.62
513,98264,5.42
513,217873,4.95
514,1856,39.58
514,1857,50.63
514,3552,52.78
515,516,60.85
515,5398,111.68
516,40788,125.72
516,122789,9.75
516,123700,21.81
517,5391,42.28
517,122694,68.95
518,521,121.40
518,1895,55.64
518,1933,50.05
518,11874,56.37
519,3516,50.08
519,3911,65.04
519,122692,181.28
519,122700,58.54
520,5370,105.66
520,176163,116.18
521,518,121.40
521,1932,51.20
521,203542,9.82
522,217913,7.59
522,217914,4.45
523,3505,55.27
523,3506,60.05
523,122798,6.60
524,3507,54.19
524,12150,11.12
525,1954,68.29
525,3908,56.71
525,122688,5.56
526,527,113.89
527,1893,64.25
527,1912,31.43
527,180450,100.11
528,1901,59.62
528,1917,15.57
528,1956,96.25
528,3439,17.34
528,201302,10.24
529,530,47.70
529,1890,116.76
529,1957,47.69
529,98268,226.90
530,529,47.70
530,1889,162.38
531,504,140.91
531,3530,74.05
532,587,153.94
532,830,48.99
533,221587,9.47
533,221588,6.50
534,21143,88.14
534,53465,65.65
534,199187,7.59
535,796,45.71
535,25319,112.75
535,46741,74.80
536,11914,48.94
536,44873,84.68
536,165349,120.61
537,4163,15.85
537,6774,3.98
537,200101,347.63
538,165031,60.87
539,12629,48.84
539,12634,131.60
539,45253,35.10
539,66109,169.19
540,66256,21.38
540,66284,112.67
540,144378,161.06
540,186773,5.66
541,12586,76.96
541,183841,10.72
542,27517,40.55
542,66159,104.06
542,178932,78.53
543,26523,212.18
543,26530,31.33
543,26531,49.72
543,66153,42.10
544,46202,144.28
544,46203,61.90
544,199385,63.82
545,26516,41.47
545,46202,119.00
545,66205,30.90
546,350,58.20
546,12840,13.66
546,156158,10.14
546,178935,22.76
547,226413,154.99
548,176010,102.30
548,218672,151.72
549,226856,125.64
550,819,46.71
550,11908,136.61
551,820,46.71
551,11909,129.03
552,10032,32.32
552,10034,21.24
552,10080,80.26
552,174030,35.12
553,10051,56.06
553,17730,56.89
554,1582,75.40
555,27871,660.88
556,4118,20.34
556,85516,192.66
557,6970,249.10
557,17738,79.20
557,229980,70.67
558,7033,15.57
558,85540,38.71
558,218756,31.74
559,105371,17.32
559,106632,37.47
559,162780,97.56
560,4996,158.45
560,44324,49.70
560,44326,44.48
560,117097,39.68
561,562,187.24
561,240121,289.40
562,1748,51.70
562,69370,32.31
563,7195,157.58
564,115690,71.49
564,223553,30.30
565,54554,52.15
565,221123,109.77
565,223566,98.88
566,7363,23.05
566,54570,81.03
566,163668,25.23
567,7000,53.35
567,22304,4.58
568,11696,182.67
568,11699,45.08
568,122205,354.64
569,11689,83.62
569,11745,131.89
569,97000,53.70
569,98685,113.68
570,7145,1424.33
570,45955,200.01
571,6773,104.03
571,165094,33.46
572,165099,41.20
573,1100,78.37
573,86900,42.49
574,233651,6.36
575,574,50.53
575,44718,55.51
576,8801,46.69
576,89932,27.47
577,3175,15.53
577,9826,177.90
577,18228,14.14
578,577,138.18
578,3176,15.14
578,18354,13.15
579,18063,20.02
579,162633,38.68
579,217711,14.24
580,162631,10.94
581,3167,17.82
581,17443,17.79
581,46216,169.30
582,29813,94.43
582,45399,13.34
582,237730,53.40
583,30971,15.81
583,51871,34.47
583,162363,8.95
584,51880,30.97
584,162362,14.77
584,164879,68.58
584,231943,11.23
585,78057,142.61
586,594,127.95
586,802,44.53
586,21130,47.69
587,829,50.10
587,834,61.81
588,193344,27.11
588,193748,104.23
588,199192,8.90
588,236268,13.00
589,595,53.11
589,597,62.89
589,810,45.60
590,597,75.89
590,811,45.60
590,86995,33.61
591,98197,14.48
591,112718,23.03
592,25313,50.92
592,223245,172.82
592,227180,21.70
593,9555,48.88
593,155920,15.60
594,586,127.95
594,806,45.64
594,21123,83.43
594,21194,42.28
595,589,53.11
595,21185,82.28
595,21194,40.11
596,21180,40.03
596,21196,50.20
596,234391,12.56
597,589,62.89
597,590,75.89
597,21200,77.90
