u,v,w
67,68,4.7078
68,67,4.7078
67,77,2.4053
77,67,2.4053
68,69,3.4601
69,68,3.4601
68,78,1.3042
78,68,1.3042
69,79,2.7602
79,69,2.7602
70,71,4.7948
71,70,4.7948
70,80,2.7460
80,70,2.7460
71,72,1.7156
72,71,1.7156
71,81,4.5036
81,71,4.5036
72,73,1.6335
73,72,1.6335
72,82,3.5508
82,72,3.5508
73,74,2.2574
74,73,2.2574
73,83,2.7418
83,73,2.7418
74,75,2.7252
75,74,2.7252
74,84,1.1588
84,74,1.1588
75,76,2.2134
76,75,2.2134
75,85,2.6952
85,75,2.6952
76,77,3.2255
77,76,3.2255
76,86,1.3030
86,76,1.3030
77,78,4.7897
78,77,4.7897
77,87,1.5081
87,77,1.5081
78,79,4.4302
79,78,4.4302
78,88,2.9564
88,78,2.9564
79,89,2.4565
89,79,2.4565
80,81,1.9588
81,80,1.9588
80,90,1.4946
90,80,1.4946
81,82,2.8721
82,81,2.8721
81,91,2.4706
91,81,2.4706
82,83,3.9089
83,82,3.9089
82,92,3.5559
92,82,3.5559
83,84,1.0012
84,83,1.0012
83,93,1.8183
93,83,1.8183
84,85,2.4768
85,84,2.4768
84,94,4.1348
94,84,4.1348
85,86,3.7286
86,85,3.7286
85,95,1.9178
95,85,1.9178
86,87,4.7488
87,86,4.7488
86,96,4.2084
96,86,4.2084
87,88,1.0618
88,87,1.0618
87,97,4.9893
97,87,4.9893
88,89,2.9686
89,88,2.9686
88,98,1.3127
98,88,1.3127
89,99,4.4209
99,89,4.4209
90,91,2.4717
91,90,2.4717
91,92,2.5406
92,91,2.5406
92,93,3.5551
93,92,3.5551
93,94,1.3327
94,93,1.3327
94,95,2.2111
95,94,2.2111
95,96,3.1358
96,95,3.1358
96,97,4.3671
97,96,4.3671
97,98,2.7267
98,97,2.7267
98,99,4.5775
99,98,4.5775
