u,v,metres
74,4556,8.14
74,9149,72.26
74,97678,7.70
75,52,90.20
75,81,144.10
75,84,91.02
75,96602,136.44
76,4628,180.01
76,110550,32.77
77,70,23.95
77,109500,41.25
78,91,70.29
78,4542,68.20
79,81,326.42
79,94191,5.43
79,96596,108.79
80,2979,7.43
80,110546,45.93
81,72,127.61
81,75,144.10
81,79,326.42
81,4557,80.26
82,83,204.00
82,84,56.47
82,3078,138.83
83,82,204.00
83,85,75.35
83,2979,114.77
84,75,91.02
84,82,56.47
84,4558,34.42
85,83,75.35
85,4557,122.56
85,4558,144.42
86,87,89.68
86,97629,12.78
86,97631,40.39
87,86,89.68
87,88,259.27
87,3123,58.90
88,87,259.27
88,89,167.43
88,92,93.19
89,88,167.43
89,91,88.12
89,97637,77.90
90,9222,44.95
90,9230,64.51
91,78,70.29
91,89,88.12
91,92,266.34
92,88,93.19
92,91,266.34
92,93,262.39
93,92,262.39
93,9203,50.81
93,99670,20.62
94,9177,9.98
94,119458,32.84
95,116482,129.98
96,60456,11.90
97,42754,82.43
97,54668,9.19
97,54671,21.81
98,6064,91.47
98,123155,6.74
99,9590,120.11
99,9612,43.24
100,63459,441.43
101,58,51.62
102,97,127.08
102,17092,76.36
103,3046,5431.40
104,2912,823.68
105,119393,288.55
106,2761,18.45
106,119342,25.55
107,26349,2130.17
108,119708,606.91
109,65199,1319.69
110,3661,205.74
111,22411,17.18
111,122920,21.50
112,10362,114.24
112,60401,25.35
113,1033,24.10
113,3812,31.32
114,2178,29.16
114,11617,112.38
114,108193,8.01
115,26347,9.90
115,63783,96.78
116,102695,85.08
116,102739,15.34
117,4625,4775.99
117,99082,55.35
117,102850,17.52
119,119406,221.45
119,119413,8.33
120,2860,25.01
121,64130,228.77
121,115716,172.21
122,61668,71.61
123,17415,296.95
123,95298,156.05
124,3243,141.80
124,86070,7.31
125,2330,80.86
125,12993,13.64
126,2319,10.16
126,60395,388.27
127,1007,170.67
127,2315,10.96
128,98128,12.86
129,2333,13.92
129,3009,126.62
130,19274,70.63
130,65704,11.16
130,121840,177.67
131,19282,104.17
131,60381,125.37
132,12658,20.04
132,60382,90.27
133,1133,59.81
133,115370,178.16
134,133,133.49
134,19116,14.06
134,121776,14.58
135,134,153.21
135,19277,11.30
135,67693,17.90
136,60390,23.39
136,61936,22.81
137,114183,16.22
138,22425,42.37
139,119678,101.37
140,4942,115.61
140,29076,30.12
141,4941,37.77
142,45408,243.45
142,119355,10.43
142,119371,109.43
143,111629,12.24
143,111636,136.15
143,111641,398.27
144,100535,20.91
144,110069,196.54
144,112596,95.66
145,30679,111.86
145,108708,31.84
145,112592,94.33
146,12662,32.63
146,18952,175.20
147,148,428.55
148,119663,25.41
149,12624,14.99
149,17141,36.46
150,13183,26.17
150,20634,77.36
151,152,15.21
152,3564,32.21
153,154,14.04
153,64163,124.67
154,155,16.63
154,12496,211.58
155,156,45.81
156,1282,1086.73
156,12641,11.51
157,151,13.32
157,12637,905.81
158,159,343.15
158,62727,40.73
159,62730,7.03
159,65462,94.40
160,65459,19.38
160,96048,35.37
161,65854,70.20
161,97983,8.33
162,2157,21.64
163,39659,12.18
163,65838,9.38
163,121883,142.75
164,12634,10.20
164,61505,188.22
165,12630,14.28
165,61503,94.84
166,98085,9.97
167,158,100.71
168,98086,46.88
169,120346,229.61
170,65457,159.49
171,6757,20.37
171,120442,445.74
172,171,143.08
173,27744,14.52
173,120444,14.99
174,115364,83.36
175,28456,145.86
176,2173,113.46
176,12986,14.28
177,122035,3.92
178,2647,16.81
178,115449,37.54
179,178,236.93
179,3129,105.81
180,179,146.34
180,181,149.76
181,180,149.76
181,182,45.12
182,181,45.01
182,183,185.35
183,182,185.35
183,94970,39.27
184,12600,68.21
184,12603,13.64
185,191,36.71
186,1893,28.74
187,2326,741.33
187,3195,17.85
188,193,19.12
188,1869,67.66
189,188,25.82
190,125,16.62
190,2323,95.22
191,189,23.29
191,119702,109.52
192,1837,78.35
192,1840,8.61
193,187,30.01
194,192,85.72
194,1839,80.62
195,489,141.29
195,122804,48.62
196,194,87.26
197,122800,16.56
197,122802,8.33
198,162,626.51
199,65839,382.67
199,65840,8.61
200,5886,38.14
200,122097,11.12
201,3344,162.68
201,17764,139.17
201,17802,18.88
201,17831,97.06
202,18781,56.84
202,18861,115.11
203,2664,23.84
203,19015,45.59
203,19033,61.16
204,18938,19.90
204,18958,48.70
204,18964,92.65
205,10142,52.41
205,10171,105.52
205,10174,64.50
205,10574,53.29
206,10084,49.27
206,10489,111.62
206,92327,6.96
207,3100,483.18
208,27446,37.90
208,27455,51.50
209,227,36.18
210,390,208.54
210,94975,14.28
211,4199,12.70
211,96692,90.76
212,12451,97.05
212,12610,11.51
213,4201,17.24
214,211,20.51
215,216,19.54
216,219,26.05
217,2964,31.98
218,2309,12.10
218,48298,95.13
219,217,12.40
219,365,63.82
220,98002,6.94
221,96690,17.07
221,97261,111.98
222,931,12.59
222,12356,35.82
222,97410,64.60
223,97411,12.36
223,97412,43.11
224,394,170.10
224,122529,28.85
225,411,134.77
225,3008,98.08
225,94978,12.36
226,218,33.24
227,48243,13.32
227,48281,125.17
227,102223,52.95
228,2975,177.33
228,65215,129.98
229,2984,12.70
229,6049,73.83
229,122450,25.11
230,47606,32.42
230,95020,20.64
231,1632,143.71
231,54795,114.74
231,96441,33.21
231,96506,65.97
232,54313,86.74
232,98053,14.28
233,615,108.03
233,1377,85.63
233,2553,132.74
233,90483,89.21
234,67966,9.69
235,738,85.50
235,2954,12.59
235,68209,59.53
236,3129,273.53
236,96652,26.68
236,96653,11.41
237,523,78.98
237,651,91.72
237,51792,11.81
238,525,395.61
238,12505,13.31
239,60394,10.96
239,60396,51.78
239,60397,44.79
240,245,149.40
240,263,91.28
240,10989,293.86
241,268,106.45
241,274,107.20
241,286,74.22
241,327,76.17
242,293,77.93
242,376,70.02
242,2961,10.96
243,259,111.33
243,263,77.69
243,264,72.91
243,13167,36.17
244,242,73.79
244,2962,9.20
245,240,149.40
245,329,64.65
245,97472,121.14
246,244,75.53
246,378,74.80
246,61273,9.20
247,329,81.14
247,97465,53.03
247,97481,14.15
248,246,74.00
248,379,78.39
248,2963,8.01
249,10986,146.99
249,11102,67.26
249,11105,74.18
250,393,65.34
250,407,169.91
250,2958,8.24
251,252,151.91
251,267,110.09
251,10990,60.33
251,10991,52.74
252,251,151.91
252,253,76.61
252,258,105.97
252,98546,25.40
253,252,76.61
253,254,74.45
253,259,106.45
253,98545,24.44
254,253,74.45
254,255,74.00
254,97454,31.70
254,97460,36.53
255,254,74.00
255,97453,33.63
255,97456,66.42
255,97471,81.28
256,272,110.08
256,48287,28.71
257,10991,52.59
257,10994,59.23
257,11102,52.02
257,108270,54.68
258,252,105.97
258,259,74.22
258,108279,76.15
258,108284,38.47
259,243,111.33
259,253,106.45
259,258,74.22
259,260,76.85
260,259,76.85
260,261,73.93
260,97460,69.45
260,97462,68.95
261,260,73.93
261,265,103.79
261,97469,125.04
261,97471,31.70
262,256,105.78
262,2970,18.47
262,48286,31.90
263,240,91.28
263,243,77.69
263,11105,73.88
263,108282,40.41
264,243,72.91
264,265,75.77
264,329,32.42
264,97462,44.52
265,261,103.79
265,264,75.77
265,97467,132.60
265,97481,28.83
266,296,103.08
266,303,99.93
266,979,19.31
266,98552,64.88
267,251,110.09
267,285,102.82
267,2770,75.30
267,108266,53.60
268,241,106.45
268,269,78.55
268,2770,74.88
268,98543,54.50
269,268,78.55
269,270,72.05
269,286,107.47
269,98544,53.95
270,269,72.05
270,271,75.08
270,287,108.62
270,97454,73.84
271,270,75.08
271,288,107.65
271,2968,161.48
271,97451,31.70
272,289,103.08
272,2968,19.10
272,108258,73.79
273,274,149.97
273,279,107.20
273,285,106.69
273,10977,149.08
274,241,107.20
274,273,149.97
274,275,74.88
274,295,41.61
275,274,74.88
275,276,74.45
275,280,104.28
275,286,105.03
276,275,74.45
276,277,75.30
276,287,104.31
276,97588,56.62
277,276,75.30
277,97587,55.65
277,97594,76.61
277,97597,38.71
278,284,106.45
278,2966,14.59
278,97909,62.30
279,273,107.20
279,2769,75.77
279,2959,134.27
279,101103,115.25
280,275,104.28
280,281,75.29
280,282,75.30
280,2962,148.80
281,280,75.29
281,2769,77.92
281,11295,40.22
281,108247,45.02
282,280,75.30
282,283,74.69
282,61273,149.76
282,97588,46.47
283,282,74.69
283,2963,148.10
283,97587,49.60
283,97591,92.67
284,226,120.24
284,2965,14.99
284,48296,51.24
285,267,102.82
285,273,106.69
285,327,76.02
285,10979,143.91
286,241,74.22
286,269,107.47
286,275,105.03
286,287,75.77
287,270,108.62
287,276,104.31
287,286,75.77
287,288,74.88
288,271,107.65
288,287,74.88
288,97586,30.74
288,97596,73.13
289,278,106.93
289,2967,15.85
289,97908,41.24
290,361,194.46
290,97478,25.14
291,333,27.35
291,10989,76.55
292,294,47.95
292,295,73.18
292,11294,29.15
293,250,73.13
293,401,68.73
293,2960,9.20
294,292,47.95
295,274,41.61
295,292,73.18
295,11295,26.63
296,266,103.08
296,10979,85.28
296,48358,26.37
297,10977,80.73
297,43199,13.31
297,43201,9.20
298,10976,51.01
298,43202,63.41
298,43208,70.69
299,300,20.88
299,320,100.12
299,48357,90.02
300,299,20.88
300,302,23.78
300,303,99.56
301,2957,11.16
301,43207,76.21
302,300,23.78
302,10980,29.60
302,10988,109.59
303,266,99.93
303,300,99.56
303,48357,21.50
303,98553,71.34
304,306,38.85
304,330,32.95
304,13220,8.33
305,330,31.23
305,6529,112.70
305,10992,159.72
306,304,38.85
306,350,87.68
306,91666,37.14
307,12999,51.33
307,110458,117.85
307,116178,11.95
308,356,95.86
308,358,140.79
308,4050,55.65
308,116058,81.62
309,341,38.89
309,359,59.58
309,110445,34.98
309,110462,32.29
310,6529,73.78
310,6531,54.60
310,13003,32.82
311,324,67.16
311,6531,44.32
311,119466,11.37
312,314,9.20
312,354,36.31
313,112929,62.68
313,116058,146.10
314,312,9.20
314,356,35.14
314,119560,40.81
315,38474,16.02
316,317,151.97
316,318,47.44
316,37747,46.69
317,316,151.97
317,318,101.19
317,4055,54.54
318,316,47.44
318,317,101.19
318,4050,60.73
319,320,41.86
319,978,211.23
319,981,183.66
319,982,62.50
320,299,100.12
320,319,41.86
320,322,65.09
320,25780,125.01
321,1887,336.43
321,25780,83.37
321,122800,50.57
322,320,65.09
322,11099,113.80
322,91307,60.73
323,321,42.17
323,11099,96.66
324,307,93.91
324,12526,12.60
325,30167,134.03
325,60445,17.88
326,2770,66.57
327,241,76.17
327,285,76.02
327,2770,105.72
328,10986,60.83
328,10989,7.03
328,13229,170.24
329,245,64.65
329,247,81.14
329,264,32.42
329,13167,66.42
330,304,32.95
330,305,31.23
330,10993,157.57
330,13003,128.31
331,332,61.03
331,10993,38.63
331,110445,66.89
332,331,61.03
332,333,25.01
332,110445,21.09
333,291,27.35
333,332,25.01
333,10992,96.80
334,347,43.75
334,91652,153.02
335,348,28.99
335,349,67.28
335,12994,88.05
335,110461,23.30
336,337,122.21
336,348,11.37
336,360,68.03
337,336,122.21
337,1890,60.93
338,91652,25.37
339,346,60.49
339,360,43.64
339,91652,74.27
340,341,57.02
340,359,36.94
340,11291,74.97
341,309,38.89
341,340,57.02
341,358,71.93
342,352,23.61
343,344,70.82
343,345,47.25
343,352,46.59
344,343,70.82
344,354,41.03
344,119559,26.40
345,343,47.25
345,353,46.90
345,4048,61.87
346,339,60.49
346,121773,72.28
347,2802,230.83
347,121773,148.58
348,335,28.99
348,336,11.37
348,14698,103.14
349,335,67.28
349,10995,42.41
349,110462,29.86
350,306,87.68
350,10995,34.05
350,91718,26.93
351,61358,123.81
351,99246,8.24
352,342,23.61
352,343,46.59
352,353,46.32
353,345,46.90
353,352,46.32
353,110491,65.59
354,312,36.31
354,344,41.03
354,121773,172.40
355,356,72.64
356,308,95.86
356,314,35.14
356,355,72.64
357,11291,16.48
357,99148,16.67
358,308,140.79
358,341,71.93
358,11291,52.02
359,309,59.58
359,340,36.94
359,360,39.04
359,110461,41.49
360,336,68.03
360,339,43.64
360,359,39.04
360,91665,47.52
361,290,194.46
361,6529,36.94
361,97479,21.63
362,6530,68.20
362,6531,39.86
362,97475,25.84
363,6532,8.14
363,97478,17.00
364,13207,60.28
365,248,76.86
365,374,86.49
366,369,95.70
366,375,75.77
366,385,28.55
366,94940,79.35
367,94975,96.37
367,115928,42.83
368,376,101.86
368,382,61.21
368,396,46.26
368,399,77.49
369,216,155.71
369,366,95.70
370,383,111.33
370,398,26.26
370,94974,119.03
371,372,95.70
371,385,89.51
371,13257,85.72
371,97529,50.80
372,369,118.06
372,371,95.70
373,374,73.14
373,379,9.20
373,97553,39.28
374,365,86.49
374,373,73.14
374,94940,6.05
375,366,75.77
375,388,28.43
375,97553,44.76
376,242,70.02
376,368,101.86
376,377,61.86
376,401,72.54
377,376,61.86
377,378,88.60
377,381,18.97
377,11103,53.25
378,246,74.80
378,377,88.60
378,379,76.02
378,57587,48.63
379,248,78.39
379,373,9.20
379,378,76.02
380,382,89.43
380,388,45.36
380,57587,49.14
381,377,18.97
382,368,61.21
382,380,89.43
382,387,32.95
382,11103,45.72
383,370,111.33
383,389,136.71
383,392,63.41
383,94977,123.40
384,397,110.05
384,410,131.37
385,366,28.55
385,371,89.51
385,13258,82.03
386,388,30.74
386,389,87.84
386,391,40.85
386,13258,22.78
387,382,32.95
387,391,94.61
387,392,23.76
388,375,28.43
388,380,45.36
388,386,30.74
389,383,136.71
389,386,87.84
389,13257,20.62
389,97528,48.47
390,384,133.07
390,94976,14.28
390,123173,48.47
391,386,40.85
391,387,94.61
391,392,118.07
392,383,63.41
392,387,23.76
392,391,118.07
392,396,61.04
393,250,65.34
393,401,76.29
393,11286,171.28
393,97287,36.53
394,224,170.10
394,395,114.75
394,11284,72.70
395,394,114.75
395,48362,63.18
395,48363,54.22
396,368,46.26
396,392,61.04
396,97290,81.06
397,406,118.08
397,94974,12.36
397,97260,77.42
398,370,26.26
398,403,66.19
398,97290,71.93
399,368,77.49
399,404,69.66
399,97290,47.91
399,122477,6.05
400,401,33.62
400,97288,14.58
401,293,68.73
401,376,72.54
401,393,76.29
401,400,33.62
402,403,45.02
403,398,66.19
403,402,45.02
403,404,120.00
403,405,26.05
404,399,69.66
404,403,120.00
404,11285,153.51
404,97287,72.09
405,403,26.05
405,408,54.22
405,97285,88.60
406,225,221.73
406,97525,53.26
407,224,71.68
407,11286,11.28
408,405,54.22
408,409,100.75
408,94973,61.93
409,408,100.75
409,48361,39.44
409,48365,14.04
410,384,131.37
410,415,109.82
410,426,126.96
410,97526,55.89
411,225,134.77
411,4053,7.29
411,97282,115.93
412,416,105.03
412,427,129.83
412,2299,80.08
412,97526,57.36
413,2348,122.17
413,2955,152.22
413,98550,7.03
414,417,117.01
414,2346,81.12
415,410,109.82
415,416,113.95
415,418,121.09
415,97260,54.92
416,412,105.03
416,415,113.95
416,419,124.80
416,424,85.95
417,420,117.01
417,467,72.34
418,415,121.09
418,419,112.88
418,97259,63.41
418,97282,99.91
419,416,124.80
419,418,112.88
419,422,98.97
419,97281,51.21
420,2347,62.45
420,99801,74.69
421,422,59.19
422,419,98.97
422,421,59.19
422,2307,62.74
423,424,111.13
423,2297,73.57
423,2299,7.29
424,416,85.95
424,423,111.13
424,2294,77.70
425,210,126.78
425,433,108.59
425,105252,10.20
426,410,126.96
426,431,47.22
426,433,108.50
426,123173,81.42
427,412,129.83
427,432,109.37
427,57644,53.54
427,98542,60.25
428,414,121.81
428,116591,47.91
429,57642,13.31
429,57644,21.55
429,57645,23.02
430,431,109.44
430,432,56.85
430,433,61.49
431,426,47.22
431,430,109.44
431,98542,12.10
432,427,109.37
432,430,56.85
432,13206,68.37
433,425,108.59
433,426,108.50
433,430,61.49
433,434,67.81
434,433,67.81
435,437,102.12
435,456,118.33
435,459,74.53
435,2345,131.98
436,1600,25.40
436,12455,71.21
437,435,102.12
437,457,117.01
437,472,134.39
437,12401,23.16
438,436,90.48
438,12453,73.13
438,54798,9.38
439,440,115.94
439,443,142.62
439,473,12.36
440,439,115.94
440,457,117.54
440,12413,69.73
440,12420,65.41
441,453,113.12
441,465,74.69
441,12420,53.83
441,97267,84.90
442,449,135.82
442,12454,52.60
442,97552,74.09
443,439,142.62
443,444,114.58
443,12395,28.55
444,443,114.58
444,12409,45.02
444,12413,76.35
444,97268,17.14
445,454,101.91
445,12416,52.10
445,12435,124.31
445,100365,35.50
446,2349,156.07
446,12452,30.81
446,12611,8.03
447,448,91.70
447,452,122.64
447,12455,151.05
447,97569,84.00
448,447,91.70
448,453,123.26
448,12441,29.51
448,12453,149.97
449,442,135.82
449,465,50.24
449,466,57.60
449,97551,88.30
450,12433,102.82
450,12435,14.06
450,12437,48.93
450,12446,87.10
451,455,125.04
451,12428,41.50
451,96695,9.53
452,447,122.64
452,453,93.89
452,456,116.48
452,97571,52.30
453,441,113.12
453,448,123.26
453,452,93.89
453,457,117.85
454,445,101.91
454,458,120.89
454,12419,40.42
455,870,54.94
455,12407,84.41
455,96694,8.99
456,435,118.33
456,452,116.48
456,457,101.43
456,97570,42.14
457,437,117.01
457,440,117.54
457,453,117.85
457,456,101.43
458,454,120.89
458,12392,160.82
458,12408,25.67
459,435,74.53
459,2356,53.61
459,97271,120.26
460,461,16.21
460,12387,83.39
460,12395,94.85
461,460,16.21
461,12372,125.43
461,12389,27.14
462,221,17.08
462,882,66.30
462,96690,8.01
463,464,49.01
463,97265,67.38
463,97266,72.61
464,463,49.01
464,2346,123.94
464,97569,31.71
464,116591,36.78
465,441,74.69
465,449,50.24
465,466,76.75
465,12429,98.18
466,449,57.60
466,465,76.75
466,12441,27.88
467,417,72.34
467,2356,118.64
467,2357,5.08
468,470,61.78
468,2345,137.53
468,2351,55.15
469,474,86.50
469,12378,10.76
469,12384,30.06
470,20,92.91
470,468,61.78
470,99800,10.16
471,2303,189.56
471,2345,84.06
471,12374,98.71
471,97560,65.58
472,437,134.39
472,474,106.26
472,2345,96.76
472,12374,80.08
473,439,12.36
473,12401,81.81
473,97194,52.75
474,469,86.50
474,472,106.26
474,97194,82.48
475,487,55.29
476,1029,15.28
476,62632,14.58
476,62884,48.88
477,62632,12.86
478,1889,8.33
478,110696,48.12
479,476,13.20
479,478,15.04
480,1748,30.61
480,110757,43.10
481,2130,52.53
482,1015,20.49
483,486,45.75
483,1028,75.11
484,4051,9.98
484,91668,77.46
485,1069,120.96
485,63753,84.87
485,110701,8.03
485,110759,102.64
486,487,212.64
486,498,40.82
487,480,16.06
487,486,212.64
488,1884,136.22
488,11096,76.50
488,50840,133.77
489,1887,26.16
489,11096,219.36
490,499,63.24
490,1882,3.88
490,50840,72.41
491,1884,9.09
491,112861,18.47
491,112863,51.09
492,998,187.75
492,1002,37.95
492,112863,304.32
493,494,15.47
494,495,41.77
494,122722,118.12
495,2220,37.71
495,2226,21.57
496,1850,99.52
496,122537,62.42
497,1881,8.61
497,2220,350.68
497,111710,117.89
498,482,10.46
498,63753,93.96
499,490,63.24
499,1879,297.50
499,1881,251.77
500,501,26.87
500,51044,440.96
501,3675,7.76
502,1368,73.60
503,500,22.10
503,98032,38.82
504,51034,38.31
504,90326,76.47
504,98035,16.05
505,508,150.26
505,122352,177.51
506,507,124.44
506,105957,24.65
507,506,124.44
507,63119,8.01
507,98032,26.98
508,505,150.26
508,509,158.48
508,90326,75.77
509,508,158.48
509,98036,42.57
509,123384,6.35
509,123385,14.08
510,519,138.71
510,521,35.80
510,524,32.42
511,515,52.53
511,516,61.73
512,515,81.00
512,17133,42.69
512,51036,4.47
513,514,47.38
513,519,72.35
513,520,103.56
514,513,47.38
514,515,142.98
514,518,68.50
515,511,52.53
515,512,81.00
515,514,142.98
516,511,61.73
516,518,83.80
516,113251,185.19
517,505,205.57
517,113251,26.65
518,514,68.50
518,516,83.80
518,519,46.46
519,510,138.71
519,513,72.35
519,518,46.46
520,513,103.56
520,17133,170.30
520,51792,56.60
521,510,35.80
522,523,58.34
522,524,113.30
523,237,78.98
523,522,58.34
523,656,71.47
524,510,32.42
524,522,113.30
525,517,194.23
525,12504,12.11
526,1482,60.50
526,3671,26.11
527,61448,6.05
528,184,54.40
528,12601,53.76
529,62111,28.31
529,62114,34.15
529,65744,19.26
530,13894,40.72
530,13895,52.35
530,62110,73.18
530,69511,152.60
531,8324,54.30
531,8329,42.83
532,13212,17.89
532,79042,247.45
533,550,130.73
533,14312,79.30
533,120452,17.21
534,79128,32.96
534,79375,204.73
535,534,73.72
536,21072,45.39
536,21073,15.04
537,20796,25.00
537,20801,184.33
538,63584,74.51
538,122112,152.45
538,122127,7.78
539,61553,141.92
539,116625,43.41
539,122113,6.67
540,35986,47.63
540,35989,68.16
541,122135,25.08
542,78467,451.93
542,119669,23.78
543,544,29.20
543,80615,7.29
544,68035,8.14
545,47255,79.33
545,47279,14.76
545,119437,7.78
546,14339,40.63
546,79364,40.89
546,100459,86.23
547,48000,46.65
547,91461,38.36
548,48236,111.00
548,105244,38.94
549,88444,23.78
549,90277,93.41
550,533,130.73
550,60777,64.25
550,60778,57.51
551,3065,10.86
551,56354,376.36
552,55710,28.43
552,55958,130.01
553,119546,283.17
553,119550,10.20
554,101130,450.71
554,103452,1051.11
554,119501,12.10
554,119509,517.57
555,100142,473.83
555,103429,7.42
556,119590,328.22
556,119592,7.76
557,2379,363.18
558,559,136.95
558,575,71.56
558,594,70.51
558,649,76.22
559,558,136.95
559,581,69.79
559,598,69.12
559,112963,55.15
560,567,69.37
560,2556,71.92
560,14228,99.97
560,37767,25.98
561,591,74.32
561,595,68.56
561,606,84.01
561,609,117.60
561,37767,105.22
562,621,62.19
562,622,93.63
562,2474,88.08
562,14228,71.71
563,564,88.52
563,805,91.35
563,808,9.20
564,563,88.52
564,14278,32.57
564,14280,21.53
565,567,68.53
565,628,63.00
565,90324,82.17
566,591,144.83
566,2565,70.19
566,2768,71.88
567,560,69.37
567,565,68.53
567,37768,52.54
568,585,44.48
568,817,64.00
568,12251,35.50
569,577,71.36
569,584,69.14
569,51794,59.53
570,573,163.28
570,2768,72.62
570,122586,35.10
571,12255,73.83
571,12263,3.48
571,12269,22.24
572,573,65.98
572,576,172.97
572,585,162.93
572,12263,39.94
573,570,163.28
573,572,65.98
573,577,167.75
573,2526,47.22
574,575,69.14
574,582,140.12
574,11274,71.88
575,558,71.56
575,574,69.14
575,581,138.60
576,572,172.97
576,577,69.06
576,584,67.25
576,12287,61.12
577,569,71.36
577,573,167.75
577,576,69.06
577,1487,70.95
578,581,143.46
578,1487,71.88
578,2546,15.66
578,2587,67.47
579,603,69.14
579,616,69.46
579,2588,137.55
580,616,135.80
580,620,69.46
580,2588,73.60
580,2591,158.98
581,559,69.79
581,575,138.60
581,578,143.46
581,582,70.87
582,574,140.12
582,581,70.87
582,1487,143.08
582,2535,50.38
583,589,18.76
583,640,144.77
583,679,48.61
584,569,69.14
584,576,67.25
584,97374,54.24
585,568,44.48
585,572,162.93
585,122586,31.94
586,14273,68.38
586,14290,38.48
586,108842,59.44
587,635,97.52
587,12269,50.76
587,12292,111.84
587,51077,164.04
588,589,137.35
588,638,73.37
588,12287,39.23
588,12292,37.39
589,583,18.76
589,588,137.35
589,2534,24.77
590,591,66.41
590,2768,142.53
590,37769,33.62
591,561,74.32
591,566,144.83
591,590,66.41
591,37768,101.24
592,699,118.15
592,701,73.58
592,2569,58.34
593,594,141.78
593,604,70.83
593,701,40.04
593,112963,17.40
594,558,70.51
594,593,141.78
594,605,71.56
595,561,68.56
595,596,90.90
595,2565,71.36
596,595,90.90
596,609,65.87
596,613,142.73
596,2559,74.75
597,613,141.18
597,614,70.51
597,698,143.94
597,2595,74.02
598,559,69.12
598,2587,77.71
598,112965,35.92
599,600,123.15
599,611,222.37
599,614,72.62
599,615,66.71
600,599,123.15
600,601,109.48
600,2591,32.38
601,600,109.48
601,602,132.56
601,699,71.71
602,601,132.56
602,603,140.53
602,2569,11.81
602,2588,60.76
603,579,69.14
603,602,140.53
603,62715,41.32
604,593,70.83
604,605,140.48
604,2569,63.55
605,594,71.56
605,604,140.48
605,62715,28.14
606,561,84.01
606,608,99.62
606,2556,40.83
607,608,70.31
607,610,261.41
607,621,94.14
607,622,57.73
608,606,99.62
608,607,70.31
608,609,71.79
608,611,221.42
609,561,117.60
609,596,65.87
609,608,71.79
609,612,180.35
610,607,261.41
610,611,69.33
610,615,263.70
610,623,106.00
611,599,222.37
611,608,221.42
611,610,69.33
611,612,70.14
612,609,180.35
612,611,70.14
612,613,70.14
612,614,182.28
613,596,142.73
613,597,141.18
613,612,70.14
613,2525,74.69
614,597,70.51
614,599,72.62
614,612,182.28
614,699,185.09
615,233,108.03
615,599,66.71
615,610,263.70
615,2571,160.31
616,579,69.46
616,580,135.80
616,619,71.56
617,1401,83.81
617,112968,56.18
617,112969,67.03
617,112983,86.95
618,619,91.69
618,1376,119.19
