u,v,w
273,328,33.143260
328,273,33.143260
273,160,41.552580
160,273,41.552580
393,95,52.465425
95,393,52.465425
115,12,29.236414
12,115,29.236414
162,69,52.169109
69,162,52.169109
335,258,49.992346
258,335,49.992346
260,374,16.025003
374,260,16.025003
226,100,20.754427
100,226,20.754427
366,277,24.658911
277,366,24.658911
164,394,36.422683
394,164,36.422683
7,378,45.222331
378,7,45.222331
208,2,36.656046
2,208,36.656046
200,120,33.853458
120,200,33.853458
128,347,30.021690
347,128,30.021690
103,264,41.547083
264,103,41.547083
231,141,14.447436
141,231,14.447436
257,329,14.502386
329,257,14.502386
69,158,6.385269
158,69,6.385269
37,249,7.511585
249,37,7.511585
282,371,18.284514
371,282,18.284514
179,399,12.404440
399,179,12.404440
282,185,36.663810
185,282,36.663810
288,157,56.404710
157,288,56.404710
138,180,10.442284
180,138,10.442284
138,234,80.143048
234,138,80.143048
17,193,18.986227
193,17,18.986227
3,44,37.678006
44,3,37.678006
82,130,11.155729
130,82,11.155729
160,25,24.783179
25,160,24.783179
192,15,12.728640
15,192,12.728640
288,148,23.666335
148,288,23.666335
91,163,17.725440
163,91,17.725440
384,87,32.204239
87,384,32.204239
100,308,15.132995
308,100,15.132995
160,276,24.084488
276,160,24.084488
239,385,9.877778
385,239,9.877778
142,35,27.318146
35,142,27.318146
338,80,14.327956
80,338,14.327956
308,30,17.437855
30,308,17.437855
234,74,12.352507
74,234,12.352507
99,270,28.322300
270,99,28.322300
94,275,8.275310
275,94,8.275310
329,327,26.808585
327,329,26.808585
264,139,16.290309
139,264,16.290309
115,253,91.162730
253,115,91.162730
338,281,4.434524
281,338,4.434524
257,125,25.832416
125,257,25.832416
399,375,34.639873
375,399,34.639873
69,312,26.337221
312,69,26.337221
164,28,21.455858
28,164,21.455858
18,307,12.694627
307,18,12.694627
230,108,21.842899
108,230,21.842899
308,326,21.830262
326,308,21.830262
117,168,35.535716
168,117,35.535716
350,195,26.487876
195,350,26.487876
101,178,26.036743
178,101,26.036743
253,132,34.403191
132,253,34.403191
138,319,46.337847
319,138,46.337847
347,243,16.182205
243,347,16.182205
355,331,31.258318
331,355,31.258318
7,247,15.775535
247,7,15.775535
375,278,29.765395
278,375,29.765395
89,20,45.766654
20,89,45.766654
180,97,66.962014
97,180,66.962014
142,21,20.590237
21,142,20.590237
121,64,30.700446
64,121,30.700446
44,113,51.024181
113,44,51.024181
310,118,6.126988
118,310,6.126988
14,219,59.252929
219,14,59.252929
141,376,8.894490
376,141,8.894490
337,254,49.536882
254,337,49.536882
42,323,30.090199
323,42,30.090199
350,126,2.877013
126,350,2.877013
282,321,47.930009
321,282,47.930009
127,368,15.418810
368,127,15.418810
216,5,17.227663
5,216,17.227663
323,284,18.386136
284,323,18.386136
279,369,54.157474
369,279,54.157474
135,370,72.969436
370,135,72.969436
141,397,9.958158
397,141,9.958158
384,295,55.007484
295,384,55.007484
121,354,27.588095
354,121,27.588095
169,205,67.532355
205,169,67.532355
374,22,48.598895
22,374,48.598895
60,286,43.070318
286,60,43.070318
79,240,48.654434
240,79,48.654434
202,110,44.277270
110,202,44.277270
211,84,37.153301
84,211,37.153301
179,345,2.857587
345,179,2.857587
247,244,59.011645
244,247,59.011645
141,56,49.369483
56,141,49.369483
260,268,88.268696
268,260,88.268696
195,111,39.497679
111,195,39.497679
376,41,70.179446
41,376,70.179446
7,291,33.177734
291,7,33.177734
277,10,28.941910
10,277,28.941910
264,105,35.909765
105,264,35.909765
178,54,35.784105
54,178,35.784105
120,309,19.045682
309,120,19.045682
354,361,69.878336
361,354,69.878336
79,184,64.284333
184,79,64.284333
124,287,15.968230
287,124,15.968230
211,259,62.142527
259,211,62.142527
61,292,62.653527
292,61,62.653527
3,24,76.637175
24,3,76.637175
130,271,6.910884
271,130,6.910884
244,224,35.186976
224,244,35.186976
339,213,68.958529
213,339,68.958529
185,52,5.327203
52,185,5.327203
88,156,42.073516
156,88,42.073516
359,330,63.043472
330,359,63.043472
41,119,24.459049
119,41,24.459049
397,199,28.839907
199,397,28.839907
116,267,50.530265
267,116,50.530265
355,96,35.667465
96,355,35.667465
89,379,29.228241
379,89,29.228241
130,201,35.949685
201,130,35.949685
286,274,40.404144
274,286,40.404144
130,194,19.508167
194,130,19.508167
35,153,22.832049
153,35,22.832049
329,251,11.431429
251,329,11.431429
56,150,15.639872
150,56,15.639872
54,76,24.544172
76,54,24.544172
157,136,42.716943
136,157,42.716943
153,255,14.298865
255,153,14.298865
21,223,7.278937
223,21,7.278937
160,364,11.838554
364,160,11.838554
197,71,12.689127
71,197,12.689127
199,174,8.685181
174,199,8.685181
108,367,74.453133
367,108,74.453133
42,238,58.841334
238,42,58.841334
102,106,62.155109
106,102,62.155109
335,294,65.742940
294,335,65.742940
176,48,62.795231
48,176,62.795231
194,203,15.808071
203,194,15.808071
297,114,65.637306
114,297,65.637306
106,170,50.627761
170,106,50.627761
41,315,23.324102
315,41,23.324102
120,389,15.672721
389,120,15.672721
258,298,10.687381
298,258,10.687381
181,29,41.046533
29,181,41.046533
385,305,35.322663
305,385,35.322663
69,250,63.660995
250,69,63.660995
249,39,103.752447
39,249,103.752447
295,104,28.155826
104,295,28.155826
41,229,14.306318
229,41,14.306318
42,77,50.792673
77,42,50.792673
22,68,35.156825
68,22,35.156825
162,272,78.281064
272,162,78.281064
300,342,56.646925
342,300,56.646925
208,225,62.958869
225,208,62.958869
287,306,15.698957
306,287,15.698957
337,289,73.832765
289,337,73.832765
25,34,23.204575
34,25,23.204575
328,241,32.038190
241,328,32.038190
104,383,39.065689
383,104,39.065689
208,9,56.172251
9,208,56.172251
288,62,11.148390
62,288,11.148390
335,302,91.405026
302,335,91.405026
278,49,19.682659
49,278,19.682659
328,50,26.457132
50,328,26.457132
194,98,18.958562
98,194,18.958562
115,362,66.124553
362,115,66.124553
62,51,90.458184
51,62,90.458184
24,145,28.318146
145,24,28.318146
136,332,3.281884
332,136,3.281884
378,129,42.818813
129,378,42.818813
221,134,27.189840
134,221,27.189840
385,218,22.700031
218,385,22.700031
279,220,70.107286
220,279,70.107286
180,248,91.791190
248,180,91.791190
256,4,20.890288
4,256,20.890288
208,344,16.417654
344,208,16.417654
213,40,23.042952
40,213,23.042952
311,237,51.533081
237,311,51.533081
25,63,50.291195
63,25,50.291195
384,304,67.577056
304,384,67.577056
134,149,14.505089
149,134,14.505089
277,36,76.416361
36,277,76.416361
100,8,45.959614
8,100,45.959614
217,167,51.400355
167,217,51.400355
211,46,85.649186
46,211,85.649186
335,313,89.222067
313,335,89.222067
385,75,22.174567
75,385,22.174567
344,320,38.543330
320,344,38.543330
252,290,44.642283
290,252,44.642283
347,233,43.568832
233,347,43.568832
5,210,28.475906
210,5,28.475906
139,215,26.094691
215,139,26.094691
341,266,74.385803
266,341,74.385803
137,340,81.146073
340,137,81.146073
335,173,64.182276
173,335,64.182276
169,388,95.497529
388,169,95.497529
238,26,25.263317
26,238,25.263317
190,155,38.648476
155,190,38.648476
355,387,69.082370
387,355,69.082370
149,189,26.817137
189,149,26.817137
268,324,31.797790
324,268,31.797790
246,72,55.955534
72,246,55.955534
32,33,86.707923
33,32,86.707923
368,357,57.941696
357,368,57.941696
78,161,28.758648
161,78,28.758648
202,131,69.256306
131,202,69.256306
29,386,13.745213
386,29,13.745213
215,143,23.576938
143,215,23.576938
96,58,18.876392
58,96,18.876392
275,212,51.488596
212,275,51.488596
229,322,11.651386
322,229,11.651386
195,147,71.065520
147,195,71.065520
337,363,88.046806
363,337,88.046806
164,45,41.144248
45,164,41.144248
307,333,32.308112
333,307,32.308112
237,303,65.050811
303,237,65.050811
268,47,36.517242
47,268,36.517242
60,209,67.683156
209,60,67.683156
36,112,27.480666
112,36,27.480666
100,144,67.767903
144,100,67.767903
276,93,32.819164
93,276,32.819164
132,151,26.373981
151,132,26.373981
76,175,53.356487
175,76,53.356487
153,373,23.319658
373,153,23.319658
334,123,98.909128
123,334,98.909128
100,296,59.743420
296,100,59.743420
205,27,70.486646
27,205,70.486646
296,398,10.173242
398,296,10.173242
40,206,20.423220
206,40,20.423220
5,53,50.811277
53,5,50.811277
128,38,90.272134
38,128,90.272134
29,191,59.907079
191,29,59.907079
14,1,126.027366
1,14,126.027366
246,317,118.504219
317,246,118.504219
359,109,126.224268
109,359,126.224268
337,57,99.881798
57,337,99.881798
291,90,97.071057
90,291,97.071057
158,280,59.433042
280,158,59.433042
139,242,58.589694
242,139,58.589694
285,165,78.177269
165,285,78.177269
129,301,60.957768
301,129,60.957768
345,182,63.437728
182,345,63.437728
60,85,94.417519
85,60,94.417519
100,66,84.820012
66,100,84.820012
145,214,25.524083
214,145,25.524083
191,283,6.395080
283,191,6.395080
42,236,78.346066
236,42,78.346066
121,31,89.738173
31,121,89.738173
7,262,103.650552
262,7,103.650552
382,346,83.904546
346,382,83.904546
297,154,73.555389
154,297,73.555389
149,377,28.786136
377,149,28.786136
137,348,85.547259
348,137,85.547259
297,316,101.540530
316,297,101.540530
127,152,105.619457
152,127,105.619457
142,358,77.195006
358,142,77.195006
375,73,47.539738
73,375,47.539738
28,356,83.881581
356,28,83.881581
44,133,91.482602
133,44,91.482602
181,16,73.577006
16,181,73.577006
147,245,81.543668
245,147,81.543668
96,140,98.294211
140,96,98.294211
329,43,51.106771
43,329,51.106771
215,396,37.984194
396,215,37.984194
251,70,45.041514
70,251,45.041514
364,293,67.888728
293,364,67.888728
30,299,67.553088
299,30,67.553088
121,351,122.172857
351,121,122.172857
398,23,41.603905
23,398,41.603905
236,336,21.817937
336,236,21.817937
81,395,80.445536
395,81,80.445536
142,59,81.037132
59,142,81.037132
83,380,76.472624
380,83,76.472624
261,86,129.570919
86,261,129.570919
118,166,122.926081
166,118,122.926081
344,122,107.223513
122,344,107.223513
102,112,121.394990
112,102,121.394990
313,288,91.094497
288,313,91.094497
370,371,77.948022
371,370,77.948022
369,241,66.787029
241,369,66.787029
241,156,46.125872
156,241,46.125872
376,286,9.886885
286,376,9.886885
72,363,44.975394
363,72,44.975394
372,45,84.773006
45,372,84.773006
128,181,45.732072
181,128,45.732072
370,209,58.162887
209,370,58.162887
225,251,58.530936
251,225,58.530936
10,342,32.235227
342,10,32.235227
103,198,43.561129
198,103,43.561129
355,133,106.251500
133,355,106.251500
139,284,58.619218
284,139,58.619218
138,245,107.683337
245,138,107.683337
292,20,65.812914
20,292,65.812914
162,279,36.051511
279,162,36.051511
40,375,37.093148
375,40,37.093148
173,250,94.821141
250,173,94.821141
80,150,27.750385
150,80,27.750385
217,111,51.193299
111,217,51.193299
303,156,52.586059
156,303,52.586059
156,28,35.711066
28,156,35.711066
217,9,53.304889
9,217,53.304889
128,200,47.363139
200,128,47.363139
159,306,101.265068
306,159,101.265068
44,118,64.974818
118,44,64.974818
0,28,32.033319
28,0,32.033319
147,259,118.012274
259,147,118.012274
20,103,39.651658
103,20,39.651658
137,374,39.396156
374,137,39.396156
134,156,56.683180
156,134,56.683180
350,381,39.378812
381,350,39.378812
394,369,88.592907
369,394,88.592907
344,278,56.226478
278,344,56.226478
286,162,59.654256
162,286,59.654256
33,308,42.121019
308,33,42.121019
123,43,47.401764
43,123,47.401764
84,276,48.001253
276,84,48.001253
24,387,38.736208
387,24,38.736208
141,156,25.172922
156,141,25.172922
340,142,86.390389
142,340,86.390389
330,151,57.528202
151,330,57.528202
102,255,109.208625
255,102,109.208625
344,55,55.931872
55,344,55.931872
102,37,4.540312
37,102,4.540312
256,12,22.349315
12,256,22.349315
380,77,49.097161
77,380,49.097161
207,59,93.861013
59,207,93.861013
107,248,80.759435
248,107,80.759435
0,248,85.028511
248,0,85.028511
22,152,95.923314
152,22,95.923314
382,299,95.214283
299,382,95.214283
325,186,56.106015
186,325,56.106015
387,90,45.118374
90,387,45.118374
244,117,123.153211
117,244,123.153211
375,282,77.513886
282,375,77.513886
368,75,110.563693
75,368,110.563693
37,25,70.230922
25,37,70.230922
293,263,112.268167
263,293,112.268167
287,124,15.289667
124,287,15.289667
64,73,103.035214
73,64,103.035214
136,301,60.805637
301,136,60.805637
241,175,44.779950
175,241,44.779950
293,269,50.720261
269,293,50.720261
282,375,73.121847
375,282,73.121847
176,291,4.135029
291,176,4.135029
123,225,6.345812
225,123,6.345812
243,58,91.240161
58,243,91.240161
205,395,86.480185
395,205,86.480185
258,26,90.290722
26,258,90.290722
374,106,55.973269
106,374,55.973269
284,152,89.486194
152,284,89.486194
188,214,68.169677
214,188,68.169677
260,110,88.452246
110,260,88.452246
252,105,52.839215
105,252,52.839215
381,239,83.799233
239,381,83.799233
346,110,46.380685
110,346,46.380685
86,73,14.774009
73,86,14.774009
228,324,56.937581
324,228,56.937581
398,58,104.762797
58,398,104.762797
151,130,54.261019
130,151,54.261019
27,251,33.567004
251,27,33.567004
113,63,54.392034
63,113,54.392034
161,323,53.677789
323,161,53.677789
83,236,79.814216
236,83,79.814216
15,300,60.061407
300,15,60.061407
29,157,53.897613
157,29,53.897613
56,150,14.920453
150,56,14.920453
206,125,50.964962
125,206,50.964962
333,140,82.431241
140,333,82.431241
3,354,18.485384
354,3,18.485384
367,234,77.401218
234,367,77.401218
166,342,98.399794
342,166,98.399794
203,298,85.805040
298,203,85.805040
396,197,135.957181
197,396,135.957181
303,41,16.982410
41,303,16.982410
184,156,33.711337
156,184,33.711337
109,197,119.382814
197,109,119.382814
345,281,32.272906
281,345,32.272906
136,249,90.285777
249,136,90.285777
268,393,94.364288
393,268,94.364288
16,9,66.016748
9,16,66.016748
145,217,55.909399
217,145,55.909399
248,26,85.819343
26,248,85.819343
166,369,101.471536
369,166,101.471536
16,387,37.180348
387,16,37.180348
327,352,114.477574
352,327,114.477574
78,364,50.517312
364,78,50.517312
328,360,77.391764
360,328,77.391764
387,354,99.296123
354,387,99.296123
351,277,126.462537
277,351,126.462537
287,57,28.216265
57,287,28.216265
195,151,116.255565
151,195,116.255565
200,96,32.473251
96,200,32.473251
370,291,77.218586
291,370,77.218586
225,142,76.443659
142,225,76.443659
326,342,150.865310
342,326,150.865310
303,273,67.492511
273,303,67.492511
399,299,92.097263
299,399,92.097263
241,264,36.651392
264,241,36.651392
71,246,12.872513
246,71,12.872513
99,5,21.965636
5,99,21.965636
204,340,88.661949
340,204,88.661949
169,273,49.279063
273,169,49.279063
221,308,51.920514
308,221,51.920514
286,260,54.973016
260,286,54.973016
290,244,73.131686
244,290,73.131686
110,298,72.145143
298,110,72.145143
140,207,95.948064
207,140,95.948064
70,384,106.277308
384,70,106.277308
200,293,121.365246
293,200,121.365246
118,74,62.896894
74,118,62.896894
169,121,30.060030
121,169,30.060030
186,377,63.220688
377,186,63.220688
301,210,61.524905
210,301,61.524905
189,338,52.924721
338,189,52.924721
194,161,9.647215
161,194,9.647215
46,138,85.020883
138,46,85.020883
142,108,72.401304
108,142,72.401304
168,55,72.683450
55,168,72.683450
212,112,75.035293
112,212,75.035293
137,179,32.613127
179,137,32.613127
46,173,107.839495
173,46,107.839495
137,45,72.314120
45,137,72.314120
201,199,60.687553
199,201,60.687553
150,4,5.268793
4,150,5.268793
173,311,57.946997
311,173,57.946997
88,160,72.564460
160,88,72.564460
61,267,95.659905
267,61,95.659905
338,362,38.703158
362,338,38.703158
78,335,67.096094
335,78,67.096094
260,315,118.056219
315,260,118.056219
221,288,70.958324
288,221,70.958324
160,370,47.793330
370,160,47.793330
45,259,80.247032
259,45,80.247032
206,230,83.351081
230,206,83.351081
122,249,129.559879
249,122,129.559879
76,317,74.840741
317,76,74.840741
200,191,83.809821
191,200,83.809821
116,310,70.430753
310,116,70.430753
395,17,57.674750
17,395,57.674750
127,224,83.933005
224,127,83.933005
244,166,104.525777
166,244,104.525777
263,183,30.823921
183,263,30.823921
30,15,52.708522
15,30,52.708522
113,222,91.144912
222,113,91.144912
298,41,51.058120
41,298,51.058120
328,157,65.507239
157,328,65.507239
355,50,72.229651
50,355,72.229651
193,324,35.458003
324,193,35.458003
91,115,62.279363
115,91,62.279363
223,3,97.476385
3,223,97.476385
182,86,104.564221
86,182,104.564221
38,119,12.577568
119,38,12.577568
35,224,72.713105
224,35,72.713105
119,124,17.387152
124,119,17.387152
334,299,140.255733
299,334,140.255733
65,258,77.311202
258,65,77.311202
262,188,82.301743
188,262,82.301743
78,29,67.246946
29,78,67.246946
63,47,25.749602
47,63,25.749602
194,106,83.940721
106,194,83.940721
340,168,82.344899
168,340,82.344899
155,390,59.352149
390,155,59.352149
83,29,40.599577
29,83,40.599577
45,329,38.406773
329,45,38.406773
206,70,67.782464
70,206,67.782464
176,292,80.198033
292,176,80.198033
167,181,60.473306
181,167,60.473306
76,28,74.425168
28,76,74.425168
227,196,59.899868
196,227,59.899868
15,56,53.943888
56,15,53.943888
192,147,77.650140
147,192,77.650140
8,60,92.072887
60,8,92.072887
149,295,58.889875
295,149,58.889875
176,116,70.384868
116,176,70.384868
210,38,66.825690
38,210,66.825690
306,76,69.541291
76,306,69.541291
257,214,46.305304
214,257,46.305304
12,232,55.745702
232,12,55.745702
127,23,115.749051
23,127,115.749051
29,115,110.498959
115,29,110.498959
292,67,35.737029
67,292,35.737029
396,65,86.340227
65,396,86.340227
350,257,49.604326
257,350,49.604326
271,156,27.752231
156,271,27.752231
150,146,89.263789
146,150,89.263789
169,236,127.004352
236,169,127.004352
296,110,49.678541
110,296,49.678541
176,142,34.259901
142,176,34.259901
39,335,109.524328
335,39,109.524328
233,179,58.074158
179,233,58.074158
3,164,63.516997
164,3,63.516997
376,30,22.678540
30,376,22.678540
45,68,63.356677
68,45,63.356677
224,383,11.760237
383,224,11.760237
96,218,41.012268
218,96,41.012268
24,330,39.147170
330,24,39.147170
145,185,96.496954
185,145,96.496954
273,127,33.634980
127,273,33.634980
10,349,78.895121
349,10,78.895121
49,85,22.117252
85,49,22.117252
249,293,135.110222
293,249,135.110222
390,165,81.328361
165,390,81.328361
354,191,115.398559
191,354,115.398559
88,137,16.455802
137,88,16.455802
46,380,32.218853
380,46,32.218853
202,323,24.898121
323,202,24.898121
317,242,4.693335
242,317,4.693335
284,386,46.725060
386,284,46.725060
368,293,111.896563
293,368,111.896563
284,290,50.953778
290,284,50.953778
391,135,31.783032
135,391,31.783032
169,323,65.086560
323,169,65.086560
60,301,100.828774
301,60,100.828774
262,388,78.801061
388,262,78.801061
20,133,86.727454
133,20,86.727454
84,44,73.824426
44,84,73.824426
363,89,76.705948
89,363,76.705948
320,356,31.330690
356,320,31.330690
182,160,35.869149
160,182,35.869149
384,209,37.766636
209,384,37.766636
157,201,106.357113
201,157,106.357113
208,177,27.456228
177,208,27.456228
276,109,43.255579
109,276,43.255579
34,211,65.355368
211,34,65.355368
3,368,8.663798
368,3,8.663798
259,118,45.206281
118,259,45.206281
45,40,54.593672
40,45,54.593672
167,76,55.695102
76,167,55.695102
299,391,118.465064
391,299,118.465064
374,82,81.016982
82,374,81.016982
163,123,53.972216
123,163,53.972216
128,146,32.349791
146,128,32.349791
274,69,48.496872
69,274,48.496872
290,151,40.568269
151,290,40.568269
182,82,73.961356
82,182,73.961356
271,396,59.986469
396,271,59.986469
304,196,96.314440
196,304,96.314440
143,334,104.115828
334,143,104.115828
75,143,86.543717
143,75,86.543717
373,161,35.299994
161,373,35.299994
389,292,111.645136
292,389,111.645136
194,53,22.996198
53,194,22.996198
200,58,57.676811
58,200,57.676811
208,346,84.571454
346,208,84.571454
64,58,71.345373
58,64,71.345373
4,320,33.395342
320,4,33.395342
91,78,19.276623
78,91,19.276623
150,201,52.712634
201,150,52.712634
265,15,56.443212
15,265,56.443212
257,38,71.799422
38,257,71.799422
30,294,89.067913
294,30,89.067913
233,307,43.259725
307,233,43.259725
218,363,11.948646
363,218,11.948646
394,332,46.795711
332,394,46.795711
336,245,8.951895
245,336,8.951895
266,315,17.762470
315,266,17.762470
258,387,109.386087
387,258,109.386087
226,225,77.996614
225,226,77.996614
291,212,53.506534
212,291,53.506534
45,63,29.369281
63,45,29.369281
105,124,14.423520
124,105,14.423520
289,238,8.061611
238,289,8.061611
296,171,37.334186
171,296,37.334186
268,94,31.227540
94,268,31.227540
88,173,74.288851
173,88,74.288851
151,396,24.070069
396,151,24.070069
367,185,26.074035
185,367,26.074035
209,340,76.519537
340,209,76.519537
396,54,61.343134
54,396,61.343134
292,96,102.626781
96,292,102.626781
181,253,41.381622
253,181,41.381622
191,80,71.645533
80,191,71.645533
265,318,26.847798
318,265,26.847798
44,209,16.673603
209,44,16.673603
331,376,76.358476
376,331,76.358476
264,129,54.091619
129,264,54.091619
135,207,31.222240
207,135,31.222240
82,90,36.546968
90,82,36.546968
29,113,91.422977
113,29,91.422977
78,249,80.250639
249,78,80.250639
255,226,83.202389
226,255,83.202389
72,257,29.381844
257,72,29.381844
335,300,32.201003
300,335,32.201003
13,280,72.408929
280,13,72.408929
55,113,81.798035
113,55,81.798035
38,336,37.038288
336,38,37.038288
78,341,44.576168
341,78,44.576168
4,44,36.229095
44,4,36.229095
289,74,18.130968
74,289,18.130968
160,19,56.457532
19,160,56.457532
329,305,27.095623
305,329,27.095623
51,30,46.378404
30,51,46.378404
27,170,37.975748
170,27,37.975748
82,325,47.530338
325,82,47.530338
311,320,72.368706
320,311,72.368706
95,28,35.833314
28,95,35.833314
316,315,21.911460
315,316,21.911460
226,140,119.587178
140,226,119.587178
265,239,76.118705
239,265,76.118705
81,251,28.508060
251,81,28.508060
370,68,65.533248
68,370,65.533248
221,88,57.859331
88,221,57.859331
250,232,36.615618
232,250,36.615618
397,21,117.505232
21,397,117.505232
389,239,25.439759
239,389,25.439759
133,293,11.990441
293,133,11.990441
346,385,90.179618
385,346,90.179618
269,293,49.897131
293,269,49.897131
4,141,37.127687
141,4,37.127687
329,99,6.836898
99,329,6.836898
167,387,59.133109
387,167,59.133109
367,70,78.372958
70,367,78.372958
272,76,84.014675
76,272,84.014675
54,383,6.091909
383,54,6.091909
303,159,84.576040
159,303,84.576040
340,187,46.951407
187,340,46.951407
145,89,88.722092
89,145,88.722092
366,73,103.435922
73,366,103.435922
390,112,65.764605
112,390,65.764605
132,297,81.289881
297,132,81.289881
50,344,17.151771
344,50,17.151771
143,107,85.199433
107,143,85.199433
318,118,43.936161
118,318,43.936161
239,319,41.441737
319,239,41.441737
330,253,16.613200
253,330,16.613200
143,6,70.486026
6,143,70.486026
271,351,62.808568
351,271,62.808568
305,266,71.935051
266,305,71.935051
193,87,30.329428
87,193,30.329428
353,334,44.011335
334,353,44.011335
229,354,113.388182
354,229,113.388182
134,51,94.663531
51,134,94.663531
9,120,101.185244
120,9,101.185244
291,124,89.024152
124,291,89.024152
206,150,126.814203
150,206,126.814203
384,130,48.979932
130,384,48.979932
395,92,86.005697
92,395,86.005697
90,95,69.322150
95,90,69.322150
238,249,86.081151
249,238,86.081151
392,272,30.135197
272,392,30.135197
256,266,39.281811
266,256,39.281811
354,273,53.320602
273,354,53.320602
133,330,69.082454
330,133,69.082454
383,296,9.009316
296,383,9.009316
16,377,20.925207
377,16,20.925207
40,235,57.804613
235,40,57.804613
240,74,69.407758
74,240,69.407758
48,123,74.119718
123,48,74.119718
153,240,95.306596
240,153,95.306596
171,130,7.391405
130,171,7.391405
325,161,65.468322
161,325,65.468322
79,73,119.881425
73,79,119.881425
66,5,75.548580
5,66,75.548580
324,12,91.748098
12,324,91.748098
