u,v,metres
170,1875,208.55
170,6668,590.63
171,41454,19.09
171,60723,1392.26
172,182,63.43
172,60401,3609.39
173,57104,8.55
173,69627,1716.20
174,69627,459.21
175,190,34.94
175,3052,364.56
176,193,393.03
176,3052,43.33
177,191,228.13
177,192,243.36
177,6150,69.88
177,25925,73.40
178,191,28.94
178,6729,505.01
179,15460,75.05
179,15461,74.58
179,48756,1483.41
180,181,56.43
181,180,56.43
181,25926,939.03
182,172,63.43
182,41454,647.13
183,707,1191.31
183,6810,1764.17
184,195,6833.12
184,1339,342.82
184,33634,62.09
185,186,139.80
185,1338,172.82
185,35308,101.81
186,185,139.80
186,188,671.82
186,1337,90.90
187,188,216.49
187,1336,123.13
187,1337,798.68
188,186,671.82
188,187,216.49
189,62173,130.46
190,175,34.94
190,25927,626.53
191,177,228.13
191,178,28.94
192,177,243.36
192,193,37.24
193,176,393.03
193,192,37.24
194,3900,10718.42
194,55673,5908.36
195,184,6833.12
195,34409,2111.24
196,28221,671.86
196,33080,964.11
197,198,82.47
197,28221,1249.08
198,197,82.47
198,38115,2917.75
199,11372,33.00
199,38118,3720.58
200,34575,1953.58
200,38287,18.41
200,38288,95.53
201,202,48.76
201,15454,638.46
202,201,48.76
202,37843,995.59
203,60484,115.08
204,6002,716.41
204,34400,8.91
205,24548,31.22
205,33904,3166.79
206,4871,2015.65
206,4890,24.52
207,1368,8.79
207,4607,106.91
208,6726,2505.42
208,6734,483.47
209,1750,413.84
209,35133,112.32
210,211,828.17
210,61049,2748.88
211,210,828.17
211,17537,11.80
212,213,53.54
212,41974,608.96
213,212,53.54
213,19169,494.24
214,215,224.82
214,41974,13.83
215,214,224.82
215,217,1503.97
216,217,167.75
216,36187,5987.48
217,215,1503.97
217,216,167.75
218,219,124.96
218,36188,543.13
219,218,124.96
219,220,6333.95
220,219,6333.95
220,61209,1027.95
221,222,167.93
221,61209,3610.71
222,221,167.93
222,42034,1949.31
223,42036,610.50
223,60539,6862.55
224,2800,398.18
224,31123,1525.03
224,48473,109.40
225,227,1238.96
225,2804,2531.68
226,227,37.95
226,69353,1453.27
227,225,1238.96
227,226,37.95
228,229,25.74
228,6010,3164.91
229,228,25.74
229,230,556.98
230,229,556.98
230,231,40.80
231,230,40.80
231,232,5882.93
232,231,5882.93
232,233,9.51
233,232,9.51
233,31064,6537.88
234,9028,3081.04
234,23845,97.31
235,5736,1070.17
235,23851,135.75
236,31122,39.27
236,42684,122.42
237,238,566.47
237,42685,109.14
238,237,566.47
238,3252,94.02
239,5102,61.48
239,5705,24.85
240,6157,3356.25
240,65129,2612.68
241,38285,1860.26
242,1424,5721.38
242,34571,53.06
243,244,1134.87
243,34581,31.81
243,34582,71.20
244,243,1134.87
244,245,402.49
245,244,402.49
246,247,132.45
246,28842,501.02
247,246,132.45
247,24731,726.99
248,249,95.98
248,316,2063.48
249,248,95.98
249,315,431.72
250,251,72.69
250,24736,120.33
251,250,72.69
251,308,64.77
252,253,159.86
252,38467,699.18
253,252,159.86
253,305,110.46
254,255,103.49
254,302,448.02
255,254,103.49
255,28846,535.51
256,257,47.60
256,298,185.63
257,256,47.60
257,28826,113.25
258,259,91.27
258,28826,48.90
259,258,91.27
259,297,186.34
260,24729,37.37
260,28840,11.72
261,8664,87.33
261,28829,5973.84
262,28828,10.07
262,38908,218.65
263,264,27.06
263,28828,583.04
264,263,27.06
264,265,337.59
265,264,337.59
265,28830,19.78
266,28830,82.76
266,28833,253.80
267,28832,132.03
267,28849,653.02
268,28848,555.36
268,28849,63.29
269,270,557.21
269,28848,60.92
270,269,557.21
270,271,30.85
271,270,30.85
271,272,608.47
272,271,608.47
272,273,85.14
273,272,85.14
273,274,61.96
274,273,61.96
274,275,90.49
275,274,90.49
275,276,62.50
276,275,62.50
276,277,24.94
277,276,24.94
277,278,48.89
278,277,48.89
278,28844,44.20
279,280,32.25
279,28847,61.79
280,279,32.25
280,281,816.14
281,280,816.14
281,282,26.75
282,281,26.75
282,283,104.73
283,282,104.73
283,284,119.57
284,283,119.57
284,285,64.25
285,284,64.25
285,28823,220.78
286,287,246.26
286,28823,108.03
287,286,246.26
287,288,57.92
288,287,57.92
288,28827,43.74
289,290,148.71
289,28827,53.31
290,289,148.71
290,291,12.52
291,290,12.52
291,292,57.15
292,291,57.15
292,293,200.59
293,292,200.59
293,294,90.46
294,293,90.46
294,9257,46.89
295,296,486.05
295,28820,8.58
296,295,486.05
296,28824,113.98
297,259,186.34
297,28824,14.30
298,256,185.63
298,299,26.79
299,298,26.79
299,300,100.83
300,299,100.83
300,28845,22.13
301,28845,1150.96
301,28846,17.84
302,254,448.02
302,303,88.95
303,302,88.95
303,304,468.28
304,303,468.28
304,305,217.15
305,253,110.46
305,304,217.15
306,28822,438.46
306,28836,55.35
307,308,55.78
307,28835,11.94
308,251,64.77
308,307,55.78
309,310,79.84
309,17647,40.46
310,309,79.84
310,311,309.15
311,310,309.15
311,24738,6.91
312,24738,1631.18
312,38468,661.92
313,12379,649.14
313,24739,37.69
314,12379,311.29
314,12381,19.90
315,249,431.72
315,24730,9.81
316,248,2063.48
316,12335,404.52
317,35341,966.09
317,35343,621.87
318,105,511.95
318,2371,26.22
319,33111,628.22
319,38528,399.07
320,516,1538.25
320,36241,29.23
321,490,1152.56
321,4440,981.43
322,26959,960.14
322,65425,343.07
323,1064,105.54
323,48235,1025.70
324,48229,7748.29
324,48235,13.34
325,326,3031.94
325,26845,42.47
326,325,3031.94
326,40882,2171.90
327,47911,12.51
327,65470,13954.30
328,2052,13.79
328,2054,427.80
329,2049,521.85
329,2050,4232.60
330,331,2251.27
330,2042,322.44
330,47749,984.57
331,330,2251.27
331,2052,325.84
332,2035,11.99
332,2043,1752.24
333,912,1146.90
333,47742,365.60
334,911,103.25
334,2041,13.72
335,2038,15.83
335,2041,370.53
336,2036,14.19
336,2038,1420.90
337,2037,15.69
337,2039,1753.06
338,27039,886.07
338,36116,147.62
338,47717,115.79
339,340,59.21
339,27038,222.34
340,339,59.21
340,27049,216.70
340,47716,63.47
341,28854,1143.79
341,28856,10.92
342,343,234.44
342,28856,747.14
343,342,234.44
343,28851,7.79
344,28851,170.55
344,28857,304.84
345,346,73.40
345,28859,775.62
346,345,73.40
346,28884,7.86
347,348,2242.31
347,28868,37.10
348,347,2242.31
348,28871,153.71
349,28862,71.70
349,28871,10.01
350,28873,457.66
350,28876,14.50
351,28864,828.78
351,28865,7.43
352,28861,318.88
352,28877,390.28
353,28879,7.78
353,42097,904.12
354,28867,825.08
354,28869,42.27
355,29135,88.96
355,29136,8.90
356,29130,100.37
356,29131,87.07
357,29125,825.25
357,29153,833.25
358,1297,35.36
358,29104,272.37
359,29117,20.86
359,29118,1671.38
360,29090,1394.21
360,29116,12.01
361,29032,879.56
361,29034,23.75
362,363,699.86
362,29041,1413.72
363,362,699.86
363,29043,31.84
364,29043,511.03
364,29045,704.94
365,366,617.28
365,29005,161.25
366,365,617.28
366,29010,9.88
367,28909,651.29
367,28910,11.41
368,28915,1385.88
368,28917,13.28
369,28912,332.66
369,28920,17.92
370,8436,776.97
370,28919,17.68
371,28924,630.39
371,28925,13.83
372,373,2980.45
372,28924,15.27
373,372,2980.45
373,28928,165.35
374,28935,321.98
374,28940,13.73
375,376,6073.05
375,60161,17.28
376,375,6073.05
376,4014,5420.64
377,29230,900.50
377,29235,136.60
377,38306,747.20
378,379,448.91
378,29259,758.20
379,378,448.91
379,29258,18.09
380,381,545.44
380,29258,70.55
381,380,545.44
381,382,446.72
382,381,446.72
382,29257,1720.80
383,29255,14.93
383,29256,249.28
384,29252,14.80
384,29255,3426.00
385,29251,523.88
385,29252,94.33
386,387,1016.73
386,29251,14.13
387,386,1016.73
387,29293,3139.89
388,29298,471.99
388,29306,9.34
389,29300,486.79
389,29301,3.95
390,962,568.07
390,29317,5.49
391,392,236.22
391,29319,261.28
392,391,236.22
392,29320,6.23
393,29369,10.17
393,29411,271.18
394,395,474.29
394,29411,5.49
395,394,474.29
395,29412,266.56
396,29508,303.30
396,29512,3.95
397,29520,220.43
397,29521,4.67
398,29518,332.09
398,29520,7.06
399,29535,1061.97
399,29544,1605.04
400,26293,398.28
400,67185,420.12
401,1629,632.40
401,30034,17.55
402,403,397.18
402,30068,5.52
403,402,397.18
403,30044,402.04
404,30043,654.04
404,30044,3.51
405,30117,362.95
405,30165,126.01
406,30080,63.79
406,30194,80.18
407,30189,18.34
407,30190,449.79
408,30185,22.24
408,30186,208.48
409,30213,907.51
409,30214,942.40
410,30216,3.11
410,30217,387.07
411,30219,3.95
411,30220,409.48
412,30220,8.57
412,30221,1484.80
413,30564,1679.99
413,30565,4.58
414,30514,7352.58
414,30565,5259.15
415,416,374.36
415,30519,12.28
416,415,374.36
416,30520,162.17
417,30520,2093.64
417,30521,207.54
418,30501,5.51
418,30513,561.68
419,30492,1677.70
419,30499,752.69
420,421,84.54
420,30455,804.72
421,420,84.54
421,30486,445.85
422,30463,83.00
422,30465,234.96
423,30445,4.88
423,30446,988.87
424,30421,4.88
424,30422,151.32
425,30421,310.65
425,30452,4.66
426,34384,567.08
426,34387,29.52
427,34193,30.18
427,34390,1135.55
428,34174,1064.32
428,34177,944.12
429,34184,11.69
429,34220,465.82
430,431,13.46
430,34186,651.09
431,430,13.46
431,30420,380.59
432,30420,276.10
432,34195,656.34
433,30417,1004.07
433,30418,21.84
434,30412,845.07
434,30413,15.59
435,34257,6.60
435,35529,3156.13
436,34257,126.04
436,34268,9.82
437,30402,18.55
437,34278,1068.62
438,30402,599.17
438,34300,9.29
439,34276,2179.73
439,34299,938.16
440,30401,599.67
440,34275,238.20
441,34274,297.52
441,61272,123.73
442,34334,15694.31
442,64741,10851.57
443,444,74.75
443,8557,64.84
443,43796,58.48
444,443,74.75
444,69222,1347.66
444,69224,1351.73
445,33141,140.11
445,69224,22.89
446,447,766.07
446,69221,796.75
447,446,766.07
447,448,134.62
448,447,134.62
448,38355,3466.82
449,38661,342.10
449,69218,729.01
450,26794,442.72
450,38666,237.48
451,30444,17.32
451,30447,2378.93
452,30118,24.90
452,30119,615.39
453,10074,32.57
453,42830,1076.19
454,42831,141.89
455,456,83.60
455,10294,27.10
456,455,83.60
456,10320,1116.00
457,458,75.01
457,38348,4406.75
458,457,75.01
458,38349,2331.22
459,460,31.45
459,461,468.96
460,459,31.45
460,26976,4137.90
461,459,468.96
461,462,506.65
461,472,1383.85
461,26984,84.63
462,461,506.65
462,472,1813.63
462,26982,43.53
462,27051,51.81
463,26987,367.30
464,27047,122.01
464,47743,939.23
465,466,29.87
465,36117,1625.68
466,465,29.87
466,65859,1726.90
467,27653,6610.69
467,65857,556.86
468,469,87.10
468,26983,2756.49
469,468,87.10
469,470,290.95
470,469,290.95
470,471,15.09
471,470,15.09
471,26977,4795.14
472,461,1383.85
472,462,1813.63
472,36117,753.20
473,47750,3063.11
473,48778,9847.25
474,475,32.09
474,2028,604.21
475,474,32.09
475,2022,1749.00
476,477,249.72
476,22626,6727.84
477,476,249.72
477,25660,8121.71
478,38343,3288.68
478,46963,612.37
479,33953,1216.52
479,38342,38.95
480,38346,2068.88
480,64813,4606.25
481,4244,412.99
481,38346,464.63
482,855,31.09
482,39072,106.74
483,854,387.53
483,39072,35.83
484,851,540.83
484,854,29.54
485,852,975.17
485,853,312.06
486,853,17.92
486,24422,1126.40
487,25044,1461.15
487,25070,63.58
488,25069,32.71
488,39075,2478.71
489,24595,25.75
489,24598,2582.36
490,321,1152.56
490,498,219.90
491,493,8321.33
491,38890,4102.93
492,38891,2110.70
492,48552,6960.59
493,491,8321.33
493,497,568.04
494,497,121.78
494,26851,1798.41
495,496,120.31
495,48559,2269.35
496,495,120.31
496,508,1787.44
497,493,568.04
497,494,121.78
498,490,219.90
498,66238,101.71
499,122,1645.22
499,500,30.51
500,121,178.67
500,499,30.51
501,502,34.15
501,507,105.32
502,501,34.15
502,36241,1239.70
503,17646,4905.74
503,65560,19.37
504,505,28.71
504,26955,56.82
505,504,28.71
505,67460,39.32
506,507,32.71
506,48297,317.08
507,501,105.32
507,506,32.71
508,496,1787.44
508,47744,857.63
509,47911,901.50
509,67091,1760.43
510,3115,100.23
510,61081,5647.84
511,512,334.70
511,69263,532.77
512,511,334.70
512,1865,124.72
512,33926,105.40
513,1865,439.37
513,26273,1292.79
514,26278,1900.40
514,38414,41.06
515,701,37.93
515,1863,932.96
516,320,1538.25
516,517,35.59
517,516,35.59
517,1062,310.33
518,38591,37.25
518,56960,83.02
519,38593,203.49
519,56960,41.82
520,521,137.72
520,38593,71.42
521,520,137.72
521,522,971.71
522,521,971.71
522,635,66.34
523,17535,264.28
523,24716,187.48
523,46026,3641.48
524,17534,52.93
524,46939,1336.49
525,38590,20.34
525,40444,87.58
526,36919,94.03
526,38578,789.66
526,49743,864.54
527,694,381.87
527,8085,86.14
528,69380,31.52
529,64809,104.34
529,69766,306.37
530,531,591.41
530,38672,644.26
531,530,591.41
531,69214,4980.85
532,38674,23.45
532,69212,418.50
533,69212,29.39
533,69213,217.34
534,17192,2455.47
534,69181,29.20
535,17193,602.80
535,69183,40.03
536,33151,418.77
536,42672,1011.72
536,69192,1902.09
537,2462,190.63
537,69173,66.00
538,2357,199.07
538,69173,1654.93
539,68568,2124.18
539,69190,5.56
540,38680,1201.19
540,69203,13.19
541,11872,3927.67
541,68987,24.12
542,6031,1078.91
542,10593,61.00
543,11795,64.83
543,11814,4983.06
544,11750,1526.37
544,11753,27.54
545,11756,37.66
545,17981,3203.79
546,19285,54.24
546,44869,5304.97
547,19279,76.98
547,40593,1742.11
548,19263,21778.75
548,19267,7802.24
549,11931,507.25
549,24672,97.56
550,2182,119.68
550,11921,168.00
550,11926,49.02
551,10672,1811.64
551,11870,963.59
551,51222,1017.13
552,11710,34.70
552,11720,347.03
553,11760,3448.72
553,11773,111.11
554,555,408.11
554,556,39.97
555,554,408.11
555,65980,14.68
556,554,39.97
556,11344,2281.63
557,558,170.79
557,11944,613.53
557,45993,5414.22
558,557,170.79
558,11946,183.20
558,18740,325.36
559,560,67.59
559,11950,982.14
560,559,67.59
560,11345,7134.62
561,37342,838.31
561,37824,1788.24
562,37342,200.73
562,38517,285.85
562,38520,569.51
563,30936,43.86
563,35624,343.67
564,565,34.73
564,38537,1359.34
565,564,34.73
565,6019,282.17
566,3018,325.15
566,6019,919.18
567,27159,250.15
568,569,1315.63
568,16580,36.56
569,568,1315.63
569,570,177.37
570,569,177.37
570,15907,761.97
571,572,15.57
571,26799,101.07
571,38669,542.69
572,571,15.57
572,38667,62.17
572,38668,99.19
573,38668,65.98
573,66218,1056.70
574,24535,36.65
574,52201,1666.02
575,26657,1387.37
575,29160,57.67
576,577,1121.91
576,26692,13.30
577,576,1121.91
577,2071,697.66
578,2071,75.47
578,24536,801.93
578,26690,102.92
579,24536,39.18
579,26686,24.48
580,24143,27.80
580,26686,612.45
581,582,112.02
581,1057,323.55
582,581,112.02
582,26699,48.68
583,24534,19.09
583,26697,838.57
584,585,106.74
584,24534,26.57
585,584,106.74
585,24538,241.38
585,26694,102.30
586,2072,526.87
586,22323,133.98
587,24572,248.78
587,26141,33.49
587,26711,1282.18
588,589,26.76
588,33796,268.10
589,588,26.76
589,590,232.40
590,589,232.40
590,591,18.76
591,590,18.76
591,24571,1052.95
592,593,42.36
592,26710,467.91
593,592,42.36
593,594,418.95
594,593,418.95
594,33796,26.76
595,26708,299.29
595,33797,466.81
596,26707,674.91
596,47410,338.50
597,46962,42.99
597,52182,5498.16
598,599,127.33
598,64882,13763.30
599,598,127.33
599,40409,1990.73
600,601,115.45
600,28240,16659.52
601,600,115.45
601,52181,5822.28
602,26680,1590.16
602,31668,1052.61
602,54667,5639.82
603,604,19.22
603,40412,7819.62
604,603,19.22
604,26711,16633.37
605,15334,739.43
606,15456,606.56
607,4245,4445.65
607,67899,4090.52
608,23125,230.68
608,67899,2474.77
609,610,90.86
609,67898,1985.26
610,609,90.86
610,24005,6807.36
611,36051,127.08
611,36056,5119.54
612,22257,187.67
612,36055,7823.54
613,614,413.14
613,22257,1547.31
614,613,413.14
614,38351,1927.09
615,616,3589.25
615,36060,148.15
616,615,3589.25
616,36061,703.36
617,36061,239.77
617,36062,2057.12
618,27790,84.83
618,34704,22.97
619,27790,209.64
619,63758,2247.81
620,34703,75.39
620,47101,108.51
621,38625,24.83
621,47001,2169.79
622,38621,275.75
622,38625,429.99
623,5620,297.42
623,38624,125.20
624,2170,18.63
624,11927,871.69
625,626,473.43
625,18725,4387.78
626,625,473.43
626,18733,6997.77
627,18173,14108.65
627,18176,30.57
628,18265,356.40
628,53564,735.96
629,18265,1578.13
629,18268,3747.98
630,18284,1055.34
630,46464,38.74
631,18290,105.85
631,46452,5558.85
632,18295,626.31
632,18297,107.22
633,18306,3360.45
633,18308,1021.08
634,11344,78.40
634,11928,196.65
635,522,66.34
635,66210,5824.89
636,643,124.38
636,38338,40.27
637,638,40.34
637,662,242.12
638,637,40.34
638,40447,1798.94
639,640,49.65
639,49742,75.21
640,639,49.65
640,46805,2479.51
641,642,169.27
641,46804,971.55
641,54141,58.57
642,641,169.27
642,38584,874.53
642,38586,346.34
643,636,124.38
643,51757,47.02
644,37340,103.39
644,38519,3240.14
645,23903,12.25
645,38517,766.88
646,26934,66.70
646,46883,473.61
647,26934,1322.54
647,37617,4406.51
648,37622,264.01
648,37624,403.73
649,650,342.81
649,37630,83.80
650,649,342.81
650,651,251.83
651,650,251.83
651,38510,610.88
652,38510,3870.61
652,69000,1863.95
653,654,4590.55
653,6564,116.43
654,653,4590.55
654,61984,1878.22
655,656,102.74
655,47009,1994.69
656,655,102.74
656,47013,2682.92
657,658,162.26
657,37801,956.56
658,657,162.26
658,47010,2034.07
659,10019,900.08
659,38584,7229.19
659,66209,901.71
660,2638,177.31
660,38589,176.62
660,41991,170.35
661,41991,48.97
661,54112,41.20
661,57647,125.82
662,637,242.12
662,41837,15.71
663,9340,3688.70
663,9342,4942.21
664,36003,771.05
664,49178,603.63
665,666,4009.36
665,1737,8493.08
666,665,4009.36
666,67902,5272.16
667,668,248.41
667,684,251.68
668,667,248.41
668,46500,15.71
669,670,712.04
669,46500,15.71
670,669,712.04
670,671,38.60
671,670,38.60
671,38068,548.88
672,673,27.21
672,38068,672.00
673,672,27.21
673,674,378.62
674,673,378.62
674,675,32.87
675,674,32.87
675,676,333.18
676,675,333.18
676,53104,15.89
677,23818,868.81
677,53104,1695.53
678,23100,648.39
678,23818,40.23
678,38061,93.20
679,23100,296.46
679,26383,163.62
680,681,21.52
680,49182,2930.92
681,680,21.52
681,682,1103.68
682,681,1103.68
682,683,1060.32
682,62151,403.71
683,682,1060.32
683,62151,659.13
683,62157,5129.72
684,667,251.68
684,685,87.95
685,684,87.95
685,686,23.38
686,685,23.38
686,687,255.73
687,686,255.73
687,688,19.46
688,687,19.46
688,42916,634.24
689,690,164.87
689,42916,675.21
690,689,164.87
690,3665,679.41
691,3665,24.71
691,64686,320.78
692,53307,159.25
692,62148,86.32
692,67812,742.22
693,25591,701.62
693,34375,39.44
694,527,381.87
694,38591,505.98
695,28317,1476.93
695,38764,7375.32
696,21659,19.00
696,41563,5695.78
697,39035,2885.70
697,39038,3539.42
698,28595,22.12
698,38894,2818.29
699,1881,22.76
699,38896,21.27
700,702,44.45
700,38900,155.29
701,515,37.93
701,3111,370.28
702,700,44.45
702,3112,845.27
703,39171,734.24
703,61070,2241.18
704,23775,34.15
704,33918,3070.51
705,1868,84.64
705,35227,131.62
705,62594,210.98
706,38920,275.69
706,61517,19.89
707,183,1191.31
707,948,121.21
708,123,807.38
708,15184,120.22
709,710,112.85
709,8909,371.06
710,709,112.85
710,60524,2385.00
711,1348,26.14
711,63057,153.23
712,122,2620.47
712,950,25.31
713,714,37.96
713,26417,542.83
714,713,37.96
714,15115,16.71
715,720,261.56
715,48567,262.80
715,57323,39.15
716,717,35.39
716,26418,756.62
717,716,35.39
717,15114,67.11
718,15119,48.37
718,26412,71.98
718,26421,210.57
719,720,36.08
719,26412,419.55
720,715,261.56
720,719,36.08
721,15113,133.56
721,57323,587.15
722,26401,16.52
722,48420,55.74
723,48422,39.48
723,66423,400.10
724,25593,16.33
724,65166,1105.97
725,25594,6.44
725,39063,2115.53
726,2997,476.43
726,67330,299.88
727,728,353.62
727,39062,242.89
728,727,353.62
728,39060,2909.96
729,24597,1901.62
729,66228,32.22
730,40648,274.28
730,48750,1476.35
731,3133,1627.49
731,39091,1664.86
732,733,33.23
732,48420,4074.12
733,732,33.23
733,42834,606.49
734,1454,787.74
734,8835,7378.08
735,4603,1231.98
735,64794,1057.55
736,4526,107.93
736,64794,190.21
737,4481,14.17
737,4499,54.75
738,4499,75.69
738,4508,184.55
739,4493,65.81
739,4494,23.70
740,15463,3324.73
740,65584,2290.15
741,10232,61.71
741,37884,763.77
742,23610,468.71
742,26729,942.98
743,25712,14.37
743,51684,467.90
744,10827,25.85
744,41029,101.03
745,746,392.39
745,10827,551.75
745,26428,1647.38
746,745,392.39
746,41026,1690.19
747,26454,266.29
747,26456,2452.33
748,749,12.40
748,7240,1346.47
749,748,12.40
749,750,378.20
750,749,378.20
750,751,43.25
751,750,43.25
751,12197,36.30
752,5822,25.00
752,12195,763.03
753,754,457.46
753,2947,14.49
753,17651,73.45
754,753,457.46
754,17654,45.64
754,17657,63.51
754,17658,65.81
755,756,6426.11
755,9763,2570.00
756,755,6426.11
756,33986,976.68
757,33986,858.29
757,34012,884.36
758,759,4142.00
758,34011,61.37
758,34012,57.46
759,758,4142.00
759,760,45.42
760,759,45.42
