u,v,metres
54,47,82.66
54,14466,30.60
55,58,74.14
55,46202,7.65
55,47556,22.93
56,49,112.35
56,41157,8.06
57,50,55.95
57,64,94.64
58,55,74.14
58,22708,133.56
58,34491,174.40
58,41154,18.19
59,14462,25.33
60,57,78.34
61,14465,26.03
62,58,77.89
62,60,98.80
63,14466,23.71
64,57,94.64
64,67,73.22
64,70,70.47
65,43100,101.00
66,35529,33.12
66,43097,106.45
67,60,108.70
67,69,73.23
68,41153,126.18
68,41159,6.23
69,10172,74.57
70,64,70.47
70,68,95.56
70,3720,55.72
71,23584,114.27
72,71,42.28
72,10173,33.63
72,23583,116.29
73,74,50.00
73,10179,85.49
74,75,83.21
75,63476,85.66
75,63477,38.61
76,41153,5.71
76,41159,127.30
77,69,71.29
77,70,139.78
77,77864,9.05
78,81,126.53
78,3720,66.57
79,33505,22.20
79,33507,26.61
80,49497,233.19
81,3719,63.42
81,22710,8.60
82,49499,63.09
83,22709,126.99
83,41152,13.09
83,60510,471.79
84,82,63.10
84,86,67.12
85,82,127.47
85,10176,62.28
86,89,63.36
86,91,109.99
87,84,72.93
87,22758,19.58
88,3699,343.41
88,10177,101.33
88,23351,32.22
88,41152,190.07
89,85,59.44
90,87,42.48
90,93,85.39
91,86,109.99
91,90,34.64
92,91,29.41
92,96,85.22
93,96,65.57
94,89,157.37
94,92,58.47
95,97,144.64
95,60508,82.44
96,98,116.31
97,3700,32.96
97,65342,40.50
98,94,98.97
98,65341,6.69
99,101,41.21
100,98,31.50
100,36196,202.40
101,3699,244.06
101,72054,9.84
102,100,8.90
103,104,27.40
103,23353,54.76
104,102,39.49
104,3698,37.43
105,10162,240.62
105,10163,11.46
105,47174,83.38
106,10097,17.82
106,60509,48.44
107,108,198.92
108,107,198.92
108,110,81.24
108,22587,13.08
109,22585,17.76
109,22586,22.61
109,44818,10.86
110,3808,104.23
110,10166,13.08
111,35933,12.42
112,47500,85.86
112,65328,42.04
113,10165,228.34
114,3811,178.28
115,113,9.23
115,10169,9.52
115,55913,10.23
116,3701,119.31
116,65362,156.51
117,118,37.14
117,30823,33.85
118,119,42.31
119,121,56.45
119,127,69.22
120,114,77.53
120,129,143.74
121,2864,100.41
121,3814,22.85
122,132,129.49
122,3785,159.36
123,134,125.72
123,14467,46.33
123,41147,6.31
124,65376,14.49
125,3735,17.20
125,51613,197.18
126,118,51.61
126,124,54.06
127,126,38.39
128,127,36.22
128,3854,29.11
129,120,143.74
129,14467,125.08
129,22711,137.08
130,65374,51.20
131,130,102.22
131,3812,3.50
132,122,129.49
132,3786,32.50
132,3816,7.85
133,131,34.00
133,3813,88.10
134,10168,291.77
134,14468,45.30
134,41146,9.47
135,133,61.59
135,137,64.63
136,14468,43.88
136,14469,133.62
136,14470,64.49
137,135,64.63
137,142,126.49
137,144,63.38
138,142,50.31
138,3812,166.06
138,3817,30.02
139,140,64.41
139,26572,18.90
140,135,30.68
140,139,64.41
141,148,63.54
141,10093,74.81
142,137,126.49
142,138,50.31
142,147,55.70
143,140,34.40
143,144,79.27
143,50871,87.06
144,143,79.27
144,149,93.16
144,151,73.87
145,3733,14.76
145,68109,28.10
146,65373,26.72
147,142,55.70
147,148,92.57
147,150,47.87
148,147,92.57
148,152,70.75
148,8862,64.18
149,150,105.64
149,157,102.78
150,147,47.87
150,7642,98.26
151,144,73.87
151,149,53.99
152,7642,101.51
152,8863,8.06
153,154,48.95
153,65378,86.87
154,151,99.06
154,50871,25.87
155,10167,20.04
155,47563,32.32
156,10125,50.79
156,65381,18.29
157,158,67.54
157,165,80.11
157,10125,69.50
158,159,83.36
158,162,66.62
159,154,74.11
159,10092,68.29
160,40171,54.41
161,8864,60.18
162,158,66.62
162,163,71.14
162,165,88.45
163,162,71.14
164,50925,10.75
164,77849,11.56
165,162,88.45
165,169,55.10
166,168,14.49
166,169,104.61
167,168,71.18
167,4589,23.56
168,167,71.18
168,173,58.81
169,166,104.61
169,170,64.28
169,47071,32.67
170,169,64.28
170,10090,31.00
170,46715,62.96
171,192,95.50
172,176,42.31
172,8866,108.07
173,174,71.62
173,179,100.31
173,180,48.00
174,167,57.68
174,173,71.62
174,176,52.83
175,4584,9.72
175,4595,123.00
176,174,52.83
176,177,57.10
177,10046,75.75
177,34687,33.38
178,4584,187.34
178,10046,11.03
178,50208,286.74
179,173,100.31
179,186,48.38
179,10084,45.14
180,173,48.00
180,186,97.30
180,193,26.61
181,175,52.44
181,4585,9.72
182,7653,49.82
182,10090,70.84
183,174,57.36
183,4598,15.10
184,176,33.42
185,187,32.47
185,7653,8.70
185,52293,7.89
186,180,97.30
186,198,28.99
187,212,122.06
187,3823,23.42
188,183,33.46
188,204,91.63
189,194,67.38
189,10047,24.19
190,178,56.23
190,4585,191.41
191,208,56.79
191,3844,120.33
191,4597,72.10
192,215,94.74
192,3730,308.47
193,180,26.61
193,188,49.02
193,4590,69.59
194,189,67.38
194,206,42.25
195,210,59.42
195,213,192.70
196,200,113.87
196,201,61.23
196,65345,139.84
197,3824,35.81
198,199,19.22
198,203,31.87
199,193,84.41
199,4591,14.49
200,196,113.87
200,219,70.38
200,3818,47.84
200,4596,138.19
201,196,61.23
201,219,161.76
202,39510,52.18
203,198,31.87
203,10084,71.02
203,40751,42.54
204,205,38.92
204,4593,21.23
205,204,38.92
205,206,63.19
205,4599,63.42
206,205,63.19
206,207,70.48
206,235,123.89
207,206,70.48
207,4600,49.11
208,191,56.79
208,218,78.78
208,3818,94.33
208,3819,119.58
209,4590,28.51
209,4592,41.39
209,4593,48.59
210,217,186.80
210,65379,30.68
211,223,97.69
212,211,63.36
212,227,98.24
213,10048,22.37
213,10059,21.33
214,7484,70.45
214,39158,37.19
214,40753,20.45
215,192,94.74
215,234,231.21
216,197,125.21
216,212,53.33
217,210,186.80
217,10048,35.64
218,208,78.78
218,224,120.34
218,243,69.82
219,200,70.38
219,201,161.76
219,243,239.08
220,202,126.38
220,216,53.91
221,54601,270.42
222,221,122.13
222,14961,26.71
223,227,70.46
223,239,82.57
224,218,120.34
224,4582,9.05
224,65380,29.83
225,228,80.43
225,47069,14.49
226,37257,37.48
226,39510,28.29
227,223,70.46
227,236,106.44
227,242,79.36
228,225,80.43
228,7486,7.36
228,30773,59.18
229,220,67.12
229,241,96.27
230,217,63.54
230,10050,9.72
231,232,36.88
231,30774,33.54
232,205,137.92
232,231,36.88
232,235,71.60
233,3728,13.72
233,51552,10.06
234,215,231.21
234,65352,31.86
234,65354,9.21
235,232,71.60
235,245,84.75
236,220,96.16
236,227,106.44
236,241,63.78
237,10123,6.41
237,20650,43.48
238,237,129.63
238,14963,15.57
239,248,68.89
240,249,49.19
240,251,37.43
241,236,63.78
241,257,142.38
242,239,65.92
242,247,68.55
243,218,69.82
243,219,239.08
243,254,171.27
244,236,79.73
244,242,105.48
245,250,30.02
245,10061,59.16
246,230,66.39
246,10051,11.03
246,30806,155.58
247,248,63.56
247,267,119.57
248,268,134.74
249,232,101.24
249,240,49.19
249,250,61.04
250,249,61.04
250,10115,52.27
251,255,36.14
251,6134,112.87
252,244,62.68
252,247,102.33
253,246,54.40
253,4583,187.58
253,10052,10.75
254,224,186.26
254,243,171.27
254,4586,8.41
255,258,57.32
255,262,43.70
256,237,92.47
256,260,134.13
256,26849,6.31
257,252,58.07
257,39560,305.79
258,249,76.98
258,255,57.32
258,259,65.22
259,258,65.22
259,265,46.81
260,43649,85.63
261,253,62.67
261,10053,10.75
262,6134,58.97
262,7658,49.51
263,258,35.72
263,262,68.13
264,263,31.00
264,10040,11.46
265,264,35.34
266,48717,12.82
266,65346,27.38
267,252,161.38
268,10043,10.52
268,10085,62.65
269,256,89.35
269,10124,6.41
270,260,91.21
270,269,140.63
271,269,116.63
271,272,122.05
271,36557,8.08
272,3694,215.01
272,68430,5.94
273,7669,54.91
273,50653,48.15
274,3357,282.57
274,3479,17.82
274,41073,1171.02
275,4406,179.91
276,5389,156.88
277,3949,302.34
277,26700,7.89
277,47481,279.48
278,3691,110.31
278,3692,155.48
278,27821,14.89
279,50832,7.38
280,3448,31.81
280,23356,93.45
281,7671,9.52
281,7672,15.38
282,29276,14.76
282,48576,4.76
283,280,166.50
283,77850,7.14
284,7644,71.32
284,7659,91.83
285,287,35.85
285,3468,171.52
286,3187,47.64
286,36368,15.44
287,285,35.85
287,75690,72.51
287,75693,54.27
288,5301,181.06
289,7684,160.46
289,7686,22.46
290,291,54.03
290,294,428.34
291,290,54.03
291,40195,13.95
291,40197,15.93
292,3487,80.18
292,40196,9.74
293,394,1026.16
293,50868,54.25
294,290,428.34
294,40194,16.99
295,15206,38.21
295,15207,214.14
296,299,74.93
296,4255,43.36
297,3372,7.00
297,3794,205.27
297,41059,21.31
298,3487,13.34
298,3488,15.73
299,18135,21.57
299,65282,48.77
300,18812,33.92
301,3370,45.95
302,65293,23.35
302,65295,97.40
303,46607,61.93
304,41052,6.39
304,78401,152.12
305,15631,29.41
305,75836,62.02
306,303,155.17
307,30781,64.91
308,3364,197.29
308,3467,128.16
309,75705,17.70
309,75726,6.69
310,45406,3.94
311,315,65.17
311,338,136.28
311,3198,165.38
311,3951,56.10
312,369,408.96
312,41053,6.12
312,75719,67.28
313,6179,657.34
313,29261,6.89
313,32907,111.81
314,30709,100.77
314,45272,65.12
314,65389,50.74
315,311,65.17
315,345,123.90
315,3188,32.50
315,3197,172.60
316,14966,179.78
316,41073,4.92
317,45407,7.65
317,75717,65.76
318,4256,30.56
319,34489,121.99
319,50613,47.72
320,4250,140.81
321,322,65.67
321,341,65.61
321,4699,53.74
322,321,65.67
322,5289,135.07
323,3199,139.89
323,3953,51.09
324,327,39.55
324,32939,57.59
325,331,19.06
325,4700,63.14
325,10128,123.07
326,27917,26.84
326,27918,20.47
326,37608,6.89
327,324,39.55
327,333,39.79
327,20458,86.24
328,333,26.73
328,334,65.76
328,3200,80.53
329,34921,44.67
330,4248,30.11
331,325,19.06
331,339,37.94
331,4699,52.77
332,20458,39.94
332,32938,18.79
333,327,39.79
333,328,26.73
333,350,92.79
334,328,65.76
334,351,40.05
335,346,79.45
335,3466,90.32
335,75683,109.54
336,65368,58.21
336,65370,58.66
337,75862,3.06
337,75864,15.95
338,311,136.28
338,31539,63.94
338,31540,62.94
339,331,37.94
339,340,55.78
339,5297,34.72
339,20479,41.39
340,339,55.78
340,341,56.51
340,3761,137.54
340,4699,44.48
341,340,56.51
341,342,65.97
341,5303,125.72
342,322,67.83
342,341,65.97
342,343,27.34
343,342,27.34
343,15214,191.26
344,4249,47.89
344,4251,91.42
344,65368,54.21
345,315,123.90
345,347,49.05
345,31539,9.14
346,335,79.45
346,68026,42.76
346,75691,519.66
347,345,49.05
347,16969,67.08
348,65331,249.31
349,385,141.80
349,4751,95.52
350,333,92.79
350,358,11.89
350,20458,41.38
351,359,52.16
351,360,74.57
352,353,21.06
352,370,76.98
352,4763,27.55
353,352,21.06
353,5288,102.15
353,78869,60.06
354,41070,6.23
354,65363,115.92
355,384,162.62
355,42683,126.55
355,75768,91.71
356,374,100.79
356,5296,28.93
356,5300,38.48
357,387,63.16
357,10137,549.20
357,78876,33.52
358,350,11.89
358,366,80.48
358,4751,69.65
359,366,50.35
359,367,75.35
360,363,51.50
360,367,48.66
361,15637,58.58
362,19298,98.53
363,376,101.88
363,16969,53.16
363,31539,49.45
364,68026,48.67
365,15638,32.46
365,43451,28.12
366,358,80.48
366,373,77.60
366,379,62.36
367,359,75.35
367,360,48.66
367,373,52.95
368,370,39.55
368,4763,67.48
369,371,110.91
369,388,24.49
369,41054,8.41
370,352,76.98
370,368,39.55
370,5290,98.01
371,369,110.91
371,3307,163.29
371,15215,226.64
372,379,65.28
372,4751,22.84
373,366,77.60
373,367,52.95
373,376,54.84
373,383,64.24
374,356,100.79
374,411,110.79
374,5295,105.05
374,31509,32.60
375,392,109.42
375,23577,7.14
375,75768,21.95
376,363,101.88
376,373,54.84
376,386,64.50
376,27827,52.54
377,406,149.01
377,5300,24.55
377,46692,12.04
378,380,53.82
378,5294,53.92
378,15214,69.14
379,372,65.28
379,383,79.24
379,393,46.85
380,378,53.82
380,412,106.75
380,31509,35.77
381,41060,44.00
381,41069,6.39
382,26060,6.39
382,68961,19.14
383,373,64.24
383,379,79.24
383,386,53.83
383,397,48.74
384,355,162.62
384,404,72.20
384,15647,43.65
385,25471,39.54
386,376,64.50
386,383,53.83
386,427,97.91
386,4758,52.96
387,357,63.16
387,409,69.68
387,10139,206.07
388,3308,25.66
388,3432,17.66
388,41055,8.41
389,391,42.50
389,4758,14.07
389,40198,13.99
390,416,164.12
390,61003,7.38
391,389,42.50
391,464,213.11
391,20248,22.34
392,375,109.42
392,15650,49.62
392,27959,64.91
392,42122,91.98
393,397,85.26
393,415,49.73
394,3725,12.45
394,32934,490.53
395,15650,37.75
396,23577,180.26
396,65267,17.72
397,383,48.74
397,393,85.26
397,424,54.27
398,418,48.94
398,15646,77.34
398,23391,32.92
399,390,46.86
399,438,169.32
399,61005,32.24
400,372,97.31
400,415,59.62
400,4752,16.39
401,406,63.20
401,456,140.99
401,5299,99.44
401,20249,33.29
402,449,229.00
402,3352,111.36
402,75621,26.06
403,3307,118.68
403,15219,131.18
403,40224,144.42
404,384,72.20
404,23390,87.04
404,27959,70.66
405,399,53.88
405,4695,51.21
406,377,149.01
406,401,63.20
406,4755,133.56
406,20351,19.98
407,408,84.15
407,413,45.28
408,407,84.15
408,409,93.65
409,387,69.68
409,408,93.65
409,4759,12.41
409,78884,21.15
410,75810,5.45
410,75811,41.92
411,374,110.79
411,428,85.79
411,20351,49.00
411,78880,41.03
412,413,55.92
412,78880,6.31
413,378,97.86
413,407,45.28
413,412,55.92
414,416,19.18
414,40444,14.59
415,400,59.62
415,4754,45.14
415,46940,59.08
416,438,46.97
417,3437,7.89
417,40224,22.39
417,40225,13.94
417,75582,23.45
418,398,48.94
418,436,82.89
418,15651,51.56
418,43443,27.68
419,4034,114.81
419,19298,10.04
420,423,54.30
420,4694,50.92
421,4242,14.60
421,41130,4.59
422,458,87.14
422,15653,7.36
422,27959,67.86
423,420,54.30
424,397,54.27
424,427,46.32
424,450,110.21
424,4754,49.99
425,430,30.46
425,445,49.88
425,474,84.20
426,466,67.75
427,386,97.91
427,424,46.32
427,27826,10.08
428,411,85.79
428,451,41.14
428,31535,22.48
429,26975,16.83
430,425,30.46
430,4760,60.05
430,4762,28.99
431,435,27.62
431,3476,268.29
431,46837,70.39
432,459,85.16
432,8400,21.76
432,15653,29.63
433,8400,41.39
433,66098,93.74
434,441,69.95
434,489,94.10
435,431,27.62
435,457,25.20
436,8625,48.68
436,77734,86.46
437,447,62.90
437,4695,46.86
437,4696,28.36
438,439,49.23
438,448,44.88
439,27830,31.25
440,413,119.00
441,538,151.42
441,3428,74.88
442,43448,94.75
442,51212,44.71
443,450,56.80
443,41131,8.85
443,46939,84.41
444,20351,53.47
444,31538,98.26
445,425,49.88
445,465,60.27
445,4759,51.13
445,10142,207.25
446,3309,121.82
446,3429,99.98
447,437,62.90
448,455,45.16
448,4695,142.47
448,76135,102.43
449,402,229.00
450,424,110.21
450,4236,30.76
451,428,41.14
451,480,81.44
451,31538,41.01
452,453,32.62
453,452,32.62
453,470,28.99
453,4762,30.04
454,458,47.32
454,484,84.83
455,439,40.70
455,448,45.16
455,4240,49.91
456,401,140.99
456,473,54.53
456,4755,67.37
457,462,48.82
457,50835,26.63
458,422,87.14
458,459,34.72
459,432,85.16
459,466,225.35
459,515,136.29
460,464,62.85
460,525,126.20
460,4753,140.78
460,4785,44.53
461,479,48.38
461,4755,56.65
461,31538,26.18
462,457,48.82
462,495,103.62
462,3473,54.58
462,35794,109.41
463,471,47.81
463,19299,150.78
463,75833,101.82
464,391,213.11
464,460,62.85
464,468,55.40
464,498,93.72
465,445,60.27
465,474,53.86
465,478,67.73
465,10143,210.03
466,39151,9.53
467,503,165.56
467,4240,46.64
467,4241,44.69
468,464,55.40
468,473,65.29
468,499,92.44
468,20249,210.24
469,470,22.11
470,453,28.99
470,469,22.11
470,485,46.02
471,463,47.81
471,472,50.44
471,509,157.18
472,471,50.44
472,516,153.07
472,76131,70.34
473,456,54.53
473,468,65.29
473,477,57.06
473,505,76.11
474,425,84.20
474,465,53.86
474,485,75.82
475,492,77.08
475,528,142.97
475,39153,57.35
476,443,60.66
476,4241,28.15
477,473,57.06
477,479,60.77
477,510,84.51
478,465,67.73
478,485,110.58
478,488,60.74
478,10144,209.32
479,461,48.38
479,477,60.77
479,480,65.44
479,518,74.75
480,451,81.44
480,479,65.44
480,481,39.48
480,27214,84.43
481,480,39.48
481,4756,53.76
482,487,46.28
482,76131,5.45
483,38326,10.08
483,50890,54.27
483,75586,17.82
484,513,69.88
484,43448,133.19
485,470,46.02
485,474,75.82
485,478,110.58
485,519,67.57
485,10153,337.20
486,3422,253.93
486,3431,71.37
486,65318,39.95
487,455,155.43
487,482,46.28
487,4239,48.33
488,478,60.74
488,519,128.70
488,520,70.50
488,10145,208.52
489,500,61.31
490,19343,107.00
490,27977,10.33
491,501,53.91
491,528,68.44
491,39154,99.88
492,475,77.08
492,496,47.07
492,508,43.63
493,529,113.48
493,535,109.01
493,4241,52.73
494,512,150.71
494,41074,57.93
495,462,103.62
495,546,135.75
495,46838,39.00
496,492,47.07
496,509,53.72
496,75833,65.75
497,487,58.47
497,502,44.21
498,464,93.72
498,499,64.76
498,66206,41.16
499,468,92.44
499,498,64.76
499,504,32.62
499,569,114.17
500,3424,8.10
501,491,53.91
501,507,47.86
501,574,141.79
502,497,44.21
502,517,40.88
502,556,111.96
502,4239,53.82
503,467,165.56
503,517,53.67
503,529,43.76
503,4239,42.32
504,499,32.62
504,505,39.54
504,559,76.17
505,473,76.11
505,504,39.54
505,510,60.77
506,14974,44.53
506,46838,4.76
507,501,47.86
507,515,53.99
507,578,152.81
508,492,43.63
508,523,52.76
508,548,180.03
509,496,53.72
509,516,46.66
510,477,84.51
510,505,60.77
510,544,87.72
510,10227,43.12
511,527,43.49
511,34672,274.65
512,494,150.71
512,521,109.65
512,553,57.87
513,43404,12.39
513,43407,20.74
514,515,33.79
514,589,183.05
514,43407,34.10
515,459,136.29
515,507,53.99
515,514,33.79
515,4220,167.14
516,472,153.07
516,509,46.66
516,39568,54.90
517,502,40.88
517,503,53.67
517,534,48.02
517,540,51.85
518,479,74.75
518,10227,10.52
518,27214,61.71
519,485,67.57
519,488,128.70
519,536,70.90
520,488,70.50
520,536,113.35
520,560,55.37
520,10146,209.31
521,494,76.24
521,512,109.65
522,33554,6.97
523,508,52.76
523,532,28.36
523,568,170.56
524,4237,133.92
524,16970,55.09
525,460,126.20
525,4750,25.77
525,66202,22.10
526,481,87.26
526,527,64.45
526,588,139.53
526,27215,26.87
527,511,43.49
527,526,64.45
527,4757,134.04
528,475,142.97
528,555,74.17
529,493,113.48
529,503,43.76
529,534,51.85
529,535,72.14
530,3568,40.14
531,4036,29.97
531,15656,62.53
531,32883,136.09
532,523,28.36
532,539,27.51
532,590,162.76
533,19346,11.89
533,50892,19.60
534,517,48.02
534,529,51.85
534,549,95.31
534,557,55.35
535,493,109.01
535,529,72.14
535,541,50.67
536,519,70.90
536,520,113.35
536,576,57.61
537,19339,16.22
537,41093,242.49
538,441,151.42
538,500,134.16
538,562,15.47
539,532,27.51
539,555,35.93
540,517,51.85
540,557,44.82
540,575,65.16
541,535,50.67
541,16970,71.36
542,554,84.28
543,497,107.88
543,556,40.07
543,39566,39.96
544,510,87.72
544,565,7.85
544,10227,95.32
545,521,55.13
545,553,112.72
546,495,135.75
546,552,49.40
546,33508,9.05
547,15656,64.25
547,32884,104.25
547,43401,11.42
548,508,180.03
548,568,56.19
548,47157,5.45
549,534,95.31
549,585,66.44
549,592,63.14
550,3736,72.85
550,48232,27.58
551,561,15.57
551,65364,193.99
552,506,125.76
552,546,49.40
552,33509,11.57
553,512,57.87
553,75856,36.87
554,3570,154.55
554,41090,8.70
555,539,35.93
555,567,43.49
555,32888,148.51
556,502,111.96
556,543,40.07
556,575,42.71
557,534,55.35
557,540,44.82
557,580,42.72
557,585,129.12
558,564,74.21
558,586,58.97
558,4750,51.32
559,504,76.17
559,565,91.60
559,581,47.87
560,520,55.37
560,576,103.88
560,595,65.72
560,10147,206.48
561,570,40.36
561,41094,9.46
562,538,15.47
562,3480,48.90
563,17965,81.23
563,41119,3.94
563,43401,50.35
563,75842,225.19
564,558,74.21
564,569,60.60
564,593,44.39
564,15221,48.38
565,544,7.85
565,559,91.60
565,587,48.38
566,3567,26.62
566,4038,85.41
567,555,43.49
567,574,6.69
567,32889,138.62
568,523,170.56
568,590,55.35
568,75859,5.45
569,499,114.17
569,564,60.60
569,581,51.26
569,38792,51.19
570,3633,58.89
570,41095,7.45
571,19347,8.85
571,37196,67.31
571,79164,196.35
572,545,55.64
573,566,15.21
573,4039,53.86
574,501,141.79
574,567,6.69
574,579,40.45
575,540,65.16
575,556,42.71
575,591,46.66
576,536,57.61
576,560,103.88
576,602,68.01
577,573,78.07
577,19347,31.55
578,507,152.81
578,579,9.52
578,584,35.69
579,574,40.45
579,578,9.52
579,32887,119.05
580,557,42.72
580,591,21.22
580,609,152.68
581,559,47.87
581,569,51.26
581,587,95.06
581,38793,54.33
582,4039,22.84
583,4036,79.40
584,578,35.69
584,4220,18.11
584,32886,93.43
585,549,66.44
585,557,129.12
585,27824,16.69
586,558,58.97
586,593,65.20
586,38789,109.93
587,565,48.38
587,581,95.06
587,46690,53.75
588,594,130.18
588,611,68.28
589,4023,29.09
589,32905,77.79
590,532,162.76
590,608,50.46
590,75858,5.94
591,575,46.66
591,580,21.22
591,77819,34.79
592,541,65.74
592,549,63.14
592,4235,27.80
593,564,44.39
593,586,65.20
593,38791,32.40
594,527,144.09
594,588,130.18
595,560,65.72
595,602,89.06
595,10148,208.02
595,10151,52.95
596,75789,93.77
596,75794,68.78
597,632,77.95
597,15222,67.73
598,3638,21.66
598,19348,14.28
599,653,103.92
599,75797,24.24
600,601,64.27
600,38791,8.06
601,615,38.89
601,38792,8.96
602,576,68.01
602,595,89.06
602,10152,53.58
603,659,126.95
603,38682,7.78
603,77745,17.91
604,633,51.91
604,682,156.89
604,75800,7.78
604,75801,28.42
605,606,53.63
605,4022,105.19
606,607,46.29
606,665,84.54
607,613,57.84
607,662,64.39
608,539,160.98
608,75860,5.45
608,76166,41.53
609,580,152.68
609,8402,18.88
609,27824,29.52
610,637,20.02
610,4777,85.69
610,38789,10.01
611,616,161.65
611,642,56.17
612,10149,12.04
612,51051,10.23
613,614,44.18
613,635,38.83
614,32890,19.68
614,39147,34.78
615,3749,64.25
615,38793,7.85
616,594,74.66
616,611,161.65
617,618,58.94
617,32891,15.44
617,39148,16.84
618,619,38.91
618,720,239.83
619,620,45.27
619,721,239.10
620,4767,211.41
620,8403,43.12
621,32895,41.07
621,47157,126.08
622,623,58.36
622,674,103.50
622,32894,11.12
623,624,47.38
623,675,99.07
624,676,98.05
624,77817,20.01
625,660,114.99
626,10237,38.88
626,41100,12.81
627,677,98.97
627,77815,7.36
628,629,46.27
628,32892,7.78
629,630,37.86
629,645,41.20
630,646,47.01
630,77813,46.29
631,8402,41.38
631,77814,23.16
632,597,77.95
633,641,48.05
633,689,150.41
634,37199,69.32
634,44572,90.16
635,613,38.83
635,662,50.39
635,32890,39.00
636,41133,31.32
636,41134,8.06
636,46690,67.25
637,610,20.02
637,666,80.10
637,45176,27.37
638,636,54.66
638,41135,7.00
639,616,50.53
639,3750,88.34
640,78905,26.11
641,644,44.69
641,694,132.76
642,611,56.17
642,78342,11.57
643,4027,174.99
643,43764,69.45
644,77753,32.80
644,77755,21.63
645,629,41.20
645,646,35.15
646,630,47.01
646,645,35.15
646,4227,74.52
647,666,107.07
647,51175,30.42
648,649,73.82
648,695,89.76
648,3751,31.63
649,648,73.82
649,650,31.47
649,41138,55.66
650,649,31.47
650,4771,90.57
651,4072,13.94
651,75857,119.71
652,41100,142.96
653,599,103.92
653,684,69.84
654,656,73.65
654,3751,28.42
654,46734,27.42
655,634,84.95
655,44871,188.34
656,654,73.65
656,692,69.35
657,652,54.88
657,687,78.77
658,3209,189.30
658,19349,46.21
659,603,126.95
659,661,47.21
659,77780,51.22
660,23383,617.63
661,669,44.71
661,713,121.55
662,607,64.39
662,635,50.39
662,665,40.41
663,671,207.24
664,3635,38.17
664,41101,9.52
665,606,84.54
665,662,40.41
665,4022,49.01
666,637,80.10
666,647,107.07
666,680,20.17
667,670,25.84
667,10228,50.01
667,41134,99.16
667,41135,126.97
668,24947,7.36
668,75830,30.10
669,672,49.47
669,717,119.42
670,667,25.84
670,691,58.54
670,3749,149.37
671,663,207.24
671,4653,33.31
671,46067,480.80
672,684,39.00
672,725,117.63
673,8401,135.21
673,34870,9.52
673,47553,17.80
674,622,103.50
674,675,49.54
674,726,136.88
675,623,99.07
675,674,49.54
675,676,45.23
675,707,95.68
676,624,98.05
676,675,45.23
676,677,43.17
676,4371,96.83
677,627,98.97
677,676,43.17
677,678,35.57
677,3881,95.63
678,677,35.57
678,32893,4.57
679,4228,78.95
679,66210,58.06
680,666,20.17
680,4775,62.34
680,16971,180.04
681,687,53.41
681,23357,54.16
682,604,156.89
682,685,26.17
682,4024,19.03
683,712,108.47
683,41086,188.74
684,653,69.84
684,729,112.02
685,682,26.17
685,689,20.92
685,732,134.76
686,703,17.94
686,4653,217.25
686,4654,1182.09
686,40253,43.03
687,657,78.77
687,681,53.41
687,697,57.94
687,41102,39.25
688,684,67.13
688,24947,206.80
688,34551,143.55
689,685,20.92
689,694,51.94
690,691,30.19
690,4778,64.25
691,670,58.54
691,690,30.19
691,10228,58.22
692,704,55.30
692,10228,97.52
693,649,66.93
693,695,70.92
694,641,132.76
